Org Code,SCHOOL,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,TOTAL,Source,Year
00990015,Foxborough - Mabelle M Burrell,88,56,57,60,49,61,0,0,0,0,0,0,0,0,0,371,student_enrollment_2011,2011
00990020,Foxborough - Vincent M Igo Elem,0,75,84,74,86,87,0,0,0,0,0,0,0,0,0,406,student_enrollment_2011,2011
04460550,Foxborough Regional Charter (District) - Foxborough Regional Charter School,0,91,114,111,112,112,113,111,111,110,70,60,32,30,0,1177,student_enrollment_2011,2011
01000035,Framingham - Barbieri Elem,0,104,117,80,77,76,66,0,0,0,0,0,0,0,0,520,student_enrollment_2011,2011
01000003,Framingham - Blocks Pre-School @ King,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,student_enrollment_2011,2011
01000006,Framingham - Brophy,0,82,62,75,76,84,69,0,0,0,0,0,0,0,0,448,student_enrollment_2011,2011
01000302,Framingham - Cameron Middle School,0,0,0,0,0,0,0,195,153,147,0,0,0,0,0,495,student_enrollment_2011,2011
01000007,Framingham - Charlotte A Dunning,0,79,77,77,83,83,80,0,0,0,0,0,0,0,0,479,student_enrollment_2011,2011
01000515,Framingham - Framingham H S,0,0,0,0,0,0,0,0,0,0,564,557,548,483,0,2152,student_enrollment_2011,2011
01000305,Framingham - Fuller Middle,0,0,0,0,0,0,0,151,204,156,0,0,0,0,0,511,student_enrollment_2011,2011
01000015,Framingham - Hemenway,0,91,96,102,89,96,100,0,0,0,0,0,0,0,0,574,student_enrollment_2011,2011
01000045,Framingham - Mary E Stapleton Elem,0,62,69,62,57,75,63,0,0,0,0,0,0,0,0,388,student_enrollment_2011,2011
01000050,Framingham - Miriam F McCarthy Sch,0,90,90,93,99,102,97,0,0,0,0,0,0,0,0,571,student_enrollment_2011,2011
01000039,Framingham - Potter Road,0,117,94,98,67,66,57,0,0,0,0,0,0,0,0,499,student_enrollment_2011,2011
01000310,Framingham - Walsh Middle,0,0,0,0,0,0,0,230,218,275,0,0,0,0,0,723,student_enrollment_2011,2011
01000055,Framingham - Woodrow Wilson,0,81,103,91,91,85,91,0,0,0,0,0,0,0,0,542,student_enrollment_2011,2011
04780505,Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,0,0,0,0,0,0,0,0,67,66,72,60,73,55,0,393,student_enrollment_2011,2011
01010040,Franklin - Annie Sullivan Middle School,0,0,0,0,0,0,0,137,151,132,0,0,0,0,0,420,student_enrollment_2011,2011
01010035,Franklin - Davis Thayer,0,53,56,54,55,59,63,0,0,0,0,0,0,0,0,340,student_enrollment_2011,2011
01010003,Franklin - Franklin ECDC,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,student_enrollment_2011,2011
01010505,Franklin - Franklin High,0,0,0,0,0,0,0,0,0,0,414,414,405,400,0,1633,student_enrollment_2011,2011
01010012,Franklin - Helen Keller Elementary,0,89,88,101,110,97,110,0,0,0,0,0,0,0,0,595,student_enrollment_2011,2011
01010405,Franklin - Horace Mann,0,0,0,0,0,0,0,163,186,169,0,0,0,0,0,518,student_enrollment_2011,2011
01010013,Franklin - J F Kennedy Memorial,0,81,78,80,78,87,89,0,0,0,0,0,0,0,0,493,student_enrollment_2011,2011
01010010,Franklin - Jefferson Elementary,0,69,83,72,69,83,90,0,0,0,0,0,0,0,0,466,student_enrollment_2011,2011
01010030,Franklin - Oak Street Elementary,0,69,73,77,86,69,82,0,0,0,0,0,0,0,0,456,student_enrollment_2011,2011
01010032,Franklin - Parmenter,0,69,63,73,78,69,79,0,0,0,0,0,0,0,0,431,student_enrollment_2011,2011
01010310,Franklin - Remington Middle,0,0,0,0,0,0,0,172,156,165,0,0,0,0,0,493,student_enrollment_2011,2011
08180605,Franklin County Regional Vocational Technical - Franklin County Tech,0,0,0,0,0,0,0,0,0,0,122,127,132,121,0,502,student_enrollment_2011,2011
01020005,Freetown - Freetown Elementary,80,97,85,105,91,95,0,0,0,0,0,0,0,0,0,553,student_enrollment_2011,2011
06650505,Freetown-Lakeville - Apponequet Regional High,0,0,0,0,0,0,0,0,0,0,224,191,205,208,0,828,student_enrollment_2011,2011
06650305,Freetown-Lakeville - Freetown-Lakeville Middle School,0,0,0,0,0,0,0,251,292,287,0,0,0,0,0,830,student_enrollment_2011,2011
06650015,Freetown-Lakeville - George R Austin Intermediate School,0,0,0,0,0,0,262,0,0,0,0,0,0,0,0,262,student_enrollment_2011,2011
06700505,Frontier - Frontier Reg,0,0,0,0,0,0,0,0,129,119,108,107,116,108,5,692,student_enrollment_2011,2011
01030001,Gardner - Elm Street School,0,0,0,0,123,189,188,0,0,0,0,0,0,0,0,500,student_enrollment_2011,2011
01030515,Gardner - Gardner Academy for Learning and Technology,0,0,0,0,0,0,0,0,0,0,14,15,17,9,0,55,student_enrollment_2011,2011
01030505,Gardner - Gardner High,0,0,0,0,0,0,0,0,0,0,159,173,163,178,6,679,student_enrollment_2011,2011
01030405,Gardner - Gardner Middle School,0,0,0,0,0,0,0,189,209,207,0,0,0,0,0,605,student_enrollment_2011,2011
01030015,Gardner - Helen Mae Sauter Elem,0,0,75,83,75,0,0,0,0,0,0,0,0,0,0,233,student_enrollment_2011,2011
01030020,Gardner - Waterford Street,81,187,120,103,0,0,0,0,0,0,0,0,0,0,0,491,student_enrollment_2011,2011
06720059,Gateway - Chester Elementary,18,26,22,25,19,25,0,0,0,0,0,0,0,0,0,135,student_enrollment_2011,2011
06720505,Gateway - Gateway Reg High,0,0,0,0,0,0,0,0,0,0,83,102,79,68,3,335,student_enrollment_2011,2011
06720405,Gateway - Gateway Regional Junior High School,0,0,0,0,0,0,0,0,92,105,0,0,0,0,0,197,student_enrollment_2011,2011
06720410,Gateway - Gateway Regional Middle School,0,0,0,0,0,0,71,79,0,0,0,0,0,0,0,150,student_enrollment_2011,2011
06720143,Gateway - Littleville Elementary School,22,49,51,54,60,50,0,0,0,0,0,0,0,0,0,286,student_enrollment_2011,2011
01050505,Georgetown - Georgetown Middle/High,0,0,0,0,0,0,0,128,127,119,122,102,123,97,0,818,student_enrollment_2011,2011
01050010,Georgetown - Penn Brook,0,0,0,114,136,113,154,0,0,0,0,0,0,0,0,517,student_enrollment_2011,2011
01050005,Georgetown - Perley Elementary,81,115,121,0,0,0,0,0,0,0,0,0,0,0,0,317,student_enrollment_2011,2011
06740005,Gill-Montague - Gill Elem,0,17,17,21,19,21,22,18,0,0,0,0,0,0,0,135,student_enrollment_2011,2011
06740310,Gill-Montague - Great Falls Middle,0,0,0,0,0,0,0,78,76,97,0,0,0,0,0,251,student_enrollment_2011,2011
06740050,Gill-Montague - Montague Elementary School,45,82,50,55,58,54,57,0,0,0,0,0,0,0,0,401,student_enrollment_2011,2011
06740505,Gill-Montague - Turners Fall High,0,0,0,0,0,0,0,0,0,0,66,84,72,72,0,294,student_enrollment_2011,2011
04960305,Global Learning Charter Public (District) - Global Learning Charter Public School,0,0,0,0,0,0,84,109,90,99,34,31,23,13,0,483,student_enrollment_2011,2011
01070010,Gloucester - Beeman Memorial,0,62,58,36,40,53,37,0,0,0,0,0,0,0,0,286,student_enrollment_2011,2011
01070020,Gloucester - East Gloucester Elem,0,46,43,49,42,46,36,0,0,0,0,0,0,0,0,262,student_enrollment_2011,2011
01070505,Gloucester - Gloucester High,0,0,0,0,0,0,0,0,0,0,313,251,223,265,0,1052,student_enrollment_2011,2011
01070025,Gloucester - Milton L Fuller Elem,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,student_enrollment_2011,2011
01070042,Gloucester - Plum Cove School,0,39,47,28,36,39,32,0,0,0,0,0,0,0,0,221,student_enrollment_2011,2011
01070305,Gloucester - Ralph B O'Maley Middle,0,0,0,0,0,0,0,201,243,251,0,0,0,0,0,695,student_enrollment_2011,2011
01070045,Gloucester - Veterans Memorial,0,36,42,34,38,43,45,0,0,0,0,0,0,0,0,238,student_enrollment_2011,2011
01070050,Gloucester - West Parish,0,58,67,67,56,62,74,0,0,0,0,0,0,0,0,384,student_enrollment_2011,2011
04480205,Gloucester Community Arts Charter (District) - Gloucester Community Arts Charter School,0,0,0,0,0,12,19,24,12,0,0,0,0,0,0,67,student_enrollment_2011,2011
01090005,Gosnold - Cuttyhunk Elem,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,student_enrollment_2011,2011
01100200,Grafton - Grafton Elementary,18,0,0,0,242,252,254,0,0,0,0,0,0,0,0,766,student_enrollment_2011,2011
01100505,Grafton - Grafton Memorial Senior,0,0,0,0,0,0,0,0,0,0,186,165,159,157,3,670,student_enrollment_2011,2011
01100305,Grafton - Grafton Middle,0,0,0,0,0,0,0,222,236,204,0,0,0,0,0,662,student_enrollment_2011,2011
01100025,Grafton - North Grafton Elementary,27,110,114,103,0,0,0,0,0,0,0,0,0,0,0,354,student_enrollment_2011,2011
01100005,Grafton - South Grafton Elementary,28,113,153,126,0,0,0,0,0,0,0,0,0,0,0,420,student_enrollment_2011,2011
01110004,Granby - East Meadow,0,0,0,0,0,81,92,96,0,0,0,0,0,0,0,269,student_enrollment_2011,2011
01110505,Granby - Granby Jr Sr High Sch,0,0,0,0,0,0,0,0,94,95,88,99,94,94,3,567,student_enrollment_2011,2011
01110010,Granby - West St,34,60,75,56,70,0,0,0,0,0,0,0,0,0,0,295,student_enrollment_2011,2011
01120005,Granville - Granville Village,0,13,15,12,14,12,21,14,28,20,0,0,0,0,0,149,student_enrollment_2011,2011
08210605,Greater Fall River Regional Vocational Technical - Diman Reg Voc Tech High,0,0,0,0,0,0,0,0,0,0,365,346,326,324,0,1361,student_enrollment_2011,2011
08230605,Greater Lawrence Regional Vocational Technical - Gr Lawrence Reg Voc Tech,0,0,0,0,0,0,0,0,0,0,355,322,300,245,0,1222,student_enrollment_2011,2011
08280605,Greater Lowell Regional Vocational Technical - Gr Lowell Reg Voc Tech,0,0,0,0,0,0,0,0,0,0,552,533,481,468,22,2056,student_enrollment_2011,2011
08250605,Greater New Bedford Regional Vocational Technical - Gr New Bedford Voc Tech,0,0,0,0,0,0,0,0,0,0,574,553,515,490,0,2132,student_enrollment_2011,2011
01140010,Greenfield - Federal,0,46,44,42,50,23,0,0,0,0,0,0,0,0,0,205,student_enrollment_2011,2011
01140025,Greenfield - Four Corners,0,49,48,23,24,18,0,0,0,0,0,0,0,0,0,162,student_enrollment_2011,2011
01140505,Greenfield - Greenfield High,0,0,0,0,0,0,0,0,0,101,102,92,87,96,5,483,student_enrollment_2011,2011
01140305,Greenfield - Greenfield Middle,0,0,0,0,0,83,111,130,117,0,0,0,0,0,0,441,student_enrollment_2011,2011
01140900,Greenfield - MAVA @ Greenfield,0,26,24,16,19,20,27,19,27,37,0,0,1,1,0,217,student_enrollment_2011,2011
01140035,Greenfield - Newton School,0,55,54,44,44,0,0,0,0,0,0,0,0,0,0,197,student_enrollment_2011,2011
01140005,Greenfield - The Academy of Early Learning at North Parish,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,student_enrollment_2011,2011
06730001,Groton-Dunstable - Boutwell School,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,student_enrollment_2011,2011
06730010,Groton-Dunstable - Florence Roche School,0,81,105,127,113,132,0,0,0,0,0,0,0,0,0,558,student_enrollment_2011,2011
06730305,Groton-Dunstable - Groton Dunstable Reg Middle,0,0,0,0,0,0,226,241,230,229,0,0,0,0,0,926,student_enrollment_2011,2011
06730505,Groton-Dunstable - Groton Dunstable Regional,0,0,0,0,0,0,0,0,0,0,207,220,203,233,3,866,student_enrollment_2011,2011
06730005,Groton-Dunstable - Swallow/Union School,0,50,76,65,74,79,0,0,0,0,0,0,0,0,0,344,student_enrollment_2011,2011
01170015,Hadley - Hadley Elem,77,41,44,51,36,50,46,52,0,0,0,0,0,0,0,397,student_enrollment_2011,2011
01170505,Hadley - Hopkins Academy,0,0,0,0,0,0,0,0,65,56,48,47,51,46,0,313,student_enrollment_2011,2011
01180005,Halifax - Halifax Elementary,0,81,72,88,80,90,111,106,0,0,0,0,0,0,0,628,student_enrollment_2011,2011
06750007,Hamilton-Wenham - Bessie Buker Elementary,0,39,46,42,48,52,39,0,0,0,0,0,0,0,0,266,student_enrollment_2011,2011
06750010,Hamilton-Wenham - Cutler School,0,41,41,52,48,52,57,0,0,0,0,0,0,0,0,291,student_enrollment_2011,2011
06750505,Hamilton-Wenham - Hamilton-Wenham Reg High,0,0,0,0,0,0,0,0,0,0,173,166,178,166,2,685,student_enrollment_2011,2011
06750310,Hamilton-Wenham - Miles River Middle,0,0,0,0,0,0,0,151,144,152,0,0,0,0,0,447,student_enrollment_2011,2011
06750015,Hamilton-Wenham - Winthrop School,11,53,40,43,48,52,40,0,0,0,0,0,0,0,0,287,student_enrollment_2011,2011
04990305,Hampden Charter School of Science (District) - Hampden Charter School of Science,0,0,0,0,0,0,0,51,49,52,44,38,0,0,0,234,student_enrollment_2011,2011
06800005,Hampden-Wilbraham - Green Meadows Elem,19,50,55,56,73,76,0,0,0,0,0,0,0,0,0,329,student_enrollment_2011,2011
06800025,Hampden-Wilbraham - Mile Tree Elementary,30,157,179,0,0,0,0,0,0,0,0,0,0,0,0,366,student_enrollment_2011,2011
06800505,Hampden-Wilbraham - Minnechaug Reg High,0,0,0,0,0,0,0,0,0,0,331,328,310,288,0,1257,student_enrollment_2011,2011
06800030,Hampden-Wilbraham - Soule Road,0,0,0,0,0,193,201,0,0,0,0,0,0,0,0,394,student_enrollment_2011,2011
06800050,Hampden-Wilbraham - Stony Hill School,0,0,0,154,160,0,0,0,0,0,0,0,0,0,0,314,student_enrollment_2011,2011
06800305,Hampden-Wilbraham - Thornton Burgess,0,0,0,0,0,0,70,72,80,80,0,0,0,0,0,302,student_enrollment_2011,2011
06800310,Hampden-Wilbraham - Wilbraham Middle,0,0,0,0,0,0,0,195,216,223,0,0,0,0,0,634,student_enrollment_2011,2011
06830505,Hampshire - Hampshire Reg High,0,0,0,0,0,0,0,0,146,150,131,109,141,133,0,810,student_enrollment_2011,2011
01210005,Hancock - Hancock Elementary,11,6,5,8,4,6,4,4,0,0,0,0,0,0,0,48,student_enrollment_2011,2011
01220004,Hanover - Cedar Elementary,28,55,91,105,92,109,0,0,0,0,0,0,0,0,0,480,student_enrollment_2011,2011
01220005,Hanover - Center Elementary,21,95,110,128,0,0,0,0,0,0,0,0,0,0,0,354,student_enrollment_2011,2011
01220505,Hanover - Hanover High,0,0,0,0,0,0,0,0,0,0,199,181,163,154,2,699,student_enrollment_2011,2011
01220305,Hanover - Hanover Middle,0,0,0,0,0,0,223,232,233,225,0,0,0,0,0,913,student_enrollment_2011,2011
01220015,Hanover - Sylvester,0,0,0,0,116,123,0,0,0,0,0,0,0,0,0,239,student_enrollment_2011,2011
01250505,Harvard - Bromfield,0,0,0,0,0,0,0,108,98,113,105,113,108,104,0,749,student_enrollment_2011,2011
01250005,Harvard - Hildreth Elementary School,24,66,76,81,81,83,107,0,0,0,0,0,0,0,0,518,student_enrollment_2011,2011
01260005,Harwich - Harwich Elementary,46,110,104,100,107,112,0,0,0,0,0,0,0,0,0,579,student_enrollment_2011,2011
01260505,Harwich - Harwich High,0,0,0,0,0,0,0,0,0,0,90,88,80,90,2,350,student_enrollment_2011,2011
01260305,Harwich - Harwich Middle,0,0,0,0,0,0,118,85,107,94,0,0,0,0,0,404,student_enrollment_2011,2011
01270005,Hatfield - Hatfield Elementary,41,31,42,26,33,32,24,33,0,0,0,0,0,0,0,262,student_enrollment_2011,2011
01270505,Hatfield - Smith Academy,0,0,0,0,0,0,0,0,39,46,33,34,35,20,0,207,student_enrollment_2011,2011
01280008,Haverhill - Bradford Elementary,0,44,69,76,142,146,146,0,0,0,0,0,0,0,0,623,student_enrollment_2011,2011
01280035,Haverhill - Caleb Dustin Hunking,0,0,0,0,0,0,0,149,156,150,0,0,0,0,0,455,student_enrollment_2011,2011
01280100,Haverhill - Consentino,0,0,0,0,0,0,119,203,203,170,0,0,0,0,0,695,student_enrollment_2011,2011
01280020,Haverhill - Crowell,0,17,23,22,0,0,0,0,0,0,0,0,0,0,0,62,student_enrollment_2011,2011
01280050,Haverhill - Dr Paul Nettle,0,0,0,0,0,0,102,128,132,133,0,0,0,0,0,495,student_enrollment_2011,2011
01280026,Haverhill - Golden Hill,0,84,90,83,108,101,0,0,0,0,0,0,0,0,0,466,student_enrollment_2011,2011
01280027,Haverhill - Greenleaf,0,97,66,82,0,0,0,0,0,0,0,0,0,0,0,245,student_enrollment_2011,2011
01280033,Haverhill - Haverhill Alternative School,0,0,0,0,0,0,0,4,2,7,10,13,8,4,0,48,student_enrollment_2011,2011
01280505,Haverhill - Haverhill High,0,0,0,0,0,0,0,0,0,0,518,437,420,359,14,1748,student_enrollment_2011,2011
01280085,Haverhill - John G Whittier,0,0,0,0,0,0,115,125,121,116,0,0,0,0,0,477,student_enrollment_2011,2011
01280045,Haverhill - Moody,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,student_enrollment_2011,2011
01280054,Haverhill - Pentucket Lake Elem,0,72,80,86,133,126,0,0,0,0,0,0,0,0,0,497,student_enrollment_2011,2011
01280073,Haverhill - TEACH,0,0,1,2,0,2,0,1,1,4,1,7,4,14,3,40,student_enrollment_2011,2011
01280075,Haverhill - Tilton,0,103,126,129,137,130,0,0,0,0,0,0,0,0,0,625,student_enrollment_2011,2011
01280080,Haverhill - Walnut Square,0,46,59,39,0,0,0,0,0,0,0,0,0,0,0,144,student_enrollment_2011,2011
06850005,Hawlemont - Hawlemont Reg,11,5,10,15,11,18,14,14,0,0,0,0,0,0,0,98,student_enrollment_2011,2011
04550050,Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,0,34,36,32,33,32,33,35,33,28,0,0,0,0,0,296,student_enrollment_2011,2011
04500105,Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,0,18,18,19,19,19,19,20,17,16,0,0,0,0,0,165,student_enrollment_2011,2011
01310005,Hingham - East Elementary School,59,76,94,97,103,85,97,0,0,0,0,0,0,0,0,611,student_enrollment_2011,2011
01310505,Hingham - Hingham High,0,0,0,0,0,0,0,0,0,0,277,285,287,245,3,1097,student_enrollment_2011,2011
01310410,Hingham - Hingham Middle School,0,0,0,0,0,0,0,325,299,307,0,0,0,0,0,931,student_enrollment_2011,2011
01310019,Hingham - Plymouth River,0,64,64,107,66,70,84,0,0,0,0,0,0,0,0,455,student_enrollment_2011,2011
01310020,Hingham - South Elem,0,78,100,96,82,86,77,0,0,0,0,0,0,0,0,519,student_enrollment_2011,2011
01310010,Hingham - Wm L Foster Elem,0,74,98,71,80,78,86,0,0,0,0,0,0,0,0,487,student_enrollment_2011,2011
01330505,Holbrook - Holbrook Jr Sr High,0,0,0,0,0,0,0,0,121,104,64,63,49,71,0,472,student_enrollment_2011,2011
01330018,Holbrook - John F Kennedy,44,75,118,88,100,0,0,0,0,0,0,0,0,0,0,425,student_enrollment_2011,2011
01330025,Holbrook - South,0,0,0,0,0,86,103,101,0,0,0,0,0,0,0,290,student_enrollment_2011,2011
01350005,Holland - Holland Elementary,27,32,21,30,36,27,30,42,0,0,0,0,0,0,0,245,student_enrollment_2011,2011
01360505,Holliston - Holliston High,0,0,0,0,0,0,0,0,0,0,198,219,228,218,0,863,student_enrollment_2011,2011
01360007,Holliston - Miller School,0,0,0,0,228,211,223,0,0,0,0,0,0,0,0,662,student_enrollment_2011,2011
01360010,Holliston - Placentino Elementary,91,187,217,205,0,0,0,0,0,0,0,0,0,0,0,700,student_enrollment_2011,2011
01360305,Holliston - Robert H. Adams Middle School,0,0,0,0,0,0,0,210,229,206,0,0,0,0,0,645,student_enrollment_2011,2011
01370525,Holyoke - Center for Excellence,0,2,8,9,11,19,13,13,28,34,16,15,5,5,0,178,student_enrollment_2011,2011
01370045,Holyoke - E N White Elem,0,58,52,52,55,54,55,47,59,68,0,0,0,0,0,500,student_enrollment_2011,2011
01370505,Holyoke - Holyoke High,0,0,0,0,0,0,0,0,0,0,462,305,269,232,0,1268,student_enrollment_2011,2011
01370003,Holyoke - Joseph Metcalf Preschool,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,student_enrollment_2011,2011
01370040,Holyoke - Kelly Elem,0,70,74,66,73,65,59,53,55,58,0,0,0,0,0,573,student_enrollment_2011,2011
01370055,Holyoke - Lt Clayre Sullivan Elem,0,67,59,67,58,61,66,77,70,69,0,0,0,0,0,594,student_enrollment_2011,2011
01370015,Holyoke - Lt Elmer J McMahon Elem,0,43,68,61,31,52,45,57,48,56,0,0,0,0,0,461,student_enrollment_2011,2011
01370060,Holyoke - Maurice A Donahue Elem,0,60,51,61,43,58,55,48,54,43,0,0,0,0,0,473,student_enrollment_2011,2011
01370025,Holyoke - Morgan Elem,0,31,43,40,38,51,39,47,34,49,0,0,0,0,0,372,student_enrollment_2011,2011
01370030,Holyoke - William R. Peck School,0,79,75,50,53,63,68,69,75,80,0,0,0,0,0,612,student_enrollment_2011,2011
01370605,Holyoke - Wm J Dean Voc Tech High,0,0,0,0,0,0,0,0,0,0,258,182,118,101,0,659,student_enrollment_2011,2011
04530005,Holyoke Community Charter (District) - Holyoke Community Charter School,0,78,58,90,116,85,93,69,74,47,0,0,0,0,0,710,student_enrollment_2011,2011
01380505,Hopedale - Hopedale Jr Sr High,0,0,0,0,0,0,0,0,92,99,92,93,78,75,0,529,student_enrollment_2011,2011
01380010,Hopedale - Memorial,0,81,88,89,87,94,100,92,0,0,0,0,0,0,0,631,student_enrollment_2011,2011
01380003,Hopedale - Park Street School,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,student_enrollment_2011,2011
01390005,Hopkinton - Center,0,231,228,0,0,0,0,0,0,0,0,0,0,0,0,459,student_enrollment_2011,2011
01390010,Hopkinton - Elmwood,0,0,0,284,254,0,0,0,0,0,0,0,0,0,0,538,student_enrollment_2011,2011
01390015,Hopkinton - Hopkins Elementary School,0,0,0,0,0,261,276,0,0,0,0,0,0,0,0,537,student_enrollment_2011,2011
01390505,Hopkinton - Hopkinton High,0,0,0,0,0,0,0,0,0,0,288,244,257,258,0,1047,student_enrollment_2011,2011
01390305,Hopkinton - Hopkinton Middle School,0,0,0,0,0,0,0,250,290,282,0,0,0,0,0,822,student_enrollment_2011,2011
01390003,Hopkinton - Hopkinton Pre-School,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,student_enrollment_2011,2011
01410030,Hudson - C A Farley,0,0,96,109,98,108,108,0,0,0,0,0,0,0,0,519,student_enrollment_2011,2011
01410011,Hudson - C R Hubert,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,202,student_enrollment_2011,2011
01410015,Hudson - Forest Avenue Elementary,0,0,59,52,71,69,71,0,0,0,0,0,0,0,0,322,student_enrollment_2011,2011
01410505,Hudson - Hudson High,97,0,0,0,0,0,0,0,0,250,208,227,211,243,1,1237,student_enrollment_2011,2011
01410410,Hudson - John F Kennedy,0,0,0,0,0,0,0,193,239,0,0,0,0,0,0,432,student_enrollment_2011,2011
01410007,Hudson - Mulready Elementary,12,0,49,47,62,54,57,0,0,0,0,0,0,0,0,281,student_enrollment_2011,2011
01420505,Hull - Hull High,0,0,0,0,0,0,0,0,0,0,87,98,87,86,0,358,student_enrollment_2011,2011
01420015,Hull - Lillian M Jacobs,44,78,74,78,96,99,73,0,0,0,0,0,0,0,0,542,student_enrollment_2011,2011
01420305,Hull - Memorial Middle,0,0,0,0,0,0,0,87,90,87,0,0,0,0,0,264,student_enrollment_2011,2011
04350305,Innovation Academy Charter (District) - Innovation Academy Charter School,0,0,0,0,0,0,105,101,100,100,65,41,43,35,0,590,student_enrollment_2011,2011
01440505,Ipswich - Ipswich High,0,0,0,0,0,0,0,0,0,0,170,156,169,161,1,657,student_enrollment_2011,2011
01440305,Ipswich - Ipswich Middle School,0,0,0,0,0,0,0,190,155,174,0,0,0,0,0,519,student_enrollment_2011,2011
01440007,Ipswich - Paul F Doyon Memorial,23,63,76,86,82,82,80,0,0,0,0,0,0,0,0,492,student_enrollment_2011,2011
01440015,Ipswich - Winthrop,21,59,80,78,68,68,69,0,0,0,0,0,0,0,0,443,student_enrollment_2011,2011
06900510,King Philip - King Philip Middle School,0,0,0,0,0,0,0,0,465,382,0,0,0,0,0,847,student_enrollment_2011,2011
06900505,King Philip - King Philip Reg High,0,0,0,0,0,0,0,0,0,0,332,325,327,311,0,1295,student_enrollment_2011,2011
01450005,Kingston - Kingston Elementary,0,149,173,174,0,0,0,0,0,0,0,0,0,0,0,496,student_enrollment_2011,2011
01450020,Kingston - Kingston Intermediate,0,0,0,0,191,157,176,169,0,0,0,0,0,0,0,693,student_enrollment_2011,2011
04290010,KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,0,0,0,0,0,0,100,100,86,84,0,0,0,0,0,370,student_enrollment_2011,2011
01460005,Lakeville - Assawompset,0,118,121,144,137,150,0,0,0,0,0,0,0,0,0,670,student_enrollment_2011,2011
01480005,Lanesborough - Lanesborough Elementary,22,19,33,37,30,43,33,38,0,0,0,0,0,0,0,255,student_enrollment_2011,2011
01490015,Lawrence - Alexander B Bruce,0,0,0,78,72,81,83,68,70,89,0,0,0,0,0,541,student_enrollment_2011,2011
01490008,Lawrence - Arlington Elementary School,0,64,119,113,121,107,0,0,0,0,0,0,0,0,0,524,student_enrollment_2011,2011
01490017,Lawrence - Arlington Middle School,0,0,0,0,0,0,104,131,132,124,0,0,0,0,0,491,student_enrollment_2011,2011
01490530,Lawrence - Business Management & Finance High School,0,0,0,0,0,0,0,0,0,0,157,117,91,107,2,474,student_enrollment_2011,2011
01490053,Lawrence - Edward F. Parthum,0,83,131,124,116,132,0,0,0,0,0,0,0,0,0,586,student_enrollment_2011,2011
01490080,Lawrence - Emily G Wetherbee,0,62,69,76,73,71,80,82,64,64,0,0,0,0,0,641,student_enrollment_2011,2011
01490040,Lawrence - Francis M Leahy,0,85,83,80,82,83,80,0,0,0,0,0,0,0,0,493,student_enrollment_2011,2011
01490525,Lawrence - Frost Middle School,0,0,0,0,0,0,113,124,112,113,0,0,0,0,0,462,student_enrollment_2011,2011
01490022,Lawrence - Gerard A. Guilmette,0,0,162,144,146,129,0,0,0,0,0,0,0,0,0,581,student_enrollment_2011,2011
01490025,Lawrence - Guilmette Middle School,0,0,0,0,0,0,137,128,132,145,0,0,0,0,0,542,student_enrollment_2011,2011
01490531,Lawrence - Health & Human Services High School,0,0,0,0,0,0,0,0,0,0,166,152,114,101,0,533,student_enrollment_2011,2011
01490050,Lawrence - Henry K Oliver,0,0,101,69,97,78,79,72,66,91,0,0,0,0,0,653,student_enrollment_2011,2011
01490536,Lawrence - High School Learning Center,0,0,0,0,0,0,0,0,0,0,188,28,27,27,0,270,student_enrollment_2011,2011
01490532,Lawrence - Humanities & Leadership Development High School,0,0,0,0,0,0,0,0,0,0,165,131,116,125,5,542,student_enrollment_2011,2011
01490534,Lawrence - International High School,0,0,0,0,0,0,0,0,0,0,139,119,94,124,1,477,student_enrollment_2011,2011
01490020,Lawrence - James F Hennessey,111,183,94,0,0,0,0,0,0,0,0,0,0,0,0,388,student_enrollment_2011,2011
01490045,Lawrence - James F Leonard,0,0,0,0,0,0,0,87,103,114,0,0,0,0,0,304,student_enrollment_2011,2011
01490003,Lawrence - John Breen School,226,126,0,0,0,0,0,0,0,0,0,0,0,0,0,352,student_enrollment_2011,2011
01490075,Lawrence - John K Tarbox,0,0,70,53,66,54,41,0,0,0,0,0,0,0,0,284,student_enrollment_2011,2011
01490002,Lawrence - Lawlor ECC,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,181,student_enrollment_2011,2011
01490533,"Lawrence - Math, Science & Technology High School",0,0,0,0,0,0,0,0,0,0,161,132,108,98,3,502,student_enrollment_2011,2011
