Org Code,Org Name,Churn Enrollment,% Churn,% Intake,Stability Enrollment,% Stability,Source,Year
04240505,Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,438,70.3,55.3,291,44.7,student_mobility_2010,2010
04160305,Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,338,4.4,0.9,338,95.6,student_mobility_2010,2010
04810550,Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,1212,2.9,0.4,1212,97.1,student_mobility_2010,2010
00360505,Bourne - Bourne High,689,10.6,5.1,670,91.9,student_mobility_2010,2010
00360325,Bourne - Bourne Middle School,808,6.6,3.2,789,95.7,student_mobility_2010,2010
00360005,Bourne - Bournedale Elementary School,613,10.3,6.9,584,94.2,student_mobility_2010,2010
00360010,Bourne - James F Peebles Elem,380,76.8,70.3,362,24.3,student_mobility_2010,2010
00370005,Boxborough - Blanchard Memorial,509,6.3,4.1,497,96.0,student_mobility_2010,2010
00380005,Boxford - Harry Lee Cole,401,6.7,4.5,386,96.9,student_mobility_2010,2010
00380013,Boxford - Spofford Pond,539,2.6,1.7,532,98.7,student_mobility_2010,2010
00390005,Boylston - Boylston Elementary,392,5.9,3.8,379,97.4,student_mobility_2010,2010
00400033,Braintree - Archie T Morrison,465,8.8,5.6,445,95.3,student_mobility_2010,2010
00400505,Braintree - Braintree High,1643,5.7,4.0,1591,97.4,student_mobility_2010,2010
00400050,Braintree - Donald Ross,305,6.2,3.6,300,95.3,student_mobility_2010,2010
00400305,Braintree - East Middle School,743,4.7,3.0,725,97.7,student_mobility_2010,2010
00400015,Braintree - Highlands,426,1.6,0.9,423,99.1,student_mobility_2010,2010
00400005,Braintree - Hollis,513,4.3,2.5,504,97.4,student_mobility_2010,2010
00400025,Braintree - Liberty,494,5.1,2.2,483,97.1,student_mobility_2010,2010
00400020,Braintree - Mary E Flaherty School,420,7.9,4.3,404,95.8,student_mobility_2010,2010
00400310,Braintree - South Middle School,526,2.5,1.9,518,99.0,student_mobility_2010,2010
00410010,Brewster - Eddy Elementary,257,7.0,4.7,252,94.8,student_mobility_2010,2010
00410005,Brewster - Stony Brook Elementary,267,12.0,7.5,252,93.3,student_mobility_2010,2010
06250320,Bridgewater-Raynham - Bridgewater Middle School,591,2.9,1.9,583,98.5,student_mobility_2010,2010
06250505,Bridgewater-Raynham - Bridgewater-Raynham Reg,1648,10.3,8.0,1602,92.3,student_mobility_2010,2010
06250050,Bridgewater-Raynham - Laliberte Elementary School,554,4.9,2.7,542,97.2,student_mobility_2010,2010
06250020,Bridgewater-Raynham - Merrill Elementary School,349,100.0,98.6,344,0.0,student_mobility_2010,2010
06250002,Bridgewater-Raynham - Mitchell Elementary School,1130,9.2,7.3,1085,94.6,student_mobility_2010,2010
06250315,Bridgewater-Raynham - Raynham Middle School,741,4.2,2.3,729,97.4,student_mobility_2010,2010
06250300,Bridgewater-Raynham - Williams Intermediate School,926,3.9,2.1,914,97.4,student_mobility_2010,2010
00430005,Brimfield - Brimfield Elementary,360,5.0,4.4,345,99.1,student_mobility_2010,2010
09100705,Bristol County Agricultural - Bristol County Agr High,442,3.4,1.4,442,96.6,student_mobility_2010,2010
08100605,Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Voc Tech,1218,4.5,1.8,1216,95.6,student_mobility_2010,2010
00440421,Brockton - Ashfield Middle School,501,24.8,20.0,421,89.6,student_mobility_2010,2010
00440080,Brockton - B B Russell Alternative School,160,80.0,55.6,91,35.2,student_mobility_2010,2010
00440515,Brockton - Brockton Champion High School,265,83.0,75.5,185,24.3,student_mobility_2010,2010
00440505,Brockton - Brockton High,4319,15.9,8.9,4075,89.2,student_mobility_2010,2010
00440010,Brockton - Brookfield,576,14.1,9.6,539,91.8,student_mobility_2010,2010
00440110,Brockton - Downey,622,15.4,11.1,576,91.3,student_mobility_2010,2010
00440001,Brockton - Dr W Arnone Comm Sch,862,16.7,9.9,810,88.6,student_mobility_2010,2010
00440405,Brockton - East Junior High,655,15.3,11.6,596,93.1,student_mobility_2010,2010
00440023,Brockton - Edgar B Davis,1086,14.9,8.7,1022,90.4,student_mobility_2010,2010
00440045,Brockton - Hancock,813,15.3,11.1,742,92.9,student_mobility_2010,2010
00440050,Brockton - Howard School,149,63.8,61.7,96,56.3,student_mobility_2010,2010
00440055,Brockton - Huntington,553,14.5,9.2,517,91.5,student_mobility_2010,2010
00440017,Brockton - John F Kennedy,650,14.5,10.0,596,93.3,student_mobility_2010,2010
00440422,Brockton - Joseph F. Plouffe Academy,632,9.5,6.2,604,94.7,student_mobility_2010,2010
00440400,Brockton - Lincoln Alternative School,60,38.3,33.3,48,77.1,student_mobility_2010,2010
00440065,Brockton - Louis F Angelo Elem,808,12.4,7.6,761,93.0,student_mobility_2010,2010
00440003,Brockton - Manthala George Jr School,704,14.6,9.8,653,92.0,student_mobility_2010,2010
00440002,Brockton - Mary E. Baker School,856,18.7,14.4,762,91.3,student_mobility_2010,2010
00440410,Brockton - North Junior High,585,10.4,6.0,563,93.1,student_mobility_2010,2010
00440078,Brockton - Oscar F Raymond,926,15.7,11.3,857,91.1,student_mobility_2010,2010
00440415,Brockton - South Junior High,547,10.1,5.5,528,93.2,student_mobility_2010,2010
00440420,Brockton - West Junior High,664,13.3,8.6,625,92.2,student_mobility_2010,2010
00450005,Brookfield - Brookfield Elementary,316,7.3,5.1,304,96.4,student_mobility_2010,2010
00460505,Brookline - Brookline High,1807,7.2,4.3,1769,94.8,student_mobility_2010,2010
00460005,Brookline - Edith C Baker,727,12.4,8.3,674,94.5,student_mobility_2010,2010
00460015,Brookline - Edward Devotion,745,5.2,3.6,728,97.0,student_mobility_2010,2010
00460025,Brookline - Heath,465,3.0,2.2,458,98.5,student_mobility_2010,2010
00460045,Brookline - John D Runkle,542,7.6,5.7,517,96.9,student_mobility_2010,2010
00460030,Brookline - Lawrence,653,14.6,8.6,604,92.4,student_mobility_2010,2010
00460020,Brookline - Michael Driscoll,503,7.8,5.0,479,96.9,student_mobility_2010,2010
00460040,Brookline - Pierce,706,7.7,5.1,674,96.7,student_mobility_2010,2010
00460060,Brookline - The Lynch Center,79,29.1,21.5,63,88.9,student_mobility_2010,2010
00460035,Brookline - William H Lincoln,561,10.9,6.6,528,94.7,student_mobility_2010,2010
00480505,Burlington - Burlington High,1152,7.3,5.5,1107,96.5,student_mobility_2010,2010
00480007,Burlington - Fox Hill,497,17.9,15.7,495,82.4,student_mobility_2010,2010
00480035,Burlington - Francis Wyman Elem,618,5.7,3.4,602,96.8,student_mobility_2010,2010
00480303,Burlington - Marshall Simonds Middle,865,2.1,1.3,860,98.5,student_mobility_2010,2010
00480015,Burlington - Memorial,279,13.6,6.8,265,90.9,student_mobility_2010,2010
00480020,Burlington - Pine Glen Elementary,398,4.3,2.8,390,97.7,student_mobility_2010,2010
00490006,Cambridge - Amigos School,308,10.1,4.2,296,93.6,student_mobility_2010,2010
00490506,Cambridge - Cambridge Rindge and Latin,1666,12.3,8.0,1586,92.1,student_mobility_2010,2010
00490007,Cambridge - Cambridgeport,311,12.2,6.4,296,92.2,student_mobility_2010,2010
00490090,Cambridge - Fletcher/Maynard Academy,265,17.7,12.5,249,87.6,student_mobility_2010,2010
00490080,Cambridge - Graham and Parks,432,9.0,4.6,418,94.0,student_mobility_2010,2010
00490020,Cambridge - Haggerty,304,8.2,3.0,297,93.9,student_mobility_2010,2010
00490065,Cambridge - John M Tobin,412,33.3,27.9,364,75.6,student_mobility_2010,2010
00490040,Cambridge - Kennedy-Longfellow,394,15.0,8.9,369,90.8,student_mobility_2010,2010
00490035,Cambridge - King Open,517,7.5,4.1,498,96.0,student_mobility_2010,2010
00490005,Cambridge - Maria L. Baldwin,400,7.3,5.0,383,96.9,student_mobility_2010,2010
00490030,Cambridge - Martin Luther King Jr.,291,24.1,11.7,266,83.1,student_mobility_2010,2010
00490045,Cambridge - Morse,452,17.3,13.1,421,88.8,student_mobility_2010,2010
00490050,Cambridge - Peabody,560,16.8,12.9,522,89.3,student_mobility_2010,2010
00500505,Canton - Canton High,868,12.8,10.1,846,89.5,student_mobility_2010,2010
00500020,Canton - Dean S Luce,636,6.0,4.7,610,98.0,student_mobility_2010,2010
00500017,Canton - John F Kennedy,422,1.9,1.4,416,99.5,student_mobility_2010,2010
00500012,Canton - Lt Peter M Hansen,480,3.8,1.7,474,97.5,student_mobility_2010,2010
00500010,Canton - Rodman Early Childhood Center,92,32.6,26.1,69,89.9,student_mobility_2010,2010
00500305,Canton - Wm H Galvin Middle,740,5.3,3.7,716,97.9,student_mobility_2010,2010
04320530,Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,234,6.4,4.7,228,96.1,student_mobility_2010,2010
08150605,Cape Cod Regional Vocational Technical - Cape Cod Region Voc Tech,700,10.9,5.1,692,90.2,student_mobility_2010,2010
00510025,Carlisle - Carlisle School,704,1.9,1.0,698,99.0,student_mobility_2010,2010
00520015,Carver - Carver Elementary School,911,5.6,3.1,886,97.1,student_mobility_2010,2010
00520405,Carver - Carver Middle/High School,992,7.8,3.2,970,94.3,student_mobility_2010,2010
06350005,Central Berkshire - Becket Washington School,119,13.5,7.6,115,89.6,student_mobility_2010,2010
06350010,Central Berkshire - Berkshire Trail Elem,108,15.7,13.9,93,97.9,student_mobility_2010,2010
06350025,Central Berkshire - Craneville,490,6.1,4.1,474,97.1,student_mobility_2010,2010
06350035,Central Berkshire - Kittredge,189,6.4,4.8,180,98.3,student_mobility_2010,2010
06350305,Central Berkshire - Nessacus Regional Middle School,510,4.9,2.6,504,96.2,student_mobility_2010,2010
06350505,Central Berkshire - Wahconah Regional High,652,6.6,4.5,632,96.4,student_mobility_2010,2010
00550005,Chatham - Chatham Elementary,285,12.3,10.5,267,93.6,student_mobility_2010,2010
00550505,Chatham - Chatham High,212,10.9,7.6,201,94.0,student_mobility_2010,2010
00550305,Chatham - Chatham Middle School,215,7.0,4.2,209,95.7,student_mobility_2010,2010
00560030,Chelmsford - Byam School,557,22.1,20.1,547,79.3,student_mobility_2010,2010
00560005,Chelmsford - Center Elementary School,529,27.2,23.6,510,75.5,student_mobility_2010,2010
00560025,Chelmsford - Charles D Harrington,550,14.7,3.3,538,87.2,student_mobility_2010,2010
00560505,Chelmsford - Chelmsford High,1622,3.8,2.3,1605,97.3,student_mobility_2010,2010
00560305,Chelmsford - Col Moses Parker Schl,782,5.0,3.3,767,96.9,student_mobility_2010,2010
00560001,Chelmsford - Community Education Center,148,46.6,43.2,102,77.5,student_mobility_2010,2010
00560310,Chelmsford - McCarthy Middle School,959,5.4,2.8,942,96.3,student_mobility_2010,2010
00560015,Chelmsford - South Row,470,4.3,1.5,464,97.0,student_mobility_2010,2010
00570505,Chelsea - Chelsea High,1492,21.2,9.9,1423,82.6,student_mobility_2010,2010
00570050,Chelsea - Clark Avenue School,617,14.3,3.1,608,87.0,student_mobility_2010,2010
00570030,Chelsea - Edgar A Hooks Elem,523,21.8,14.2,459,89.1,student_mobility_2010,2010
00570045,Chelsea - Eugene Wright School,530,18.3,6.6,514,84.2,student_mobility_2010,2010
00570040,Chelsea - Frank M Sokolowski Elem,505,21.6,14.5,445,89.0,student_mobility_2010,2010
00570035,Chelsea - George F. Kelly Elem,520,13.3,5.8,509,88.6,student_mobility_2010,2010
00570055,Chelsea - Joseph A. Browne School,581,29.3,25.7,450,91.3,student_mobility_2010,2010
00570003,Chelsea - Shurtleff Early Childhood,932,14.3,10.3,881,90.7,student_mobility_2010,2010
00570025,Chelsea - William A Berkowitz Elem,477,14.5,6.1,455,89.7,student_mobility_2010,2010
06320025,Chesterfield-Goshen - New Hingham Regional Elem,192,8.3,5.2,187,94.1,student_mobility_2010,2010
00610003,Chicopee - Barry,441,9.8,5.7,420,94.8,student_mobility_2010,2010
00610010,Chicopee - Belcher,278,15.1,7.6,264,89.4,student_mobility_2010,2010
00610305,Chicopee - Bellamy Middle,1014,12.9,8.4,957,92.3,student_mobility_2010,2010
00610015,Chicopee - Bowe,499,25.1,15.2,446,83.9,student_mobility_2010,2010
00610020,Chicopee - Bowie,419,9.6,4.1,406,93.4,student_mobility_2010,2010
00610021,Chicopee - Chicopee Academy,134,64.2,42.5,88,54.6,student_mobility_2010,2010
00610510,Chicopee - Chicopee Comprehensive HS,1490,13.0,4.6,1448,89.6,student_mobility_2010,2010
00610505,Chicopee - Chicopee High,1269,16.3,7.3,1212,87.6,student_mobility_2010,2010
00610310,Chicopee - Fairview Middle,710,11.1,5.8,680,92.8,student_mobility_2010,2010
00610090,Chicopee - Gen John J Stefanik,442,17.7,10.4,405,89.9,student_mobility_2010,2010
00610040,Chicopee - Lambert-Lavoie,336,14.0,10.1,308,93.8,student_mobility_2010,2010
00610022,Chicopee - Litwin,409,15.4,9.1,385,89.9,student_mobility_2010,2010
00610050,Chicopee - Selser,434,27.4,14.8,385,81.8,student_mobility_2010,2010
00610065,Chicopee - Streiber Memorial School,278,12.6,9.7,256,94.9,student_mobility_2010,2010
00610001,Chicopee - Szetela ECC,329,35.9,28.6,251,84.1,student_mobility_2010,2010
04180305,Christa McAuliffe Regional Charter Public (District) - Christa McAuliffe Regional Charter Public Sch,217,11.5,6.9,204,94.1,student_mobility_2010,2010
04370505,City On A Hill Charter Public (District) - City On A Hill Charter Public School,291,13.8,5.8,286,87.8,student_mobility_2010,2010
00630010,Clarksburg - Clarksburg Elementary,176,3.4,0.6,176,96.6,student_mobility_2010,2010
00640050,Clinton - Clinton Elementary,948,9.8,7.1,891,96.0,student_mobility_2010,2010
00640305,Clinton - Clinton Middle School,599,8.7,5.5,572,95.6,student_mobility_2010,2010
00640505,Clinton - Clinton Senior High,573,11.9,6.6,551,91.7,student_mobility_2010,2010
04380505,Codman Academy Charter Public (District) - Codman Academy Charter Public School,129,14.7,5.4,128,85.9,student_mobility_2010,2010
00650505,Cohasset - Cohasset Middle/High School,703,3.1,1.6,697,97.7,student_mobility_2010,2010
00650005,Cohasset - Deer Hill,381,0.8,0.3,380,99.5,student_mobility_2010,2010
00650010,Cohasset - Joseph Osgood,437,4.1,3.0,428,97.9,student_mobility_2010,2010
04360305,Community Charter School of Cambridge (District) - Community Charter School of Cambridge,282,16.0,3.6,282,84.0,student_mobility_2010,2010
04400205,Community Day Charter Public (District) - Community Day Charter Public School,333,2.4,1.5,332,97.9,student_mobility_2010,2010
00670005,Concord - Alcott,442,4.1,3.6,433,97.9,student_mobility_2010,2010
00670305,Concord - Concord Middle,642,3.7,3.0,631,97.9,student_mobility_2010,2010
00670020,Concord - Thoreau,459,4.1,2.4,450,97.8,student_mobility_2010,2010
00670030,Concord - Willard,399,4.0,3.8,386,99.2,student_mobility_2010,2010
06400505,Concord-Carlisle - Concord Carlisle High,1260,3.2,1.7,1250,97.6,student_mobility_2010,2010
04390050,Conservatory Lab Charter (District) - Conservatory Lab Charter School,163,10.4,5.5,155,94.2,student_mobility_2010,2010
00680005,Conway - Conway Grammar,188,8.5,8.5,177,97.2,student_mobility_2010,2010
00710505,Danvers - Danvers High,1050,6.7,3.5,1023,95.8,student_mobility_2010,2010
00710015,Danvers - Great Oak,373,7.8,4.0,363,94.8,student_mobility_2010,2010
00710010,Danvers - Highlands,410,9.3,3.9,396,93.9,student_mobility_2010,2010
00710305,Danvers - Holten Richmond Middle School,945,5.0,3.2,923,97.3,student_mobility_2010,2010
00710032,Danvers - Ivan G Smith,282,5.7,3.2,278,95.7,student_mobility_2010,2010
00710030,Danvers - Riverside,362,16.3,11.9,333,91.0,student_mobility_2010,2010
00710045,Danvers - Willis E Thorpe,335,6.6,4.2,324,96.6,student_mobility_2010,2010
00720505,Dartmouth - Dartmouth High,1182,5.1,1.6,1172,95.7,student_mobility_2010,2010
00720050,Dartmouth - Dartmouth Middle,1057,2.7,0.9,1052,97.7,student_mobility_2010,2010
00720030,Dartmouth - George H Potter,489,4.7,2.0,484,96.3,student_mobility_2010,2010
00720040,Dartmouth - James M. Quinn School,871,10.0,7.6,853,91.9,student_mobility_2010,2010
00720015,Dartmouth - Joseph Demello,484,99.6,99.4,474,0.4,student_mobility_2010,2010
00730010,Dedham - Avery,240,10.8,6.3,227,94.3,student_mobility_2010,2010
00730505,Dedham - Dedham High,815,8.2,2.8,804,93.0,student_mobility_2010,2010
00730305,Dedham - Dedham Middle School,682,5.9,2.9,671,95.7,student_mobility_2010,2010
00730005,Dedham - Early Childhood Center,354,21.5,18.4,330,84.2,student_mobility_2010,2010
00730025,Dedham - Greenlodge,328,2.1,1.2,326,98.5,student_mobility_2010,2010
00730030,Dedham - Oakdale,358,4.8,3.1,351,97.2,student_mobility_2010,2010
00730045,Dedham - Riverdale,231,4.3,1.7,228,96.9,student_mobility_2010,2010
00740015,Deerfield - Deerfield Elem,516,12.4,9.1,502,90.0,student_mobility_2010,2010
06450505,Dennis-Yarmouth - Dennis-Yarmouth Reg High,953,12.5,6.7,915,91.2,student_mobility_2010,2010
06450005,Dennis-Yarmouth - Ezra H Baker,449,20.7,14.0,408,87.3,student_mobility_2010,2010
06450020,Dennis-Yarmouth - Laurence C MacArthur Elem,299,27.8,24.4,259,83.4,student_mobility_2010,2010
06450015,Dennis-Yarmouth - Marguerite E Small Elem,358,9.2,6.7,346,93.9,student_mobility_2010,2010
06450305,Dennis-Yarmouth - Mattacheese Middle Sch,560,11.3,6.6,537,92.6,student_mobility_2010,2010
06450310,Dennis-Yarmouth - N H Wixon Middle,482,7.3,5.2,465,96.1,student_mobility_2010,2010
06450025,Dennis-Yarmouth - Station Avenue Elem,450,10.7,6.9,435,92.4,student_mobility_2010,2010
06500005,Dighton-Rehoboth - Dighton Elementary,512,19.5,17.6,497,82.9,student_mobility_2010,2010
06500305,Dighton-Rehoboth - Dighton Middle School,422,5.5,2.4,413,96.6,student_mobility_2010,2010
06500505,Dighton-Rehoboth - Dighton-Rehoboth Rhs,1057,5.1,2.5,1044,96.1,student_mobility_2010,2010
06500310,Dighton-Rehoboth - Dorothy L Beckwith,620,6.5,5.2,591,98.1,student_mobility_2010,2010
06500010,Dighton-Rehoboth - Palmer River,724,6.2,4.1,708,95.9,student_mobility_2010,2010
04750505,Dorchester Collegiate Academy Charter (District) - Dorchester Collegiate Academy Charter,40,2.5,2.5,40,97.5,student_mobility_2010,2010
00770003,Douglas - Douglas Early Childhood,102,19.6,11.8,95,86.3,student_mobility_2010,2010
00770010,Douglas - Douglas Elementary,416,4.3,2.4,410,97.1,student_mobility_2010,2010
00770505,Douglas - Douglas High School,620,7.7,2.7,608,94.1,student_mobility_2010,2010
00770100,Douglas - Douglas Intermediate School,675,4.3,2.5,664,97.3,student_mobility_2010,2010
00780005,Dover - Chickering,579,1.7,1.4,572,99.5,student_mobility_2010,2010
06550505,Dover-Sherborn - Dover-Sherborn Reg High,613,1.6,0.2,612,98.5,student_mobility_2010,2010
