Org Code,SCHOOL,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Source,Year
04450105,Abby Kelley Foster Charter Public (District) - Abby Kelley Foster Charter Public School,29.7,4.6,25.8,36.0,0.1,0.1,3.8,49.0,51.0,student_raceeth_2010,2010
00010003,Abington - Abington ECC,0.8,1.1,1.7,95.9,0.4,0.0,0.2,52.8,47.2,student_raceeth_2010,2010
00010505,Abington - Abington High,2.2,1.3,2.3,92.1,0.5,0.0,1.6,51.3,48.7,student_raceeth_2010,2010
00010005,Abington - Center,3.4,0.4,4.3,91.5,0.0,0.4,0.0,50.6,49.4,student_raceeth_2010,2010
00010405,Abington - Frolio Middle School,0.5,1.3,4.0,93.7,0.0,0.0,0.5,47.9,52.1,student_raceeth_2010,2010
00010015,Abington - Woodsdale,1.7,1.1,3.2,93.1,0.0,0.0,0.9,51.2,48.8,student_raceeth_2010,2010
04120530,Academy Of the Pacific Rim Charter Public (District) - Academy Of the Pacific Rim Charter Public Sch,58.7,2.9,16.0,20.3,0.0,0.0,2.1,50.6,49.4,student_raceeth_2010,2010
00020020,Acton - Douglas,1.0,19.4,3.0,68.5,0.0,0.0,8.0,55.5,44.5,student_raceeth_2010,2010
00020025,Acton - Gates,7.6,28.0,1.2,59.6,0.0,0.0,3.7,56.9,43.1,student_raceeth_2010,2010
00020030,Acton - Luther Conant,0.6,42.6,2.0,51.8,0.2,0.0,2.8,47.2,52.8,student_raceeth_2010,2010
00020015,Acton - McCarthy-Towne,1.2,9.7,5.0,80.7,0.0,0.0,3.4,47.3,52.7,student_raceeth_2010,2010
00020010,Acton - Merriam,8.0,20.7,2.4,66.2,0.3,0.0,2.4,49.0,51.0,student_raceeth_2010,2010
06000505,Acton-Boxborough - Acton-Boxborough Reg High,0.9,20.7,2.9,73.8,0.1,0.1,1.6,52.5,47.5,student_raceeth_2010,2010
06000405,Acton-Boxborough - Raymond J Grey JH,0.5,22.4,3.6,71.4,0.2,0.0,1.8,47.4,52.6,student_raceeth_2010,2010
00030025,Acushnet - Acushnet Elementary Sch,0.0,0.4,0.0,99.6,0.0,0.0,0.0,50.4,49.6,student_raceeth_2010,2010
00030305,Acushnet - Albert F Ford Middle Sch,1.0,0.2,0.6,98.1,0.0,0.0,0.0,54.1,45.9,student_raceeth_2010,2010
06030004,Adams-Cheshire - Cheshire Elementary,0.7,0.4,0.4,98.1,0.4,0.0,0.0,51.9,48.1,student_raceeth_2010,2010
06030505,Adams-Cheshire - Hoosac Valley High,1.7,0.6,0.7,96.1,0.4,0.1,0.3,51.3,48.7,student_raceeth_2010,2010
06030020,Adams-Cheshire - Plunkett Elementary,4.0,1.3,2.4,91.8,0.5,0.0,0.0,55.2,44.8,student_raceeth_2010,2010
04300305,Advanced Math and Science Academy Charter (District) - Advanced Math and Science Academy Charter Sch,2.0,26.3,4.2,64.9,0.5,0.0,2.0,54.4,45.6,student_raceeth_2010,2010
00050003,Agawam - Agawam ECC,0.0,0.8,3.1,94.5,0.0,0.0,1.6,63.3,36.7,student_raceeth_2010,2010
00050505,Agawam - Agawam High,0.9,0.6,0.8,97.1,0.0,0.0,0.5,49.6,50.4,student_raceeth_2010,2010
00050405,Agawam - Agawam Junior High,1.7,1.7,3.5,91.6,0.4,0.4,0.8,54.4,45.6,student_raceeth_2010,2010
00050303,Agawam - Agawam Middle School,1.0,1.6,4.3,92.1,0.3,0.1,0.6,51.6,48.4,student_raceeth_2010,2010
00050020,Agawam - Benjamin J Phelps,1.1,2.7,1.9,92.8,0.0,0.0,1.6,50.5,49.5,student_raceeth_2010,2010
00050010,Agawam - Clifford M Granger,1.0,2.3,4.9,89.2,0.0,0.0,2.6,49.0,51.0,student_raceeth_2010,2010
00050030,Agawam - James Clark School,0.8,0.5,6.6,90.1,0.0,0.0,1.9,50.5,49.5,student_raceeth_2010,2010
00050025,Agawam - Robinson Park,1.4,1.4,1.4,95.9,0.0,0.0,0.0,48.5,51.5,student_raceeth_2010,2010
00070005,Amesbury - Amesbury Elementary,0.9,0.7,4.6,90.8,0.0,0.0,3.0,55.0,45.0,student_raceeth_2010,2010
00070505,Amesbury - Amesbury High,1.5,1.0,2.5,92.6,0.3,0.3,1.8,52.4,47.6,student_raceeth_2010,2010
00070013,Amesbury - Amesbury Middle,0.4,0.7,4.1,92.4,0.1,0.0,2.4,52.7,47.3,student_raceeth_2010,2010
00070010,Amesbury - Charles C Cashman El,0.4,0.5,4.7,93.3,0.0,0.0,1.1,52.5,47.5,student_raceeth_2010,2010
04150505,Amesbury Academy Charter Public School - Academy of Strategic Learning Charter School,2.0,0.0,8.0,90.0,0.0,0.0,0.0,50.0,50.0,student_raceeth_2010,2010
00080009,Amherst - Crocker Farm Elementary,8.5,8.5,30.5,46.9,0.9,0.9,3.8,52.2,47.8,student_raceeth_2010,2010
00080020,Amherst - Fort River Elementary,8.3,15.7,14.3,52.3,0.0,0.5,9.0,51.6,48.4,student_raceeth_2010,2010
00080030,Amherst - Marks Meadow Elementary School,11.2,15.7,11.2,50.0,0.0,0.0,11.8,46.1,53.9,student_raceeth_2010,2010
00080050,Amherst - Wildwood Elementary,4.6,11.7,11.4,60.9,0.0,0.0,11.4,50.8,49.2,student_raceeth_2010,2010
06050505,Amherst-Pelham - Amherst Regional High,7.9,9.1,11.0,66.8,0.3,0.1,4.9,49.1,50.9,student_raceeth_2010,2010
06050405,Amherst-Pelham - Amherst Regional MS,5.7,8.5,15.6,59.8,0.0,0.0,10.3,51.1,48.9,student_raceeth_2010,2010
00090505,Andover - Andover High,2.0,10.1,3.4,82.6,0.1,0.0,1.9,50.9,49.1,student_raceeth_2010,2010
00090310,Andover - Andover West Middle,0.9,11.2,2.6,81.9,0.6,0.0,2.8,51.2,48.8,student_raceeth_2010,2010
00090003,Andover - Bancroft Elementary,1.1,6.0,5.1,82.9,0.2,0.0,4.7,48.8,51.2,student_raceeth_2010,2010
00090305,Andover - Doherty Middle,1.5,7.3,2.0,87.1,0.0,0.0,2.2,50.8,49.2,student_raceeth_2010,2010
00090010,Andover - Henry C Sanborn Elem,0.3,9.3,3.4,86.8,0.0,0.0,0.3,49.9,50.1,student_raceeth_2010,2010
00090004,Andover - High Plain Elementary,1.0,21.4,5.5,70.4,0.2,0.0,1.5,52.9,47.1,student_raceeth_2010,2010
00090005,Andover - Shawsheen School,3.2,10.6,1.4,83.7,0.0,0.0,1.1,56.7,43.3,student_raceeth_2010,2010
00090020,Andover - South Elementary,0.2,7.8,0.9,89.8,0.0,0.0,1.4,50.3,49.7,student_raceeth_2010,2010
00090025,Andover - West Elementary,1.3,11.1,3.4,81.2,0.0,0.0,3.0,50.7,49.3,student_raceeth_2010,2010
00090350,Andover - Wood Hill Middle School,0.5,18.1,5.5,74.4,0.0,0.0,1.5,51.1,48.9,student_raceeth_2010,2010
00100505,Arlington - Arlington High,5.3,7.6,5.1,79.6,0.3,0.2,2.0,48.9,51.1,student_raceeth_2010,2010
00100010,Arlington - Brackett,0.7,6.8,3.6,85.0,0.0,0.0,3.9,54.9,45.1,student_raceeth_2010,2010
00100025,Arlington - Cyrus E Dallin,2.2,8.5,3.5,80.3,0.0,0.0,5.5,48.1,51.9,student_raceeth_2010,2010
00100030,Arlington - Hardy,3.1,19.7,5.4,68.7,0.0,0.3,2.8,49.0,51.0,student_raceeth_2010,2010
00100005,Arlington - John A Bishop,4.5,8.7,4.2,80.9,0.0,0.0,1.7,49.4,50.6,student_raceeth_2010,2010
00100055,Arlington - M Norcross Stratton,2.1,8.2,3.3,81.8,0.0,0.0,4.5,53.9,46.1,student_raceeth_2010,2010
00100038,Arlington - Menotomy Preschool,8.5,10.2,8.5,71.2,0.0,0.0,1.7,50.8,49.2,student_raceeth_2010,2010
00100410,Arlington - Ottoson Middle,3.8,7.6,5.5,80.9,0.1,0.0,2.1,49.6,50.4,student_raceeth_2010,2010
00100045,Arlington - Peirce,4.6,8.0,9.3,72.6,0.0,0.4,5.1,49.4,50.6,student_raceeth_2010,2010
00100050,Arlington - Thompson,3.5,19.6,8.2,65.2,0.0,0.3,3.2,47.2,52.8,student_raceeth_2010,2010
06100025,Ashburnham-Westminster - Briggs Elem,0.2,0.9,2.2,95.3,0.0,0.0,1.3,49.9,50.1,student_raceeth_2010,2010
06100010,Ashburnham-Westminster - Meetinghouse School,0.5,3.6,3.6,91.8,0.0,0.0,0.5,56.4,43.6,student_raceeth_2010,2010
06100505,Ashburnham-Westminster - Oakmont Regional H S,1.2,1.2,3.5,92.2,0.1,0.1,1.6,52.1,47.9,student_raceeth_2010,2010
06100305,Ashburnham-Westminster - Overlook Middle School,0.9,0.7,5.7,90.3,0.4,0.0,2.1,49.6,50.4,student_raceeth_2010,2010
06100005,Ashburnham-Westminster - Westminster Elem,0.5,1.7,3.2,92.7,0.0,0.0,2.0,51.7,48.3,student_raceeth_2010,2010
00140505,Ashland - Ashland High,2.4,3.6,4.0,89.3,0.0,0.0,0.7,49.7,50.3,student_raceeth_2010,2010
00140405,Ashland - Ashland Middle,4.5,4.4,6.9,82.4,0.0,0.0,1.8,52.9,47.1,student_raceeth_2010,2010
00140015,Ashland - David Mindess,2.3,9.1,5.4,81.7,0.0,0.0,1.5,49.5,50.5,student_raceeth_2010,2010
00140010,Ashland - Henry E Warren Elem,1.3,12.0,8.1,76.0,0.4,0.0,2.2,50.7,49.3,student_raceeth_2010,2010
00140005,Ashland - William Pittaway Elem,2.1,10.5,7.3,77.0,0.0,0.0,3.1,46.1,53.9,student_raceeth_2010,2010
08010605,Assabet Valley Regional Vocational Technical - Assabet Valley Voc HS,1.1,0.3,14.8,81.1,0.4,0.0,2.2,62.0,38.0,student_raceeth_2010,2010
06150505,Athol-Royalston - Athol High,0.9,1.3,4.3,90.8,0.4,0.2,2.2,55.7,44.3,student_raceeth_2010,2010
06150305,Athol-Royalston - Athol-Royalston Middle School,3.3,0.4,1.3,92.2,0.2,0.2,2.2,50.9,49.1,student_raceeth_2010,2010
06150005,Athol-Royalston - Ellen Bigelow,3.2,0.0,0.0,90.3,0.0,0.0,6.5,87.1,12.9,student_raceeth_2010,2010
06150016,Athol-Royalston - Pleasant St,3.7,0.8,4.5,86.5,0.4,0.0,4.1,53.9,46.1,student_raceeth_2010,2010
06150020,Athol-Royalston - Riverbend,5.2,3.9,7.7,80.6,0.0,0.0,2.6,53.5,46.5,student_raceeth_2010,2010
06150050,Athol-Royalston - Royalston Community Sch,0.0,0.0,4.2,91.5,0.0,0.0,4.2,44.8,55.2,student_raceeth_2010,2010
06150025,Athol-Royalston - Sanders Street,0.0,0.0,6.9,90.2,0.6,0.0,2.3,50.9,49.1,student_raceeth_2010,2010
04910550,Atlantis Charter (District) - Atlantis Charter School,4.1,2.9,5.6,84.3,0.3,0.0,2.9,49.7,50.3,student_raceeth_2010,2010
00160001,Attleboro - A. Irvin Studley Elementary School,3.0,3.9,24.1,64.8,0.5,0.0,3.7,49.8,50.2,student_raceeth_2010,2010
00160505,Attleboro - Attleboro High,4.6,6.0,8.6,78.0,0.4,0.5,2.0,50.5,49.5,student_raceeth_2010,2010
00160315,Attleboro - Cyril K. Brennan Middle School,4.1,4.0,11.5,76.1,0.7,0.0,3.6,57.0,43.0,student_raceeth_2010,2010
00160008,Attleboro - Early Learning Center,1.9,3.8,6.4,86.0,0.0,0.0,1.9,66.2,33.8,student_raceeth_2010,2010
00160045,Attleboro - Hill-Roberts Elementary School,2.1,5.1,8.4,79.4,0.0,0.2,4.8,52.8,47.2,student_raceeth_2010,2010
00160040,Attleboro - Hyman Fine Elementary School,2.8,4.9,11.0,75.3,1.2,0.2,4.7,50.6,49.4,student_raceeth_2010,2010
00160050,Attleboro - Peter Thacher Elementary School,3.9,3.9,13.0,72.6,0.4,0.0,6.3,51.4,48.6,student_raceeth_2010,2010
00160305,Attleboro - Robert J. Coelho Middle School,3.0,3.2,5.0,86.4,0.3,0.0,2.0,50.3,49.7,student_raceeth_2010,2010
00160035,Attleboro - Thomas E. Willett School,4.0,3.8,8.5,77.1,0.3,0.0,6.3,55.8,44.2,student_raceeth_2010,2010
00160320,Attleboro - Wamsutta Middle School,5.1,6.3,14.0,70.3,1.2,0.0,3.1,51.5,48.5,student_raceeth_2010,2010
00170305,Auburn - Auburn Middle,0.9,1.6,3.6,92.4,0.2,0.0,1.3,49.8,50.2,student_raceeth_2010,2010
00170505,Auburn - Auburn Senior High,1.7,2.9,3.5,89.9,0.5,0.0,1.4,48.0,52.0,student_raceeth_2010,2010
00170010,Auburn - Bryn Mawr,0.0,1.2,3.2,92.0,0.4,0.0,3.2,49.0,51.0,student_raceeth_2010,2010
00170005,Auburn - Julia Bancroft,1.2,3.5,7.3,83.4,0.8,0.0,3.9,49.0,51.0,student_raceeth_2010,2010
00170025,Auburn - Mary D Stone,0.3,3.4,4.7,89.6,0.0,0.0,2.0,50.8,49.2,student_raceeth_2010,2010
00170015,Auburn - Pakachoag,2.2,2.9,0.7,92.4,0.4,0.0,1.4,51.1,48.9,student_raceeth_2010,2010
00180510,Avon - Avon Middle High School,22.9,4.0,4.3,66.5,0.9,0.3,1.1,49.6,50.4,student_raceeth_2010,2010
00180010,Avon - Ralph D Butler,20.3,4.5,4.5,66.4,0.8,0.0,3.5,52.6,47.4,student_raceeth_2010,2010
00190510,Ayer - Ayer High,6.6,2.5,8.8,71.5,0.8,0.0,9.9,50.7,49.3,student_raceeth_2010,2010
00190305,Ayer - Ayer Middle,5.3,4.9,11.1,73.4,0.4,0.0,4.9,56.6,43.4,student_raceeth_2010,2010
00190025,Ayer - Page-Hilltop,6.1,2.4,7.5,76.7,0.7,0.5,6.1,54.3,45.7,student_raceeth_2010,2010
00200004,Barnstable - Barnstable Early Learning Center,13.0,2.6,3.5,77.4,0.0,0.0,3.5,51.3,48.7,student_raceeth_2010,2010
00200505,Barnstable - Barnstable High,4.9,1.7,5.9,81.6,1.4,0.5,4.0,50.1,49.9,student_raceeth_2010,2010
00200315,Barnstable - Barnstable Intermediate School,5.3,1.4,3.7,83.9,1.4,0.2,4.2,50.8,49.2,student_raceeth_2010,2010
00200010,Barnstable - Centerville Elementary,3.0,0.4,5.5,86.9,1.7,0.4,2.1,47.3,52.7,student_raceeth_2010,2010
00200025,Barnstable - Hyannis West Elementary,13.8,1.0,19.2,56.1,1.3,0.3,8.3,53.8,46.2,student_raceeth_2010,2010
00200005,Barnstable - West Barnstable Elem,1.2,1.6,2.8,91.2,0.8,0.0,2.4,51.4,48.6,student_raceeth_2010,2010
00200045,Barnstable - West Villages Elementary School,0.7,0.9,1.6,93.7,0.0,0.7,2.5,49.2,50.8,student_raceeth_2010,2010
04270010,Barnstable Community Horace Mann Charter Public (District) - Barnstable Community Horace Mann Charter Publ,7.5,1.2,6.3,81.2,1.2,0.3,2.4,49.9,50.1,student_raceeth_2010,2010
04230010,Barnstable Horace Mann Charter (District) - Barnstable Horace Mann Charter School,4.4,1.9,6.1,82.6,0.9,0.3,3.9,52.0,48.0,student_raceeth_2010,2010
00230505,Bedford - Bedford High,5.4,9.2,3.6,79.4,0.8,0.0,1.7,48.9,51.1,student_raceeth_2010,2010
00230305,Bedford - John Glenn Middle,6.8,12.2,3.6,75.4,0.5,0.0,1.4,49.1,50.9,student_raceeth_2010,2010
00230010,Bedford - Lt Elezer Davis,17.7,10.5,5.7,59.9,2.1,0.0,4.2,50.4,49.6,student_raceeth_2010,2010
00230012,Bedford - Lt Job Lane School,6.0,11.3,4.1,73.2,0.2,0.2,5.0,50.2,49.8,student_raceeth_2010,2010
00240505,Belchertown - Belchertown High,1.2,2.6,2.4,91.7,0.1,0.5,1.4,50.4,49.6,student_raceeth_2010,2010
00240006,Belchertown - Chestnut Hill Community School,1.9,2.0,2.5,91.0,0.2,0.2,2.2,50.8,49.2,student_raceeth_2010,2010
00240005,Belchertown - Cold Spring,1.0,2.9,3.4,89.3,0.0,0.5,2.9,51.9,48.1,student_raceeth_2010,2010
00240025,Belchertown - Jabish Middle School,2.2,2.4,4.0,88.7,0.2,0.0,2.4,51.8,48.2,student_raceeth_2010,2010
00240018,Belchertown - Swift River Elem,1.0,1.0,3.6,92.9,0.2,0.0,1.3,57.1,42.9,student_raceeth_2010,2010
00250003,Bellingham - Bellingham ECC,3.8,4.8,0.0,91.3,0.0,0.0,0.0,49.0,51.0,student_raceeth_2010,2010
00250505,Bellingham - Bellingham High School,1.7,2.7,3.1,90.9,0.5,0.0,1.1,51.2,48.8,student_raceeth_2010,2010
00250315,Bellingham - Bellingham Memorial Middle School,1.7,3.0,3.7,89.6,0.4,0.0,1.6,50.2,49.8,student_raceeth_2010,2010
00250009,Bellingham - Clara Macy Elementary,1.5,3.3,2.9,90.4,0.4,0.0,1.5,51.1,48.9,student_raceeth_2010,2010
00250510,Bellingham - Primavera Jr/Sr H S,10.0,0.0,10.0,76.7,3.3,0.0,0.0,80.0,20.0,student_raceeth_2010,2010
00250020,Bellingham - South Elem,1.4,5.1,2.6,88.1,0.2,0.0,2.6,53.4,46.6,student_raceeth_2010,2010
00250025,Bellingham - Stall Brook,2.0,4.5,1.2,90.2,0.4,0.0,1.6,53.3,46.7,student_raceeth_2010,2010
00260505,Belmont - Belmont High,4.1,13.9,4.3,74.7,0.0,0.0,3.0,50.3,49.7,student_raceeth_2010,2010
00260015,Belmont - Daniel Butler,6.5,20.1,7.1,60.2,0.0,0.0,6.2,50.4,49.6,student_raceeth_2010,2010
00260010,Belmont - Mary Lee Burbank,3.5,12.6,3.2,76.9,0.0,0.0,3.8,49.7,50.3,student_raceeth_2010,2010
00260035,Belmont - Roger E Wellington,4.6,10.9,3.3,76.7,0.0,0.7,3.9,47.1,52.9,student_raceeth_2010,2010
00260005,Belmont - Winn Brook,2.4,12.6,2.6,79.8,0.0,0.0,2.4,50.3,49.7,student_raceeth_2010,2010
00260305,Belmont - Winthrop L Chenery Middle,3.2,13.3,3.9,72.5,0.1,0.0,7.1,46.2,53.8,student_raceeth_2010,2010
04200205,Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,79.4,1.8,14.7,0.6,0.3,0.0,3.1,43.6,56.4,student_raceeth_2010,2010
04470205,Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public Sc,0.2,13.9,0.9,81.9,0.2,0.0,2.8,48.6,51.4,student_raceeth_2010,2010
00270010,Berkley - Berkley Community School,1.0,0.2,0.8,96.5,0.0,0.0,1.6,50.1,49.9,student_raceeth_2010,2010
00270305,Berkley - Berkley Middle School,1.2,0.5,2.2,94.1,0.0,0.0,2.0,52.5,47.5,student_raceeth_2010,2010
04140305,Berkshire Arts and Technology Charter Public (District) - Berkshire Arts and Technology Charter Public,4.6,0.0,2.8,91.2,0.5,0.0,0.9,45.8,54.2,student_raceeth_2010,2010
06180505,Berkshire Hills - Monument Mt Reg High,1.7,0.5,3.8,91.0,0.0,0.0,3.0,51.4,48.6,student_raceeth_2010,2010
06180310,Berkshire Hills - Monument Valley Regional Middle School,1.9,0.8,4.3,90.2,0.0,0.3,2.4,54.7,45.3,student_raceeth_2010,2010
06180035,Berkshire Hills - Muddy Brook Regional Elementary School,0.7,1.2,9.3,87.0,0.0,0.7,1.0,49.4,50.6,student_raceeth_2010,2010
00280005,Berlin - Berlin Memorial,0.0,0.5,0.9,96.7,0.0,0.0,1.9,57.1,42.9,student_raceeth_2010,2010
06200505,Berlin-Boylston - Tahanto Reg High,0.7,2.5,1.6,93.7,0.2,0.0,1.4,41.9,58.1,student_raceeth_2010,2010
00300055,Beverly - Ayers/Ryal Side Sch,2.5,4.9,7.2,82.6,0.0,0.0,2.9,57.3,42.7,student_raceeth_2010,2010
00300505,Beverly - Beverly High,3.4,1.6,6.6,87.0,0.0,0.1,1.4,46.5,53.5,student_raceeth_2010,2010
00300305,Beverly - Briscoe Middle,2.2,1.6,6.8,88.1,0.1,0.1,1.1,48.9,51.1,student_raceeth_2010,2010
00300010,Beverly - Centerville Elementary,3.4,1.3,8.8,83.9,0.0,0.0,2.6,49.2,50.8,student_raceeth_2010,2010
00300015,Beverly - Cove Elementary,1.8,2.5,6.0,87.1,0.0,0.2,2.5,53.0,47.0,student_raceeth_2010,2010
00300033,Beverly - Hannah Elementary,2.1,1.1,6.1,88.5,0.0,0.0,2.1,52.5,47.5,student_raceeth_2010,2010
00300040,Beverly - North Beverly Elementary,1.8,1.3,8.5,84.8,0.0,0.3,3.4,51.4,48.6,student_raceeth_2010,2010
00310505,Billerica - Billerica Memorial High School,1.1,2.1,2.4,92.7,0.1,0.1,1.6,50.6,49.4,student_raceeth_2010,2010
00310030,Billerica - Eugene C Vining,0.4,1.8,2.2,91.5,0.4,1.1,2.6,51.8,48.2,student_raceeth_2010,2010
00310007,Billerica - Frederick J Dutile,1.7,2.4,1.7,91.8,0.0,0.0,2.4,50.5,49.5,student_raceeth_2010,2010
00310026,Billerica - Hajjar Elementary,1.5,4.1,2.2,90.0,0.2,0.2,1.9,52.6,47.4,student_raceeth_2010,2010
00310012,Billerica - John F Kennedy,0.9,1.3,2.4,95.0,0.0,0.0,0.4,53.6,46.4,student_raceeth_2010,2010
00310310,Billerica - Locke Middle,1.0,2.7,1.3,94.1,0.0,0.1,0.7,52.8,47.2,student_raceeth_2010,2010
00310305,Billerica - Marshall Middle School,1.7,3.0,1.2,92.7,0.1,0.1,1.1,49.7,50.3,student_raceeth_2010,2010
00310015,Billerica - Parker,3.1,7.7,3.1,84.1,0.0,0.0,2.0,53.7,46.3,student_raceeth_2010,2010
00310005,Billerica - Thomas Ditson,1.1,6.9,2.7,87.4,0.0,0.0,2.0,52.8,47.2,student_raceeth_2010,2010
08050605,Blackstone Valley Regional Vocational Technical - Blackstone Valley,0.5,0.5,3.0,93.3,0.1,0.0,2.6,56.2,43.8,student_raceeth_2010,2010
06220015,Blackstone-Millville - A F Maloney,0.4,0.9,2.2,94.8,0.0,0.0,1.7,43.9,56.1,student_raceeth_2010,2010
06220505,Blackstone-Millville - Blackstone Millville RHS,1.5,1.3,2.2,94.9,0.0,0.0,0.2,46.9,53.1,student_raceeth_2010,2010
06220405,Blackstone-Millville - Frederick W. Hartnett Middle School,1.8,1.4,3.2,89.2,0.4,0.0,4.0,56.6,43.4,student_raceeth_2010,2010
06220008,Blackstone-Millville - John F Kennedy Elem,1.8,0.9,4.9,90.4,0.0,0.0,2.0,50.9,49.1,student_raceeth_2010,2010
06220010,Blackstone-Millville - Millville Elem,0.0,0.0,1.2,95.6,0.9,0.0,2.3,52.6,47.4,student_raceeth_2010,2010
08060605,Blue Hills Regional Vocational Technical - Blue Hills Reg Voc Tech,17.5,1.1,6.4,70.7,0.0,0.0,4.4,58.3,41.7,student_raceeth_2010,2010
00350007,Boston - Agassiz,17.1,0.6,78.3,2.6,0.2,0.0,1.2,51.2,48.8,student_raceeth_2010,2010
00350541,Boston - Another Course To College,44.9,3.9,40.6,10.6,0.0,0.0,0.0,42.0,58.0,student_raceeth_2010,2010
00350003,Boston - Baldwin ELC,22.1,15.0,40.0,22.9,0.0,0.0,0.0,53.6,46.4,student_raceeth_2010,2010
00350021,Boston - Beethoven,22.5,6.3,35.4,31.6,0.4,0.4,3.5,55.4,44.6,student_raceeth_2010,2010
00350390,Boston - Blackstone,13.9,0.5,82.4,2.1,0.0,0.0,1.1,52.0,48.0,student_raceeth_2010,2010
00350548,Boston - Boston Adult Academy,56.4,13.2,29.5,0.9,0.0,0.0,0.0,57.7,42.3,student_raceeth_2010,2010
00350546,Boston - Boston Arts Academy,41.2,3.7,36.0,14.2,0.9,0.5,3.5,41.6,58.4,student_raceeth_2010,2010
00350558,Boston - Boston Community Leadership Academy,46.2,3.9,39.9,8.1,0.0,0.5,1.4,42.9,57.1,student_raceeth_2010,2010
00350507,Boston - Boston International High School,21.3,2.5,70.8,4.5,0.0,0.0,1.0,52.0,48.0,student_raceeth_2010,2010
00350560,Boston - Boston Latin,12.1,27.8,8.6,49.0,0.1,0.0,2.4,43.3,56.7,student_raceeth_2010,2010
00350545,Boston - Boston Latin Academy,27.4,21.9,17.6,30.4,0.7,0.1,1.9,43.7,56.3,student_raceeth_2010,2010
00350413,Boston - Boston Middle School Academy,83.3,0.0,8.3,8.3,0.0,0.0,0.0,100.0,0.0,student_raceeth_2010,2010
00350012,Boston - Boston Teachers Union School,37.3,2.1,42.3,17.6,0.0,0.0,0.7,50.7,49.3,student_raceeth_2010,2010
00350505,Boston - Brighton High,38.0,3.3,52.7,5.0,0.5,0.1,0.4,53.8,46.2,student_raceeth_2010,2010
00350576,Boston - Brook Farm Business and Service Career Academ,35.4,2.0,51.2,10.2,0.3,0.0,0.9,53.2,46.8,student_raceeth_2010,2010
00350036,Boston - Carter Developmental Center,50.0,8.3,33.3,8.3,0.0,0.0,0.0,62.5,37.5,student_raceeth_2010,2010
00350054,Boston - Charles H Taylor,79.6,1.5,15.8,0.6,1.1,0.0,1.5,54.6,45.4,student_raceeth_2010,2010
00350052,Boston - Charles Sumner,19.5,1.0,71.6,6.4,0.0,0.2,1.4,55.5,44.5,student_raceeth_2010,2010
00350515,Boston - Charlestown High,39.3,22.4,30.4,6.8,0.2,0.0,0.9,51.4,48.6,student_raceeth_2010,2010
00350430,Boston - Clarence R Edwards Middle,24.2,14.9,46.6,12.5,0.4,0.0,1.4,54.2,45.8,student_raceeth_2010,2010
00350518,Boston - Community Academy,79.2,3.8,15.1,1.9,0.0,0.0,0.0,67.9,32.1,student_raceeth_2010,2010
00350581,Boston - Community Academy of Science and Health,74.6,0.8,22.8,1.1,0.3,0.0,0.5,48.4,51.6,student_raceeth_2010,2010
00350020,Boston - Curley K-8 School,18.6,3.0,58.8,18.0,0.0,0.0,1.6,52.3,47.7,student_raceeth_2010,2010
00350062,Boston - Curtis Guild,2.0,0.7,86.2,10.8,0.3,0.0,0.0,54.5,45.5,student_raceeth_2010,2010
00350066,Boston - Dante Alighieri,8.5,3.8,71.5,13.1,0.0,0.0,3.1,48.5,51.5,student_raceeth_2010,2010
00350072,Boston - David A Ellis,38.4,0.6,59.0,1.3,0.3,0.0,0.3,52.4,47.6,student_raceeth_2010,2010
00350074,Boston - Dearborn,66.9,0.0,26.8,2.8,0.0,0.7,2.8,50.9,49.1,student_raceeth_2010,2010
00350077,Boston - Dennis C Haley,34.8,1.4,37.3,22.5,0.7,0.0,3.3,50.7,49.3,student_raceeth_2010,2010
00350080,Boston - Donald Mckay,1.8,0.8,89.2,7.5,0.0,0.0,0.7,52.0,48.0,student_raceeth_2010,2010
00350651,Boston - Dorchester Academy,65.0,3.2,27.6,2.6,0.9,0.0,0.7,48.7,51.3,student_raceeth_2010,2010
00350008,Boston - Dr. Catherine Ellison-Rosa Parks Early Ed Sch,54.3,6.4,36.2,1.1,0.0,0.0,2.1,51.1,48.9,student_raceeth_2010,2010
00350009,Boston - East Boston ECC,2.4,2.4,79.0,13.8,1.2,0.0,1.2,52.7,47.3,student_raceeth_2010,2010
00350530,Boston - East Boston High,15.7,2.0,65.1,16.0,0.3,0.0,0.9,54.4,45.6,student_raceeth_2010,2010
00350375,Boston - Edison K-8,30.1,12.5,42.9,10.9,1.3,0.1,2.1,54.8,45.2,student_raceeth_2010,2010
00350088,Boston - Edward Everett,39.2,21.2,22.7,12.3,0.0,0.4,4.2,53.8,46.2,student_raceeth_2010,2010
00350543,Boston - Egleston Comm High School,40.9,1.1,52.7,4.3,0.0,0.0,1.1,38.7,61.3,student_raceeth_2010,2010
00350005,Boston - ELC - East Zone,51.6,0.8,41.1,3.2,0.0,0.0,3.2,50.0,50.0,student_raceeth_2010,2010
00350006,Boston - ELC - West Zone,34.0,5.3,38.3,18.1,1.1,0.0,3.2,51.1,48.9,student_raceeth_2010,2010
