Org Code,SCHOOL,African American,Asian,Hispanic,White,Native American,"Native Hawaiian, Pacific Islander","Multi-Race, Non-Hispanic",Males,Females,Source,Year
01410505,Hudson - Hudson High,1.4,1.6,3.8,92.4,0.1,0.0,0.7,49.3,50.7,student_raceeth_2011,2011
01410410,Hudson - John F Kennedy,0.7,2.5,5.3,89.6,0.0,0.0,1.9,52.1,47.9,student_raceeth_2011,2011
01410007,Hudson - Mulready Elementary,0.4,1.8,5.0,90.4,0.7,0.0,1.8,56.9,43.1,student_raceeth_2011,2011
01420505,Hull - Hull High,1.4,0.3,2.8,95.5,0.0,0.0,0.0,55.0,45.0,student_raceeth_2011,2011
01420015,Hull - Lillian M Jacobs,0.6,0.7,0.7,96.5,0.0,0.4,1.1,50.9,49.1,student_raceeth_2011,2011
01420305,Hull - Memorial Middle,1.9,0.8,1.9,94.3,0.0,0.8,0.4,54.5,45.5,student_raceeth_2011,2011
04350305,Innovation Academy Charter (District) - Innovation Academy Charter School,2.7,5.4,4.1,84.7,0.3,0.0,2.7,53.2,46.8,student_raceeth_2011,2011
01440505,Ipswich - Ipswich High,0.0,2.9,2.4,92.2,0.2,0.2,2.1,47.0,53.0,student_raceeth_2011,2011
01440305,Ipswich - Ipswich Middle School,1.0,1.7,2.3,92.3,0.2,0.2,2.3,49.1,50.9,student_raceeth_2011,2011
01440007,Ipswich - Paul F Doyon Memorial,0.6,1.6,2.8,92.3,0.4,0.0,2.2,49.4,50.6,student_raceeth_2011,2011
01440015,Ipswich - Winthrop,0.7,2.9,4.3,87.4,0.7,0.2,3.8,53.3,46.7,student_raceeth_2011,2011
06900510,King Philip - King Philip Middle School,0.7,1.1,1.1,95.3,0.6,0.0,1.3,53.6,46.4,student_raceeth_2011,2011
06900505,King Philip - King Philip Reg High,1.0,1.2,0.8,96.3,0.1,0.1,0.6,49.7,50.3,student_raceeth_2011,2011
01450005,Kingston - Kingston Elementary,1.6,0.2,0.2,98.0,0.0,0.0,0.0,52.4,47.6,student_raceeth_2011,2011
01450020,Kingston - Kingston Intermediate,1.7,1.9,0.3,95.8,0.0,0.3,0.0,50.4,49.6,student_raceeth_2011,2011
04290010,KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,25.1,4.1,55.1,13.2,0.0,0.0,2.4,48.4,51.6,student_raceeth_2011,2011
01460005,Lakeville - Assawompset,0.4,0.7,0.7,97.2,0.1,0.0,0.7,53.1,46.9,student_raceeth_2011,2011
01480005,Lanesborough - Lanesborough Elementary,1.6,1.6,1.2,94.1,0.4,0.0,1.2,45.5,54.5,student_raceeth_2011,2011
01490015,Lawrence - Alexander B Bruce,1.5,2.0,93.3,3.1,0.0,0.0,0.0,57.1,42.9,student_raceeth_2011,2011
01490008,Lawrence - Arlington Elementary School,1.5,0.0,95.4,2.9,0.0,0.0,0.2,51.3,48.7,student_raceeth_2011,2011
01490017,Lawrence - Arlington Middle School,0.8,0.0,97.1,2.0,0.0,0.0,0.0,52.7,47.3,student_raceeth_2011,2011
01490530,Lawrence - Business Management & Finance High School,2.5,1.7,92.8,3.0,0.0,0.0,0.0,59.3,40.7,student_raceeth_2011,2011
01490053,Lawrence - Edward F. Parthum,2.0,0.5,86.0,10.6,0.0,0.0,0.9,52.2,47.8,student_raceeth_2011,2011
01490080,Lawrence - Emily G Wetherbee,1.4,5.3,86.0,7.2,0.0,0.0,0.2,50.7,49.3,student_raceeth_2011,2011
01490040,Lawrence - Francis M Leahy,1.0,0.2,95.1,3.4,0.0,0.0,0.2,54.0,46.0,student_raceeth_2011,2011
01490525,Lawrence - Frost Middle School,1.5,3.7,77.7,17.1,0.0,0.0,0.0,51.9,48.1,student_raceeth_2011,2011
01490022,Lawrence - Gerard A. Guilmette,2.1,2.6,91.7,3.6,0.0,0.0,0.0,47.2,52.8,student_raceeth_2011,2011
01490025,Lawrence - Guilmette Middle School,2.0,2.2,91.3,4.4,0.0,0.0,0.0,52.8,47.2,student_raceeth_2011,2011
01490531,Lawrence - Health & Human Services High School,2.6,0.8,92.1,4.3,0.0,0.0,0.2,41.5,58.5,student_raceeth_2011,2011
01490050,Lawrence - Henry K Oliver,1.4,0.2,95.1,3.4,0.0,0.0,0.0,55.6,44.4,student_raceeth_2011,2011
01490536,Lawrence - High School Learning Center,0.4,0.7,97.4,1.1,0.0,0.0,0.4,55.9,44.1,student_raceeth_2011,2011
01490532,Lawrence - Humanities & Leadership Development High School,1.8,3.5,90.2,4.4,0.0,0.0,0.0,52.0,48.0,student_raceeth_2011,2011
01490534,Lawrence - International High School,0.4,1.0,96.6,1.9,0.0,0.0,0.0,52.6,47.4,student_raceeth_2011,2011
01490020,Lawrence - James F Hennessey,0.5,0.8,93.8,4.9,0.0,0.0,0.0,57.0,43.0,student_raceeth_2011,2011
01490045,Lawrence - James F Leonard,0.3,0.3,98.0,1.3,0.0,0.0,0.0,52.6,47.4,student_raceeth_2011,2011
01490003,Lawrence - John Breen School,2.0,4.8,79.3,12.8,0.0,0.0,1.1,54.3,45.7,student_raceeth_2011,2011
01490075,Lawrence - John K Tarbox,2.1,0.0,94.7,2.8,0.0,0.4,0.0,53.9,46.1,student_raceeth_2011,2011
01490002,Lawrence - Lawlor ECC,0.6,0.0,98.3,1.1,0.0,0.0,0.0,55.2,44.8,student_raceeth_2011,2011
01490533,"Lawrence - Math, Science & Technology High School",2.2,7.4,84.1,6.4,0.0,0.0,0.0,68.3,31.7,student_raceeth_2011,2011
01490027,Lawrence - Parthum Middle School,1.8,0.5,87.6,9.8,0.0,0.0,0.2,50.0,50.0,student_raceeth_2011,2011
01490535,Lawrence - Performing & Fine Arts High School,2.4,1.1,89.3,7.1,0.0,0.0,0.0,40.7,59.3,student_raceeth_2011,2011
01490018,Lawrence - Robert Frost,2.0,4.2,79.9,13.3,0.0,0.0,0.6,53.0,47.0,student_raceeth_2011,2011
01490001,Lawrence - Rollins Early Childhood Center,2.7,0.0,86.0,11.3,0.0,0.0,0.0,53.3,46.7,student_raceeth_2011,2011
01490537,Lawrence - School for Exceptional Studies,2.0,0.0,79.8,18.2,0.0,0.0,0.0,86.9,13.1,student_raceeth_2011,2011
01490004,Lawrence - South Lawrence East Elementary School,2.0,4.0,88.9,4.6,0.0,0.0,0.4,49.7,50.3,student_raceeth_2011,2011
01490016,Lawrence - South Lawrence East Middle School,2.2,5.7,87.0,5.1,0.0,0.0,0.0,49.6,50.4,student_raceeth_2011,2011
04540205,Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,1.0,0.0,98.6,0.3,0.0,0.0,0.0,44.1,55.9,student_raceeth_2011,2011
01500025,Lee - Lee Elementary,1.4,2.8,6.2,86.2,0.3,0.0,3.1,46.8,53.2,student_raceeth_2011,2011
01500505,Lee - Lee Middle/High School,0.9,1.7,7.9,89.1,0.0,0.0,0.4,51.5,48.5,student_raceeth_2011,2011
01510505,Leicester - Leicester High,1.9,3.0,4.0,89.6,0.6,0.0,0.9,46.2,53.8,student_raceeth_2011,2011
01510005,Leicester - Leicester Memorial Elem,3.2,1.2,2.9,90.5,0.2,0.0,2.0,52.0,48.0,student_raceeth_2011,2011
01510015,Leicester - Leicester Middle,2.8,1.9,5.6,88.4,0.0,0.0,1.4,52.5,47.5,student_raceeth_2011,2011
01510010,Leicester - Leicester Primary School,3.1,1.2,3.9,90.8,0.4,0.0,0.6,52.2,47.8,student_raceeth_2011,2011
01520505,Lenox - Lenox Memorial High,1.1,3.2,1.9,91.4,0.6,0.9,0.9,51.2,48.8,student_raceeth_2011,2011
01520015,Lenox - Morris,0.0,3.6,3.6,90.7,0.6,0.0,1.5,48.2,51.8,student_raceeth_2011,2011
01530003,Leominster - Bennett,7.5,3.1,17.0,71.1,0.0,0.0,1.3,50.3,49.7,student_raceeth_2011,2011
01530007,Leominster - Fall Brook,4.8,1.9,26.5,63.6,0.2,0.0,3.0,53.8,46.2,student_raceeth_2011,2011
01530025,Leominster - Johnny Appleseed,8.6,2.7,20.0,65.8,0.3,0.3,2.3,51.1,48.9,student_raceeth_2011,2011
01530605,Leominster - Leominster Ctr Tech Educ,4.4,2.4,23.4,67.2,0.5,0.0,2.1,62.0,38.0,student_raceeth_2011,2011
01530505,Leominster - Leominster Senior High,6.7,4.3,20.9,66.2,0.2,0.1,1.7,43.0,57.0,student_raceeth_2011,2011
01530005,Leominster - Lincoln School,9.7,0.0,25.8,59.7,0.0,0.0,4.8,62.9,37.1,student_raceeth_2011,2011
01530030,Leominster - Northwest,5.6,2.4,26.5,63.0,0.0,0.0,2.4,50.3,49.7,student_raceeth_2011,2011
01530040,Leominster - Priest Street,9.6,4.0,29.6,51.2,0.0,0.0,5.6,52.8,47.2,student_raceeth_2011,2011
01530045,Leominster - Samoset School,6.3,2.0,27.5,62.8,0.4,0.0,1.0,52.7,47.3,student_raceeth_2011,2011
01530320,Leominster - Sky View Middle School,6.5,3.7,23.3,63.0,0.4,0.1,2.9,53.1,46.9,student_raceeth_2011,2011
01530010,Leominster - Southeast School,5.1,6.9,29.4,54.5,0.2,0.0,3.9,55.5,44.5,student_raceeth_2011,2011
01540005,Leverett - Leverett Elementary,0.0,1.9,5.7,83.6,0.0,0.0,8.8,51.6,48.4,student_raceeth_2011,2011
01550008,Lexington - Bowman,5.1,32.2,4.3,55.4,0.2,0.0,2.8,50.8,49.2,student_raceeth_2011,2011
01550006,Lexington - Bridge,4.4,29.2,4.4,56.9,0.0,0.0,5.0,56.2,43.8,student_raceeth_2011,2011
01550015,Lexington - Fiske,3.4,19.9,2.8,67.8,0.0,0.0,6.1,51.3,48.7,student_raceeth_2011,2011
01550030,Lexington - Harrington,3.5,29.6,3.9,58.5,0.0,0.0,4.5,52.9,47.1,student_raceeth_2011,2011
01550305,Lexington - Jonas Clarke Middle,4.7,26.6,3.4,61.5,0.3,0.1,3.4,53.3,46.7,student_raceeth_2011,2011
01550010,Lexington - Joseph Estabrook,3.6,34.4,1.6,53.1,0.0,0.0,7.3,48.2,51.8,student_raceeth_2011,2011
01550505,Lexington - Lexington High,4.5,26.0,3.5,62.6,0.1,0.0,3.2,48.5,51.5,student_raceeth_2011,2011
01550035,Lexington - Maria Hastings,3.2,28.4,2.5,60.9,0.0,0.0,5.0,51.7,48.3,student_raceeth_2011,2011
01550310,Lexington - Wm Diamond Middle,4.9,27.9,4.2,60.5,0.0,0.0,2.6,47.0,53.0,student_raceeth_2011,2011
01570305,Lincoln - Hanscom Middle,12.5,2.2,12.0,65.8,1.6,0.0,6.0,48.9,51.1,student_raceeth_2011,2011
01570006,Lincoln - Hanscom Primary,13.8,2.2,14.5,63.2,0.0,0.4,5.9,56.1,43.9,student_raceeth_2011,2011
01570025,Lincoln - Lincoln School,10.4,9.5,6.3,67.1,0.6,0.0,6.1,46.6,53.4,student_raceeth_2011,2011
06950505,Lincoln-Sudbury - Lincoln-Sudbury Reg High,5.4,3.8,2.6,85.6,0.0,0.0,2.6,50.6,49.4,student_raceeth_2011,2011
01580505,Littleton - Littleton High School,2.2,2.9,0.7,93.2,0.0,0.2,0.7,45.6,54.4,student_raceeth_2011,2011
01580305,Littleton - Littleton Middle School,1.9,1.6,0.8,93.9,0.5,0.3,1.1,48.1,51.9,student_raceeth_2011,2011
01580015,Littleton - Russell St Elementary,4.0,0.5,0.0,95.0,0.0,0.0,0.5,49.9,50.1,student_raceeth_2011,2011
01580005,Littleton - Shaker Lane Elementary,1.5,4.8,0.3,91.9,0.0,0.0,1.5,48.1,51.9,student_raceeth_2011,2011
01590005,Longmeadow - Blueberry Hill,1.2,9.5,2.8,84.7,0.0,0.0,1.8,53.1,46.9,student_raceeth_2011,2011
01590010,Longmeadow - Center,2.1,4.6,2.3,89.9,0.0,0.0,1.1,54.7,45.3,student_raceeth_2011,2011
01590017,Longmeadow - Glenbrook Middle,3.7,4.2,2.5,87.5,0.0,0.0,2.0,51.8,48.2,student_raceeth_2011,2011
01590505,Longmeadow - Longmeadow High,3.0,6.8,1.5,88.0,0.0,0.0,0.7,52.9,47.1,student_raceeth_2011,2011
01590305,Longmeadow - Williams Middle,2.1,4.2,2.9,90.2,0.0,0.0,0.5,52.8,47.2,student_raceeth_2011,2011
01590025,Longmeadow - Wolf Swamp Road,3.3,5.8,3.1,86.4,0.0,0.0,1.4,50.7,49.3,student_raceeth_2011,2011
01600020,Lowell - Abraham Lincoln,5.3,43.0,28.9,17.3,1.5,0.0,4.0,50.8,49.2,student_raceeth_2011,2011
01600310,Lowell - B.F.Butler Middle Sch,4.7,26.4,25.2,42.4,0.0,0.0,1.4,52.1,47.9,student_raceeth_2011,2011
01600090,Lowell - Bartlett Community Partnership,6.1,33.5,31.9,24.7,0.2,0.0,3.7,50.9,49.1,student_raceeth_2011,2011
01600030,Lowell - Charles W Morey,3.3,55.1,19.4,18.6,0.6,0.0,3.1,50.3,49.7,student_raceeth_2011,2011
01600080,Lowell - Charlotte M Murkland Elem,3.2,53.6,27.8,11.2,1.6,0.0,2.6,53.8,46.2,student_raceeth_2011,2011
01600345,Lowell - Dr An Wang School,6.8,22.5,29.4,40.4,0.2,0.0,0.8,51.0,49.0,student_raceeth_2011,2011
01600002,Lowell - Dr Gertrude Bailey,5.0,35.0,16.6,39.5,0.8,0.0,3.1,54.9,45.1,student_raceeth_2011,2011
01600015,Lowell - Greenhalge,15.1,22.8,29.0,30.5,0.0,0.0,2.6,55.7,44.3,student_raceeth_2011,2011
01600330,Lowell - Henry J Robinson Middle,14.0,21.6,32.6,30.5,0.0,0.0,1.4,51.9,48.1,student_raceeth_2011,2011
01600315,Lowell - James S Daley Middle Sch,4.1,41.8,15.9,37.2,0.0,0.0,1.0,53.2,46.8,student_raceeth_2011,2011
01600340,Lowell - James Sullivan Middle Sch,3.8,12.8,35.8,47.0,0.0,0.0,0.6,51.4,48.6,student_raceeth_2011,2011
01600050,Lowell - John J Shaughnessy,3.6,25.7,26.4,40.2,0.2,0.2,3.6,53.4,46.6,student_raceeth_2011,2011
01600010,Lowell - Joseph McAvinnue,4.4,19.5,47.8,24.9,0.0,0.0,3.4,49.3,50.7,student_raceeth_2011,2011
01600360,Lowell - Kathryn P. Stoklosa Middle School,3.9,55.0,23.0,17.6,0.0,0.0,0.6,53.5,46.5,student_raceeth_2011,2011
01600505,Lowell - Lowell High,8.5,30.1,23.7,36.7,0.2,0.0,0.8,52.0,48.0,student_raceeth_2011,2011
01600027,Lowell - Moody Elem,7.0,18.1,17.2,52.9,1.3,0.0,3.5,55.1,44.9,student_raceeth_2011,2011
01600036,Lowell - Pawtucketville Memorial,7.3,21.7,21.9,45.4,0.0,0.0,3.7,55.4,44.6,student_raceeth_2011,2011
01600040,Lowell - Peter W Reilly,3.7,5.2,38.1,50.3,0.2,0.0,2.4,55.4,44.6,student_raceeth_2011,2011
01600018,Lowell - Pyne Arts,5.3,11.1,20.5,59.6,0.2,0.0,3.3,48.7,51.3,student_raceeth_2011,2011
01600075,Lowell - S Christa McAuliffe Elementary,7.2,10.8,35.7,43.3,0.0,0.0,3.0,50.1,49.9,student_raceeth_2011,2011
01600055,Lowell - Washington,5.6,38.5,16.7,29.9,0.0,0.0,9.4,44.9,55.1,student_raceeth_2011,2011
04560050,Lowell Community Charter Public (District) - Lowell Community Charter Public School,22.9,25.2,40.7,7.3,0.0,0.0,3.9,47.3,52.7,student_raceeth_2011,2011
04580505,Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,7.4,7.4,21.3,59.3,0.0,0.0,4.6,52.8,47.2,student_raceeth_2011,2011
01610020,Ludlow - Chapin Street Elementary School,2.8,0.9,6.9,85.8,0.0,0.5,3.1,49.5,50.5,student_raceeth_2011,2011
01610010,Ludlow - East Street Elementary School,2.0,0.7,4.1,90.2,0.0,0.2,2.8,51.2,48.8,student_raceeth_2011,2011
01610505,Ludlow - Ludlow Senior High,1.6,0.9,5.3,91.9,0.0,0.2,0.2,50.5,49.5,student_raceeth_2011,2011
01610305,Ludlow - Paul R Baird Middle,2.8,0.1,5.9,90.6,0.1,0.0,0.4,48.8,51.2,student_raceeth_2011,2011
01610023,Ludlow - Veterans Park Elem,1.0,0.7,7.2,89.9,0.0,0.5,0.7,50.4,49.6,student_raceeth_2011,2011
01620505,Lunenburg - Lunenburg High,1.1,1.9,1.3,93.7,0.6,0.2,1.3,47.8,52.2,student_raceeth_2011,2011
01620010,Lunenburg - Lunenburg Primary School,1.1,1.1,5.1,90.9,0.3,0.3,1.3,56.8,43.2,student_raceeth_2011,2011
01620015,Lunenburg - Thomas C Passios Elem,0.6,0.6,1.4,94.2,0.8,0.8,1.7,51.4,48.6,student_raceeth_2011,2011
01620020,Lunenburg - Turkey Hill Middle,2.4,2.1,1.8,92.4,0.3,0.0,1.0,49.6,50.4,student_raceeth_2011,2011
01630016,Lynn - A Drewicz Elem,8.1,20.6,54.8,13.5,0.2,0.0,2.8,52.2,47.8,student_raceeth_2011,2011
01630011,Lynn - Aborn,7.1,5.5,32.8,47.5,0.0,0.0,7.1,52.1,47.9,student_raceeth_2011,2011
01630405,Lynn - Breed Middle School,12.1,11.5,50.2,23.0,0.3,0.1,2.9,53.2,46.8,student_raceeth_2011,2011
01630020,Lynn - Brickett Elementary,11.9,10.7,45.6,23.3,1.3,0.0,7.2,50.9,49.1,student_raceeth_2011,2011
01630090,Lynn - Capt William G Shoemaker,13.0,5.7,17.6,59.8,0.0,0.0,4.0,58.1,41.9,student_raceeth_2011,2011
01630505,Lynn - Classical High,14.6,13.3,40.1,29.6,0.3,0.0,2.2,48.6,51.4,student_raceeth_2011,2011
01630035,Lynn - Cobbet Elementary,14.1,11.0,66.2,6.0,1.1,0.0,1.6,51.2,48.8,student_raceeth_2011,2011
01630045,Lynn - E J Harrington,14.6,5.0,63.8,12.4,0.2,0.0,4.1,54.0,46.0,student_raceeth_2011,2011
01630095,Lynn - Edward A Sisson,8.7,7.7,27.6,52.2,0.5,0.0,3.3,51.5,48.5,student_raceeth_2011,2011
01630525,Lynn - Fecteau-Leary Junior/Senior High School,19.7,10.2,48.3,17.7,0.0,0.0,4.1,68.0,32.0,student_raceeth_2011,2011
01630055,Lynn - Hood,11.9,9.7,45.4,26.8,0.2,0.0,6.0,49.6,50.4,student_raceeth_2011,2011
01630060,Lynn - Ingalls,10.8,9.7,66.2,9.2,0.7,0.0,3.4,52.7,47.3,student_raceeth_2011,2011
01630030,Lynn - Julia F Callahan,11.1,9.2,43.9,30.6,0.2,0.0,4.9,54.0,46.0,student_raceeth_2011,2011
01630070,Lynn - Lincoln-Thomson,7.3,9.7,37.8,38.2,0.8,0.4,5.8,49.8,50.2,student_raceeth_2011,2011
01630510,Lynn - Lynn English High,13.7,9.9,46.7,26.1,0.1,0.0,3.5,48.0,52.0,student_raceeth_2011,2011
01630605,Lynn - Lynn Voc Tech Institute,11.6,8.8,57.4,19.5,0.5,0.0,2.2,59.2,40.8,student_raceeth_2011,2011
01630075,Lynn - Lynn Woods,6.4,4.5,19.7,65.0,0.6,0.0,3.8,51.0,49.0,student_raceeth_2011,2011
01630420,Lynn - Pickering Middle,12.2,7.6,31.2,46.2,0.2,0.0,2.6,48.8,51.2,student_raceeth_2011,2011
01630050,Lynn - Robert L Ford,12.6,11.3,60.9,11.3,0.7,0.2,2.9,55.6,44.4,student_raceeth_2011,2011
01630085,Lynn - Sewell-Anderson,11.8,1.9,39.5,39.2,1.5,0.0,6.1,56.3,43.7,student_raceeth_2011,2011
01630305,Lynn - Thurgood Marshall Mid,14.2,8.1,59.5,15.3,0.2,0.0,2.8,51.6,48.4,student_raceeth_2011,2011
01630100,Lynn - Tracy,11.9,9.1,62.3,11.9,0.5,0.3,3.9,52.2,47.8,student_raceeth_2011,2011
01630005,Lynn - Washington Elementary School,23.3,0.0,46.7,21.7,0.0,0.0,8.3,83.3,16.7,student_raceeth_2011,2011
01630040,Lynn - Wm P Connery,11.1,12.3,68.1,6.9,0.3,0.0,1.2,49.9,50.1,student_raceeth_2011,2011
01640010,Lynnfield - Huckleberry Hill,1.6,4.8,5.6,84.8,0.0,0.0,3.2,51.5,48.5,student_raceeth_2011,2011
01640505,Lynnfield - Lynnfield High,2.0,2.8,2.0,92.4,0.0,0.0,0.8,49.1,50.9,student_raceeth_2011,2011
01640405,Lynnfield - Lynnfield Middle School,1.9,3.1,2.3,91.2,0.4,0.0,1.0,51.9,48.1,student_raceeth_2011,2011
01640005,Lynnfield - Lynnfield Preschool,0.0,5.7,0.0,94.3,0.0,0.0,0.0,62.3,37.7,student_raceeth_2011,2011
01640020,Lynnfield - Summer Street,1.1,2.6,2.6,92.7,0.0,0.0,1.1,51.2,48.8,student_raceeth_2011,2011
04680505,Ma Academy for Math and Science - Ma Academy for Math and Science School,4.2,13.5,1.0,80.2,1.0,0.0,0.0,61.5,38.5,student_raceeth_2011,2011
01650003,Malden - Beebe,15.1,29.8,12.8,40.4,0.2,0.1,1.6,49.7,50.3,student_raceeth_2011,2011
01650013,Malden - Ferryway,18.0,21.6,28.6,26.7,0.4,0.1,4.5,52.7,47.3,student_raceeth_2011,2011
01650027,Malden - Forestdale,14.3,8.0,28.5,46.2,0.3,0.0,2.6,53.1,46.9,student_raceeth_2011,2011
01650047,Malden - Linden,15.3,24.7,17.1,37.4,0.2,0.0,5.3,52.7,47.3,student_raceeth_2011,2011
01650049,Malden - Malden ELC,15.8,33.8,4.9,41.2,0.4,0.0,3.9,62.0,38.0,student_raceeth_2011,2011
01650505,Malden - Malden High,24.3,23.2,17.7,31.4,0.8,0.0,2.6,51.0,49.0,student_raceeth_2011,2011
01650057,Malden - Salemwood,28.6,14.9,25.2,26.1,0.5,0.2,4.5,52.9,47.1,student_raceeth_2011,2011
06980020,Manchester Essex Regional - Essex Elementary,0.4,0.0,0.4,99.3,0.0,0.0,0.0,53.0,47.0,student_raceeth_2011,2011
06980510,Manchester Essex Regional - Manchester Essex Regional High School,0.2,0.0,0.2,99.6,0.0,0.0,0.0,47.5,52.5,student_raceeth_2011,2011
06980030,Manchester Essex Regional - Manchester Essex Regional Middle School,0.0,0.0,0.0,99.7,0.0,0.0,0.3,51.7,48.3,student_raceeth_2011,2011
06980010,Manchester Essex Regional - Manchester Memorial Elementary,0.0,1.2,0.9,97.4,0.0,0.0,0.5,48.1,51.9,student_raceeth_2011,2011
01670007,Mansfield - Everett W Robinson,2.3,3.6,3.1,87.0,0.0,0.0,4.1,52.0,48.0,student_raceeth_2011,2011
01670035,Mansfield - Harold L Qualters Middle,2.3,3.0,2.2,90.5,0.8,0.1,1.1,50.0,50.0,student_raceeth_2011,2011
01670014,Mansfield - Jordan/Jackson Elementary,2.3,2.9,3.4,88.8,0.1,0.0,2.5,52.5,47.5,student_raceeth_2011,2011
01670505,Mansfield - Mansfield High,3.8,2.5,1.7,90.3,0.1,0.1,1.4,51.3,48.7,student_raceeth_2011,2011
01670003,Mansfield - Roland Green School,5.4,5.4,0.9,87.5,0.9,0.0,0.0,54.5,45.5,student_raceeth_2011,2011
01680025,Marblehead - Dr Samuel C Eveleth,0.0,1.2,2.5,96.3,0.0,0.0,0.0,46.9,53.1,student_raceeth_2011,2011
01680015,Marblehead - Elbridge Gerry,3.6,0.0,7.1,85.8,0.0,0.0,3.6,53.8,46.2,student_raceeth_2011,2011
01680020,Marblehead - Glover,0.0,0.8,2.3,95.1,0.0,0.0,1.9,50.0,50.0,student_raceeth_2011,2011
01680010,Marblehead - L H Coffin,3.0,3.6,8.4,82.0,0.0,0.0,3.0,43.7,56.3,student_raceeth_2011,2011
01680005,Marblehead - Malcolm L Bell,0.8,1.3,3.1,92.1,0.3,0.0,2.4,55.0,45.0,student_raceeth_2011,2011
01680505,Marblehead - Marblehead High,3.5,2.0,2.1,92.0,0.1,0.1,0.2,50.2,49.8,student_raceeth_2011,2011
01680300,Marblehead - Marblehead Veterans Middle School,1.9,2.3,3.2,92.2,0.0,0.0,0.4,47.7,52.3,student_raceeth_2011,2011
01680016,Marblehead - Village School,4.4,1.3,2.8,91.4,0.0,0.0,0.1,50.4,49.6,student_raceeth_2011,2011
04640305,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,0.4,0.4,1.7,96.1,0.0,0.9,0.4,55.2,44.8,student_raceeth_2011,2011
01690005,Marion - Sippican,3.0,2.4,1.1,90.9,0.0,0.0,2.6,51.4,48.6,student_raceeth_2011,2011
01700045,Marlborough - 1 LT Charles W. Whitcomb School,2.8,3.1,31.2,61.0,0.0,0.0,1.8,51.0,49.0,student_raceeth_2011,2011
01700030,Marlborough - Charles Jaworek School,2.7,4.1,32.6,57.4,0.0,0.2,2.9,52.3,47.7,student_raceeth_2011,2011
01700006,Marlborough - Early Childhood Center,1.9,4.5,21.0,67.5,0.0,0.0,5.1,54.1,45.9,student_raceeth_2011,2011
01700008,Marlborough - Francis J Kane,2.2,6.5,34.5,53.7,0.0,0.0,3.1,50.8,49.2,student_raceeth_2011,2011
01700505,Marlborough - Marlborough High,3.2,2.6,28.2,64.0,0.4,0.0,1.5,50.6,49.4,student_raceeth_2011,2011
01700025,Marlborough - Richer,2.6,2.4,39.8,51.4,0.0,0.0,3.7,53.0,47.0,student_raceeth_2011,2011
01710015,Marshfield - Daniel Webster,0.2,1.1,3.4,94.4,0.0,0.0,0.9,54.6,45.4,student_raceeth_2011,2011
01710005,Marshfield - Eames Way School,0.0,1.1,0.0,98.1,0.0,0.0,0.8,51.1,48.9,student_raceeth_2011,2011
01710310,Marshfield - Furnace Brook Middle,0.5,1.0,1.5,95.9,0.1,0.1,0.9,48.6,51.4,student_raceeth_2011,2011
01710020,Marshfield - Gov Edward Winslow,0.0,0.2,0.4,98.9,0.0,0.0,0.4,51.5,48.5,student_raceeth_2011,2011
01710505,Marshfield - Marshfield High,0.5,0.4,1.6,96.9,0.1,0.0,0.4,51.5,48.5,student_raceeth_2011,2011
01710025,Marshfield - Martinson Elementary,0.8,1.5,3.0,92.6,0.8,0.0,1.3,51.8,48.2,student_raceeth_2011,2011
01710010,Marshfield - South River,0.2,1.1,0.7,97.8,0.0,0.2,0.0,51.2,48.8,student_raceeth_2011,2011
04660550,Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,6.1,2.8,6.6,80.1,0.0,0.0,4.4,48.1,51.9,student_raceeth_2011,2011
07000505,Marthas Vineyard - Marthas Vineyard Reg High,3.1,0.7,8.9,78.1,2.2,0.0,6.9,52.6,47.4,student_raceeth_2011,2011
04920005,Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,52.6,0.0,41.0,2.5,0.7,0.0,3.2,55.8,44.2,student_raceeth_2011,2011
07050505,Masconomet - Masconomet Regional HS,0.6,2.3,2.3,93.5,0.1,0.1,1.1,46.3,53.7,student_raceeth_2011,2011
07050405,Masconomet - Masconomet RMS,0.5,1.5,1.5,95.9,0.1,0.1,0.4,54.4,45.6,student_raceeth_2011,2011
01720005,Mashpee - Kenneth Coombs School,3.0,2.8,4.3,77.7,7.1,0.0,5.1,50.2,49.8,student_raceeth_2011,2011
01720505,Mashpee - Mashpee High,2.4,2.1,4.5,82.2,5.1,0.0,3.6,51.4,48.6,student_raceeth_2011,2011
01720020,Mashpee - Mashpee Middle School,2.3,1.5,2.3,80.5,5.4,0.0,8.0,47.9,52.1,student_raceeth_2011,2011
01720035,Mashpee - Quashnet School,1.9,2.1,4.1,80.5,3.8,0.4,7.3,51.2,48.8,student_raceeth_2011,2011
04690505,MATCH Charter Public School (District) - MATCH Charter Public School,61.1,1.1,32.0,2.2,0.7,0.2,2.7,48.1,51.9,student_raceeth_2011,2011
01730005,Mattapoisett - Center,1.0,1.7,2.4,91.5,0.0,0.0,3.4,50.2,49.8,student_raceeth_2011,2011
01730010,Mattapoisett - Old Hammondtown,1.3,2.2,0.4,93.3,0.9,0.4,1.3,51.6,48.4,student_raceeth_2011,2011
