Org Code,Attendance Rate,Average # of days absent,Absent 10 or more days,Chronically Absent (10% or more),Year,Retention Rate
00100055,97.1,4.7,12.9,3.4,2011,1.4
02770020,93.9,9.6,39.8,20.4,2011,0.3
00350020,92.9,12.3,50.5,23.3,2011,2.4
01590017,96.2,6.8,23.4,6.5,2011,0.0
00950140,94.7,9.2,39.9,12.5,2011,0.0
07750032,96.5,6.3,22.3,4.9,2011,0.0
01600310,93.2,11.6,45.8,25.0,2011,2.3
00460505,95.8,7.4,23.3,8.9,2011,1.2
07530405,95.5,7.9,30.4,9.9,2011,0.2
02170305,96.3,6.6,21.5,5.6,2011,0.3
00970505,88.4,19.0,60.1,40.5,2011,9.0
02070100,96.6,6.1,19.7,3.4,2011,0.0
03480202,95.7,7.5,27.4,8.0,2011,1.5
01440007,96.2,6.7,20.2,4.1,2011,1.0
02040030,96.0,7.0,23.2,5.4,2011,0.0
00560310,96.4,6.4,20.7,5.5,2011,0.2
02090015,95.6,7.6,32.2,8.9,2011,1.9
02610005,95.5,7.8,30.1,6.2,2011,0.4
01100505,90.2,17.0,81.9,30.0,2011,3.3
02010070,94.6,9.3,35.8,17.0,2011,3.5
01100200,96.2,6.5,21.8,5.3,2011,0.0
07740020,86.3,23.5,76.7,52.0,2011,1.7
02810035,93.2,11.4,46.2,24.5,2011,3.4
02390515,93.5,11.4,44.1,16.2,2011,4.0
02810510,79.5,29.4,77.1,64.5,2011,26.1
01630085,95.6,7.6,29.4,5.9,2011,5.2
02920505,93.3,11.8,39.1,17.1,2011,5.5
01570305,96.3,5.9,17.9,4.3,2011,0.0
00050010,96.1,6.7,21.9,5.0,2011,0.0
00350545,94.5,9.9,36.3,15.1,2011,2.7
00880505,95.2,8.3,27.2,10.8,2011,0.7
03360105,95.4,8.1,31.2,10.3,2011,0.4
07750310,95.3,8.4,35.5,10.5,2011,0.0
02810010,92.1,12.6,48.7,29.1,2011,3.6
00440002,95.4,8.0,30.9,11.7,2011,0.8
06000405,97.1,5.2,15.0,4.3,2011,0.0
07250015,95.6,7.8,29.4,4.7,2011,0.4
03260025,96.8,5.7,17.0,2.6,2011,5.1
06000505,96.8,5.6,17.8,4.1,2011,0.7
01780003,95.8,6.2,18.3,6.3,2011,0.0
00610065,95.2,8.3,32.1,11.2,2011,0.5
00950005,93.4,11.0,47.7,22.5,2011,0.8
06730305,96.9,5.6,15.7,2.5,2011,0.1
01170015,95.8,7.2,29.3,7.1,2011,0.0
00790035,96.5,6.2,19.8,5.5,2011,1.8
02580305,92.9,12.1,48.0,25.2,2011,0.9
00770100,95.8,7.4,28.4,7.0,2011,0.5
00350072,91.5,14.2,58.8,31.2,2011,5.5
00400020,96.3,6.4,23.0,1.7,2011,3.1
07730505,94.1,10.1,35.8,15.0,2011,1.8
03210005,96.1,6.8,23.3,4.7,2011,0.9
07450010,95.7,7.7,27.4,5.4,2011,0.0
02960005,94.6,9.2,40.9,13.2,2011,0.4
01810004,96.7,5.3,15.0,5.0,2011,0.0
00350200,94.9,8.4,31.6,14.8,2011,3.6
01970010,95.1,8.5,34.9,10.3,2011,0.4
04940205,96.5,6.5,27.4,2.0,2011,0.0
01490045,94.7,8.7,30.7,15.9,2011,1.3
00500010,96.4,4.0,9.6,4.8,2011,0.0
07250310,96.5,6.2,19.8,5.4,2011,0.0
03100020,95.1,8.2,28.0,11.8,2011,9.3
00100410,95.7,6.9,22.7,8.6,2011,0.1
01980031,95.8,7.3,25.8,6.0,2011,0.5
09100705,95.1,8.7,34.7,10.3,2011,0.0
03260007,97.6,4.3,10.8,1.4,2011,0.2
01530005,89.2,16.8,60.3,39.7,2011,0.0
01680020,96.5,6.2,17.4,3.0,2011,0.4
00090010,96.9,5.4,16.8,2.5,2011,0.0
01000050,94.9,8.9,32.2,13.7,2011,0.6
01090005,95.7,7.8,0.0,0.0,2011,0.0
01490532,89.7,17.6,55.5,33.5,2011,13.0
01760150,95.9,7.0,26.1,7.3,2011,1.4
04860105,95.8,6.8,26.0,11.3,2011,4.1
06730505,96.3,6.5,19.7,5.4,2011,0.5
06800005,95.6,7.6,28.4,7.8,2011,0.4
06830505,95.0,8.9,34.5,11.6,2011,1.1
00350036,83.7,27.3,83.3,72.2,2011,18.8
07750045,95.6,7.7,30.5,7.7,2011,0.8
01670007,95.9,7.3,26.4,4.9,2011,0.7
00730305,96.0,7.1,23.6,6.7,2011,0.0
07150505,95.2,8.4,33.3,11.3,2011,1.8
01680005,95.8,7.4,28.8,6.5,2011,3.8
04180305,96.3,6.4,23.3,8.5,2011,1.2
02390005,95.5,7.9,30.6,6.2,2011,1.1
06720143,94.6,9.1,32.6,14.8,2011,1.9
00610003,94.8,8.8,36.9,12.9,2011,0.6
01740505,95.4,7.9,24.9,8.7,2011,1.0
01370045,92.8,11.7,46.2,25.3,2011,3.8
03480405,95.5,7.8,32.3,9.9,2011,1.6
07800010,95.9,7.1,27.5,6.6,2011,0.4
00050025,95.5,7.9,28.3,8.7,2011,2.6
01280080,95.8,7.2,25.5,8.7,2011,0.0
02390011,95.5,7.7,29.6,8.2,2011,0.3
01810055,94.8,8.9,33.7,12.7,2011,0.2
01650047,95.0,8.8,32.5,14.8,2011,1.0
02010140,96.9,5.4,16.6,3.0,2011,2.5
04100205,97.8,4.0,11.9,1.4,2011,3.3
00880405,96.7,5.9,17.3,3.3,2011,0.2
01490025,94.4,9.6,40.0,15.5,2011,0.7
01010010,97.0,5.3,13.8,2.3,2011,0.5
00460040,96.2,6.5,23.6,7.4,2011,0.2
00870013,95.4,8.0,28.8,9.0,2011,0.3
00890005,95.4,7.8,33.8,9.2,2011,0.0
01390003,95.4,6.0,17.2,8.6,2011,0.0
06220405,95.5,8.0,29.1,9.8,2011,0.6
02460505,95.4,8.1,27.3,11.4,2011,0.5
00350579,83.6,27.2,65.4,46.9,2011,9.3
04060705,94.3,9.9,39.2,14.4,2011,0.5
08180605,93.9,10.7,39.6,16.8,2011,0.8
00490040,93.8,10.8,41.1,17.9,2011,0.3
01100025,96.7,5.7,17.3,2.4,2011,0.0
02950002,96.1,6.7,21.7,9.6,2011,0.0
01070020,95.5,7.8,32.5,7.0,2011,2.3
03470505,91.9,14.2,48.7,24.0,2011,2.5
07750020,96.0,6.4,19.6,8.0,2011,0.0
03140505,93.7,10.8,37.0,18.4,2011,2.2
01840003,96.9,5.5,12.9,1.3,2011,0.3
01590505,96.5,6.1,20.1,5.6,2011,0.2
03100315,83.4,16.4,55.5,69.0,2011,21.0
00350426,93.0,12.1,48.1,22.2,2011,0.8
03260330,97.0,5.3,14.3,3.2,2011,0.3
01780035,95.8,7.3,26.1,6.9,2011,0.9
01280054,94.0,10.3,38.9,17.7,2011,1.6
02580005,94.4,9.5,39.3,15.6,2011,1.0
02010020,93.8,10.7,39.8,19.3,2011,3.5
00010405,94.5,9.6,34.3,14.2,2011,0.0
01280035,94.9,9.0,29.7,12.9,2011,0.2
07200305,95.7,7.4,28.0,9.2,2011,0.4
02810310,91.3,13.9,50.9,33.1,2011,1.3
00400005,96.2,6.8,24.1,6.2,2011,1.3
07530010,95.7,7.6,28.8,7.9,2011,0.3
03140020,95.2,8.0,32.4,11.5,2011,0.5
00930505,91.9,13.4,46.4,25.8,2011,4.4
00940505,93.9,10.4,28.0,15.7,2011,6.2
01630605,90.0,17.2,64.3,43.7,2011,5.4
00640050,94.4,9.6,37.7,13.7,2011,0.7
01620010,96.0,6.8,24.2,5.1,2011,1.3
00350135,94.1,9.6,38.9,19.6,2011,3.4
02840030,95.8,7.3,23.9,7.6,2011,0.9
06180505,92.2,12.4,47.0,25.9,2011,1.5
00350257,92.4,13.1,55.5,27.7,2011,3.1
02710030,96.4,6.4,22.2,6.5,2011,0.0
02920015,95.4,8.2,34.6,8.7,2011,1.2
03080040,95.9,6.1,21.1,8.9,2011,1.8
01630060,94.7,8.9,34.0,16.7,2011,5.0
01170505,96.4,6.4,20.2,4.7,2011,1.0
02290016,95.4,7.6,32.2,8.0,2011,1.6
03480230,96.3,6.3,21.3,6.1,2011,0.3
02920305,95.5,8.2,28.5,6.9,2011,0.2
03430050,95.7,7.5,29.6,8.5,2011,0.0
04300305,96.3,6.6,24.5,5.7,2011,0.4
00720005,94.5,9.4,36.9,14.2,2011,0.0
02460005,96.7,5.8,15.6,2.6,2011,0.3
00490006,95.8,7.3,30.0,6.9,2011,0.0
00870505,95.7,7.5,26.4,8.4,2011,0.2
04290010,98.3,3.1,5.9,1.1,2011,3.2
06800030,96.5,6.1,18.9,2.5,2011,0.3
00710305,95.4,8.1,29.7,9.4,2011,0.1
01510015,95.6,7.5,27.5,8.8,2011,4.2
01630070,95.7,7.5,31.7,10.6,2011,3.8
01890410,95.9,7.2,25.1,7.1,2011,0.2
01630420,93.7,11.1,39.9,19.6,2011,2.2
00170010,95.7,7.5,26.3,8.0,2011,2.8
00950009,92.0,13.4,55.1,29.0,2011,0.6
02780505,94.2,10.0,29.3,12.7,2011,2.9
01550010,96.5,6.3,20.4,4.8,2011,0.0
03400015,95.8,7.6,27.4,7.4,2011,0.0
03150505,96.2,6.6,22.2,6.2,2011,0.0
00570055,95.0,8.1,27.5,12.6,2011,0.6
00500012,96.0,7.0,28.9,5.6,2011,0.9
06550505,95.2,8.6,28.3,8.5,2011,0.7
02850012,98.1,3.0,5.4,1.8,2011,0.0
02770005,94.6,9.0,37.9,15.3,2011,0.3
00350542,92.3,13.1,49.8,25.3,2011,4.8
02710040,94.0,7.5,29.5,22.5,2011,0.0
04150505,89.4,18.1,53.8,40.4,2011,14.3
01050010,96.2,6.7,21.3,5.7,2011,0.0
02900510,94.4,9.0,33.0,11.2,2011,1.5
01030015,94.7,8.8,34.8,16.4,2011,0.9
01280075,92.8,11.8,48.2,24.1,2011,0.2
02810160,92.9,11.8,45.6,26.3,2011,2.8
03250015,94.4,9.4,41.4,16.7,2011,0.4
02380005,96.8,5.7,18.0,4.4,2011,0.0
00610090,94.1,9.6,41.2,15.4,2011,0.7
01600360,94.1,10.3,37.6,18.7,2011,3.8
07530025,95.5,7.8,30.3,6.3,2011,0.0
02690010,97.2,5.0,13.5,0.9,2011,0.3
02950001,96.3,6.4,21.5,6.1,2011,0.3
02080005,96.6,6.1,18.9,3.3,2011,0.0
02010125,95.1,8.8,30.3,9.7,2011,3.4
02510505,92.4,12.9,44.0,24.1,2011,1.0
06650505,95.9,7.2,23.9,7.0,2011,0.7
00450005,95.5,7.7,34.5,6.9,2011,1.7
01730010,96.4,6.4,20.5,3.5,2011,0.0
07250010,96.2,6.5,20.2,7.1,2011,0.0
06750007,96.7,5.7,18.2,3.0,2011,0.9
00500305,95.7,7.5,28.7,8.1,2011,0.1
03260013,96.8,5.0,16.8,4.7,2011,0.0
02090505,94.7,8.7,27.7,17.2,2011,7.8
00400033,95.9,6.9,24.7,6.6,2011,3.5
03090305,95.2,8.3,28.0,13.2,2011,1.7
03230305,96.2,6.8,25.2,5.6,2011,0.0
03040505,94.2,9.8,34.6,16.2,2011,3.9
03070310,96.6,6.2,20.5,4.0,2011,0.0
00490065,95.0,8.1,33.0,12.2,2011,0.0
01030020,93.9,10.0,43.5,17.9,2011,0.9
02760020,96.9,5.6,17.2,2.9,2011,0.0
02140505,92.7,12.2,41.2,22.3,2011,3.1
00350470,92.8,12.1,45.4,22.2,2011,1.3
02170505,95.5,8.0,25.0,7.9,2011,0.3
00970016,93.2,9.7,39.7,25.7,2011,1.7
00820004,95.3,8.0,21.7,3.3,2011,0.1
03270005,96.6,6.0,20.4,1.4,2011,0.0
03480512,92.4,13.0,47.6,23.7,2011,4.4
03420005,95.2,8.0,28.8,9.6,2011,0.0
01270005,96.3,6.4,21.3,5.1,2011,0.0
01440505,96.1,7.0,21.9,7.6,2011,0.8
03010020,95.8,7.2,24.3,8.3,2011,2.5
02120305,96.2,6.7,23.2,8.4,2011,0.2
03440020,95.7,7.7,27.4,6.8,2011,0.3
00280005,96.5,6.2,25.1,4.3,2011,0.6
06100005,96.4,6.4,20.4,3.7,2011,1.5
08730605,95.4,8.0,32.7,8.7,2011,1.3
04360305,94.5,9.1,38.2,17.3,2011,8.5
00670005,96.9,5.4,16.4,1.6,2011,0.0
00350651,77.2,34.1,81.4,66.2,2011,14.1
01500025,96.0,6.8,23.7,7.5,2011,0.0
02200020,96.5,6.0,19.7,6.0,2011,0.0
02200025,96.2,6.7,20.5,6.3,2011,0.0
02460305,97.1,5.2,16.3,3.5,2011,0.0
00570035,96.6,5.9,18.4,3.8,2011,0.4
00440023,95.5,7.7,30.3,13.2,2011,0.7
00350154,94.8,8.8,38.4,15.1,2011,5.2
01490050,94.6,9.0,34.1,15.6,2011,1.8
02490005,95.9,7.2,26.8,6.5,2011,0.0
06740005,96.1,7.0,27.9,4.4,2011,1.7
01070050,95.2,8.3,30.2,9.1,2011,0.0
03480055,94.9,9.0,33.6,13.5,2011,0.6
04230010,95.2,8.3,32.2,10.5,2011,0.0
00500017,96.9,5.6,14.6,1.9,2011,1.4
03140015,95.1,8.6,31.7,13.3,2011,0.0
02710015,96.6,6.0,19.7,5.3,2011,0.0
08010605,94.4,9.7,34.1,12.6,2011,1.7
00950310,91.7,13.9,57.8,36.5,2011,3.4
04410505,95.4,8.1,30.0,10.9,2011,0.7
06500305,96.0,7.3,27.0,5.7,2011,0.2
03260310,97.0,5.3,15.2,2.6,2011,0.4
03360060,95.5,8.0,32.9,8.6,2011,1.8
00300040,96.5,6.1,20.4,5.7,2011,1.2
02290005,95.8,7.4,24.2,9.6,2011,4.4
03360310,95.1,8.6,32.2,11.6,2011,0.7
07700405,96.0,7.1,26.6,7.2,2011,0.0
01140505,91.9,13.4,46.5,25.7,2011,2.1
02290027,94.8,8.8,35.6,15.1,2011,5.6
01650057,94.0,10.0,37.9,20.1,2011,1.8
01490020,91.4,13.2,53.1,32.5,2011,1.1
01380010,96.0,7.1,25.5,4.1,2011,0.0
02480050,96.0,6.8,24.4,7.9,2011,0.9
00350182,94.1,10.2,39.8,17.5,2011,5.4
00350655,89.6,18.2,60.3,32.8,2011,1.8
02810015,93.5,10.8,42.3,21.1,2011,3.2
00350001,93.7,11.1,48.7,15.8,2011,2.3
02660015,96.5,6.1,18.5,4.1,2011,0.4
03480175,95.6,7.7,33.5,6.3,2011,1.6
00350010,93.4,11.6,44.7,21.3,2011,0.0
02360090,95.9,7.2,28.6,7.1,2011,0.5
01630011,96.1,6.8,28.2,5.2,2011,2.9
02480057,95.5,7.6,26.7,11.0,2011,3.2
02950025,96.9,5.4,17.6,2.9,2011,0.0
06600505,93.1,12.2,47.4,22.3,2011,1.1
01140005,92.5,11.7,38.1,18.1,2011,0.0
03480140,95.6,7.8,27.8,8.1,2011,0.8
02580070,96.3,6.5,21.3,5.8,2011,1.4
00350370,93.1,11.4,46.9,23.7,2011,1.1
00350582,86.2,22.5,63.3,43.8,2011,4.8
01390010,96.5,5.7,15.5,2.2,2011,0.0
06900510,96.1,6.9,24.2,6.2,2011,0.2
03470020,96.7,5.9,19.1,2.3,2011,0.0
02010010,96.2,6.8,21.6,6.7,2011,3.4
01220305,96.5,6.3,20.4,4.2,2011,0.0
07100015,96.2,6.7,22.5,5.7,2011,0.0
08550605,95.2,8.3,28.0,10.2,2011,0.0
01670014,96.3,6.5,21.8,4.8,2011,0.3
00570030,96.1,6.5,22.4,7.0,2011,2.4
00350262,93.7,11.2,49.1,18.8,2011,1.4
01490537,86.1,21.5,68.5,50.2,2011,5.7
02430060,95.1,8.5,35.2,10.5,2011,0.3
06350025,95.9,7.1,28.5,4.0,2011,0.5
00010015,94.9,8.9,33.0,12.2,2011,0.0
00710015,96.3,6.5,22.5,3.7,2011,0.0
02310505,92.5,13.2,52.7,19.6,2011,0.2
00960405,94.6,9.5,36.0,14.2,2011,0.0
03360085,94.5,9.5,31.7,13.2,2011,1.8
03480260,94.2,10.3,33.0,13.2,2011,1.8
02720005,95.1,8.6,40.3,8.1,2011,0.0
01530003,93.9,6.5,21.6,24.1,2011,0.0
03250305,96.1,6.8,26.6,5.7,2011,0.4
02730015,96.2,6.7,28.0,3.4,2011,1.5
02510305,94.9,8.9,36.7,14.3,2011,0.5
04820050,95.8,6.8,23.5,4.1,2011,0.4
01600080,91.0,14.9,55.9,37.9,2011,0.9
00350346,94.0,10.4,42.7,18.0,2011,2.0
01890505,94.5,9.6,31.5,14.5,2011,2.0
01750003,96.3,6.3,18.9,3.5,2011,0.5
06220505,92.9,12.4,45.4,19.5,2011,4.2
00480015,96.0,6.8,25.9,7.7,2011,0.0
01870020,93.9,11.0,25.2,7.1,2011,0.2
01760315,94.9,8.7,32.1,14.1,2011,3.2
02210005,94.7,9.1,40.2,11.1,2011,0.0
07660505,95.0,8.6,34.4,10.1,2011,0.5
01490075,94.4,9.1,36.3,13.4,2011,0.4
01480005,95.1,8.4,36.5,12.5,2011,1.4
01580305,96.6,6.0,16.3,4.9,2011,0.3
01330025,95.5,7.9,27.6,7.7,2011,1.7
02360305,94.8,9.0,33.2,15.1,2011,0.0
03210010,96.2,6.7,24.0,2.1,2011,0.0
01310019,96.9,5.5,13.9,1.5,2011,0.8
02810180,93.9,10.3,43.9,21.2,2011,6.8
03250505,92.6,12.7,44.9,23.1,2011,2.0
02810025,91.4,14.7,60.5,32.9,2011,2.6
01680505,94.6,9.6,33.7,12.6,2011,0.5
01770505,93.8,11.0,45.1,11.8,2011,0.1
00880030,97.2,5.0,15.1,1.8,2011,0.2
03440505,94.8,9.3,31.3,12.4,2011,0.1
02850025,96.1,7.0,23.4,5.2,2011,0.6
01690005,96.1,6.9,18.9,2.3,2011,0.5
00650505,95.7,7.6,26.7,6.1,2011,0.3
02810325,89.7,17.0,59.5,37.7,2011,3.1
00350231,91.2,14.9,57.2,34.3,2011,4.5
01250005,96.2,6.6,25.1,4.7,2011,0.0
00950065,93.2,11.5,47.0,23.2,2011,0.9
00310030,95.8,7.3,28.0,6.6,2011,0.4
00350138,94.9,8.4,30.2,13.3,2011,2.2
00350166,94.2,9.9,40.7,18.6,2011,6.2
00260035,96.1,6.7,24.5,5.9,2011,0.6
06100025,95.9,7.2,23.6,6.6,2011,2.2
02810023,91.9,13.5,55.7,32.9,2011,3.2
00510025,96.3,6.7,23.1,5.0,2011,0.2
00350102,96.0,7.0,17.4,8.0,2011,2.7
00350268,92.9,12.2,53.3,23.8,2011,3.2
01680025,96.0,7.2,25.6,1.2,2011,0.0
07550525,99.3,0.9,2.6,0.0,2011,-
03480280,94.8,8.7,35.1,12.0,2011,0.9
02010085,96.1,6.8,25.6,7.8,2011,2.1
03480605,94.5,9.8,37.8,11.5,2011,0.8
02200005,95.7,7.6,32.5,7.9,2011,0.0
04680505,97.7,4.2,5.2,2.1,2011,0.0
02100410,95.5,8.0,27.7,9.3,2011,0.0
06800050,96.5,6.1,19.9,2.5,2011,0.3
03100310,81.5,26.0,85.7,85.7,2011,28.6
01410505,94.7,9.0,29.5,13.0,2011,1.8
01590005,97.0,5.4,14.7,2.4,2011,1.2
02810340,92.6,12.7,48.3,24.6,2011,4.3
07650018,94.2,10.2,37.7,15.6,2011,0.0
07650015,94.5,9.8,54.5,0.0,2011,0.0
02240005,95.0,8.5,35.8,13.2,2011,0.7
02880010,96.7,5.8,19.1,3.0,2011,0.0
03480026,94.8,8.7,39.5,15.1,2011,0.8
00350576,87.9,20.1,64.4,40.2,2011,11.2
02810175,96.1,6.7,22.4,6.4,2011,1.9
00310505,94.4,9.5,34.9,12.7,2011,3.5
00460035,96.2,6.5,24.8,5.8,2011,0.0
01630035,95.3,7.9,29.1,12.1,2011,4.4
01490525,95.2,8.2,32.2,12.7,2011,0.2
01490535,87.1,21.9,59.7,39.5,2011,15.5
04120530,96.3,6.8,24.2,6.4,2011,7.6
02810185,93.9,9.9,40.4,20.0,2011,4.2
00610510,92.6,12.5,45.5,22.5,2011,1.4
00610505,90.9,15.0,53.2,29.3,2011,1.3
02200015,96.5,6.1,20.9,6.9,2011,0.3
00170015,96.7,5.9,19.4,2.8,2011,0.0
01620505,95.2,7.8,28.4,7.9,2011,1.1
00610040,94.7,9.2,40.6,14.6,2011,0.4
00000000,94.7,9.1,32.2,13.4,2011,2.1
01010040,96.5,6.3,21.0,4.8,2011,0.2
01620015,96.4,6.3,20.2,4.3,2011,0.0
03420505,95.6,8.0,21.8,10.4,2011,0.5
00070005,95.2,8.1,29.0,10.2,2011,0.3
03350050,92.6,9.8,42.6,24.6,2011,0.0
00140005,95.6,7.6,30.3,4.6,2011,0.0
07450005,96.7,5.8,17.7,1.6,2011,0.2
00310305,96.1,6.8,23.4,7.5,2011,0.6
07660010,95.3,8.2,28.2,8.9,2011,0.4
06450005,94.5,8.4,33.7,16.9,2011,0.4
01980005,95.9,7.0,24.5,6.7,2011,0.2
02660305,95.9,7.2,27.3,8.3,2011,0.0
00240005,94.5,9.6,36.7,10.0,2011,0.0
02810500,88.1,20.2,63.6,42.9,2011,10.3
02130305,96.1,6.9,22.5,5.0,2011,0.0
04370505,95.1,8.5,29.1,16.7,2011,14.6
06720405,95.7,7.6,27.2,7.9,2011,0.0
02930057,95.3,8.1,31.5,9.7,2011,2.0
02070080,96.0,7.0,25.6,5.3,2011,0.0
02650505,94.3,9.9,35.4,12.6,2011,0.9
00090020,96.4,6.3,20.5,3.6,2011,0.6
03480110,94.3,9.9,37.0,15.8,2011,2.0
00160320,96.1,6.8,24.7,8.0,2011,0.5
02710035,96.6,6.1,20.9,1.5,2011,0.3
01420015,94.8,8.8,34.7,11.2,2011,1.2
01680300,96.3,6.5,24.9,4.4,2011,0.0
07050505,97.5,4.4,9.9,3.6,2011,0.2
02900305,96.1,6.3,20.0,6.0,2011,0.0
03470410,95.5,8.0,32.3,7.6,2011,0.2
00350141,94.5,9.7,32.8,18.6,2011,1.4
07350505,93.8,10.8,40.2,17.5,2011,0.5
06980010,96.6,6.3,22.7,1.4,2011,0.0
06220010,95.3,8.2,31.7,9.1,2011,0.5
02460002,96.4,6.4,20.3,5.5,2011,0.0
01990505,95.3,8.3,29.9,10.3,2011,0.4
00460015,94.8,9.1,35.0,12.5,2011,0.5
00940010,96.7,5.8,18.7,3.4,2011,0.6
03440005,96.5,6.2,19.7,1.3,2011,0.5
01980310,96.3,6.5,21.0,5.2,2011,0.0
00670020,96.7,5.8,17.9,2.1,2011,0.3
02010095,95.3,8.1,30.7,10.6,2011,4.8
01530030,95.3,8.2,31.2,10.7,2011,0.0
00260005,96.3,6.5,21.7,4.4,2011,0.6
00350435,92.7,12.5,45.9,27.3,2011,6.2
01140305,93.2,11.7,43.7,19.9,2011,0.0
03470043,95.1,8.1,27.8,11.3,2011,1.4
06730001,95.0,8.2,33.0,9.9,2011,0.0
00350108,94.3,9.8,33.0,16.0,2011,2.2
00870305,96.3,6.5,22.2,5.9,2011,0.3
02010410,95.4,8.0,29.0,9.9,2011,0.9
01630405,93.6,11.1,40.8,21.5,2011,4.1
07730405,95.4,8.1,27.7,10.7,2011,1.1
02310003,95.8,7.4,28.7,5.7,2011,0.0
00380005,96.8,5.8,17.2,1.6,2011,1.9
00260010,96.1,6.8,24.9,4.8,2011,1.1
01630100,95.5,7.8,34.1,9.0,2011,2.0
01780025,96.4,6.5,24.4,4.2,2011,0.4
08850605,96.1,6.7,21.3,4.3,2011,0.0
03140025,95.4,7.9,30.3,10.5,2011,0.0
00350360,94.7,9.0,35.7,18.6,2011,1.2
01750305,96.9,5.5,16.2,3.9,2011,0.0
03480002,100.0,0.0,0.0,0.0,2011,0.0
07750315,95.3,8.3,30.8,9.1,2011,0.2
00350538,79.6,32.0,77.8,62.0,2011,8.4
02290510,93.9,10.6,41.4,17.4,2011,2.4
02910305,96.2,6.8,27.6,6.0,2011,0.3
00350116,94.8,9.1,35.0,13.5,2011,4.5
03350012,97.5,4.4,10.7,0.7,2011,0.0
06030020,95.2,8.3,33.4,12.0,2011,1.0
00240006,96.1,6.9,25.2,6.2,2011,0.3
02440040,96.2,6.3,22.8,7.8,2011,0.3
06500310,96.7,5.9,18.8,3.0,2011,0.2
01810050,95.8,7.2,27.1,7.7,2011,0.1
00980005,94.3,9.6,33.1,12.7,2011,5.7
00200004,94.0,8.1,27.5,25.9,2011,0.0
02270305,95.3,8.0,26.9,9.7,2011,3.2
02810530,83.7,25.4,73.7,57.4,2011,27.2
00990015,96.4,5.7,20.1,4.1,2011,0.0
03250025,95.9,7.3,26.9,7.3,2011,0.2
03480185,95.9,6.9,23.3,6.5,2011,3.8
02520305,95.5,7.9,28.5,9.0,2011,0.0
02070125,96.5,6.0,22.1,2.2,2011,0.0
06740310,94.1,10.1,37.9,18.0,2011,0.8
02810110,94.5,9.0,34.1,18.8,2011,5.4
04380505,96.7,6.2,20.3,9.8,2011,10.3
02810165,96.0,7.0,26.5,6.9,2011,3.3
01990040,97.1,5.2,14.3,1.0,2011,0.0
02430055,95.2,8.0,33.7,14.1,2011,0.5
07250020,96.2,6.9,23.9,4.0,2011,0.0
01020005,96.0,7.0,26.1,6.8,2011,1.3
01390505,96.2,6.6,20.6,5.7,2011,0.3
01600345,95.8,7.3,28.8,11.2,2011,1.5
06980030,96.3,6.7,24.6,2.8,2011,0.0
01510505,95.0,8.5,34.4,11.7,2011,5.3
01860017,96.0,6.7,23.0,6.9,2011,0.0
00350581,88.4,18.4,47.7,36.6,2011,20.1
00020030,96.8,5.7,16.3,5.2,2011,0.7
01330018,95.4,8.0,31.6,8.7,2011,1.3
06220008,95.0,8.8,36.2,9.3,2011,0.3
01700006,94.6,9.1,36.2,13.3,2011,0.0
01490008,95.1,8.3,31.1,13.1,2011,4.3
01000035,95.8,7.5,25.7,8.4,2011,0.2
03430505,92.8,12.2,43.4,22.9,2011,3.6
03470065,95.9,6.9,22.7,7.0,2011,0.5
01820011,93.9,9.8,41.9,18.1,2011,0.0
02380010,95.9,6.6,23.6,7.9,2011,1.6
00140505,95.5,7.9,23.4,9.0,2011,0.8
01180005,96.2,6.7,23.3,5.3,2011,0.4
02440410,95.1,8.4,29.0,15.3,2011,0.0
02740510,64.5,59.5,93.7,85.7,2011,31.7
00440078,95.1,8.3,33.9,14.5,2011,0.7
02010505,84.2,24.9,68.9,53.3,2011,15.4
03100025,93.4,9.5,38.4,22.4,2011,0.0
07530005,95.2,8.2,37.3,9.0,2011,0.0
00770003,94.0,5.3,17.3,17.3,2011,0.0
03210505,96.2,6.6,19.6,5.3,2011,0.3
08250605,96.4,6.3,21.2,7.0,2011,1.1
00820006,93.9,9.4,26.6,6.8,2011,0.9
00350153,94.6,9.2,37.8,16.3,2011,7.0
03480050,93.7,10.2,45.0,23.0,2011,1.4
03480052,93.6,10.3,44.9,22.5,2011,1.8
02010405,91.5,14.7,52.3,26.4,2011,2.7
08710605,97.0,5.3,16.1,4.4,2011,0.5
06450015,95.8,7.4,29.1,6.4,2011,0.0
02070320,96.4,6.3,20.5,6.1,2011,0.0
03480503,91.4,14.3,51.1,29.8,2011,9.1
02200010,96.5,6.1,22.4,4.6,2011,0.5
01640020,96.6,6.1,19.1,2.6,2011,0.5
00490035,95.1,8.5,33.5,10.0,2011,1.3
01000006,94.7,8.9,38.2,13.9,2011,0.3
07670010,94.9,8.9,36.8,10.3,2011,1.6
00710032,96.0,7.0,23.7,5.0,2011,0.5
02190005,96.5,6.2,17.6,3.3,2011,0.2
03480285,96.1,7.1,29.3,4.2,2011,0.4
00090505,95.6,7.7,25.8,9.1,2011,0.9
02640505,94.0,9.8,32.3,14.8,2011,4.0
06650015,96.3,6.5,23.5,4.9,2011,0.4
00850005,95.1,8.4,36.1,7.9,2011,0.0
00100005,96.7,5.4,16.3,2.7,2011,0.3
01600020,93.1,11.6,47.5,21.3,2011,1.7
02130014,96.5,6.3,19.8,4.4,2011,0.0
01770305,96.1,6.9,23.6,5.2,2011,0.0
