Org Code,Attendance Rate,Average # of days absent,Absent 10 or more days,Chronically Absent (10% or more),Year,Retention Rate
02780505,94.4,9.8,32.3,12.6,2012,1.9
01550010,96.7,5.8,19.5,3.0,2012,0.2
03400015,96.2,6.7,25.0,6.0,2012,0.0
03150505,96.6,6.1,21.1,5.5,2012,0.4
00570055,95.3,7.7,22.3,11.9,2012,1.1
00500012,95.9,7.2,26.4,5.1,2012,1.4
06550505,96.3,6.5,17.7,5.9,2012,0.9
02850012,98.5,2.4,4.1,0.7,2012,0.0
02770005,94.9,8.6,34.3,13.0,2012,0.8
00350542,90.6,15.8,56.9,32.4,2012,5.4
02710040,94.5,6.6,22.7,19.5,2012,0.0
04150505,88.7,18.6,58.2,38.2,2012,10.2
01050010,96.0,7.0,22.0,5.4,2012,0.2
02900510,95.3,8.1,32.7,9.4,2012,1.0
01030015,95.1,8.3,30.6,9.6,2012,0.5
01280075,93.4,11.2,48.1,21.7,2012,0.7
02810160,93.4,10.8,44.2,22.4,2012,3.2
03250015,94.8,9.0,36.3,14.5,2012,0.0
02380005,96.8,5.7,16.9,2.3,2012,0.0
00610090,93.4,10.8,48.3,21.0,2012,0.6
01600360,94.7,9.2,37.3,14.8,2012,3.5
07530025,95.3,8.2,35.4,6.6,2012,0.5
02690010,96.5,6.2,20.7,3.9,2012,0.0
02950001,96.8,5.7,16.8,3.7,2012,1.8
02080005,96.6,6.2,18.1,4.0,2012,0.0
02010125,96.1,6.8,25.7,9.7,2012,4.7
02510505,92.8,12.3,41.5,20.9,2012,1.5
06650505,95.4,8.0,25.8,7.6,2012,0.8
00450005,96.1,6.7,24.3,5.2,2012,0.0
01730010,96.6,6.0,19.5,3.1,2012,0.0
07250010,96.6,5.7,14.3,5.4,2012,0.0
06750007,96.5,6.3,20.8,2.7,2012,0.9
00500305,95.5,7.8,27.6,8.9,2012,0.8
03260013,97.6,3.8,10.7,1.7,2012,0.0
02090505,93.0,11.8,39.1,21.1,2012,4.4
00400033,95.7,7.3,26.8,10.5,2012,0.8
03090305,95.6,7.5,28.6,11.1,2012,0.7
03230305,96.7,5.9,17.6,4.2,2012,0.3
03040505,93.8,10.3,35.0,18.4,2012,3.1
03070310,96.5,6.2,20.9,3.8,2012,0.0
00490065,94.8,8.8,30.1,14.0,2012,1.2
01030020,94.0,10.0,42.4,17.9,2012,0.4
02760020,97.0,5.4,17.1,1.4,2012,0.0
02140505,93.8,10.6,34.6,18.6,2012,1.3
00350470,92.9,12.1,43.6,25.0,2012,3.3
02170505,95.1,8.7,27.1,10.0,2012,1.0
00970016,93.8,8.6,34.6,21.4,2012,0.8
00820004,94.7,9.3,21.3,5.3,2012,0.5
03270005,96.4,6.2,18.2,5.6,2012,0.0
03480512,91.8,13.7,47.8,25.3,2012,3.6
03420005,95.1,8.4,30.7,10.8,2012,0.0
01270005,96.4,6.2,20.7,5.1,2012,0.5
01440505,96.1,7.0,23.4,6.8,2012,0.6
03010020,95.7,7.4,21.7,6.9,2012,2.9
02120305,96.2,6.7,21.4,6.1,2012,0.2
03440020,96.2,6.6,23.2,5.9,2012,0.6
00280005,96.6,5.9,21.1,4.5,2012,0.0
06100005,96.9,5.4,16.2,1.7,2012,0.0
08730605,95.5,7.9,31.8,7.3,2012,2.1
04360305,95.4,7.9,33.9,13.8,2012,9.7
00670005,96.9,5.5,15.5,3.1,2012,0.6
00350651,84.4,23.5,64.9,52.4,2012,17.6
01500025,96.7,5.9,20.1,7.0,2012,0.3
02200020,96.5,6.1,18.4,5.7,2012,0.0
02200025,96.3,6.4,24.3,5.3,2012,0.8
02460305,97.2,5.0,12.8,2.6,2012,0.0
00570035,97.0,5.3,16.7,2.1,2012,1.6
00440023,95.8,7.3,28.2,10.8,2012,0.4
00350154,94.7,9.1,35.0,16.6,2012,2.5
01490050,94.4,9.5,33.8,12.3,2012,4.1
02490005,95.4,7.4,30.3,7.6,2012,0.0
06740005,96.4,6.4,21.5,2.2,2012,0.0
01070050,95.5,7.8,31.4,6.5,2012,1.0
03480055,94.2,10.0,33.6,15.3,2012,3.1
04230010,95.6,7.6,28.0,10.3,2012,0.0
00500017,97.1,5.1,11.7,1.9,2012,1.0
03140015,96.0,7.0,24.1,5.9,2012,0.0
02710015,96.2,6.7,23.6,6.4,2012,0.3
08010605,94.4,9.7,33.6,13.9,2012,1.2
00950310,91.2,15.1,59.4,35.7,2012,2.4
04410505,95.3,8.4,30.2,11.0,2012,1.5
06500305,96.4,6.5,21.1,3.7,2012,0.0
03260310,96.7,6.0,18.3,3.9,2012,0.5
03360060,96.3,6.5,21.0,4.0,2012,0.9
00300040,96.3,6.6,21.6,5.7,2012,0.0
02290005,95.6,7.8,27.2,9.4,2012,2.7
03360310,95.5,7.8,30.1,10.4,2012,0.1
07700405,95.6,7.8,26.2,7.4,2012,0.3
01140505,91.4,14.5,43.8,24.6,2012,4.9
02290027,94.8,8.6,33.3,16.1,2012,3.9
01650057,94.6,8.7,33.2,18.2,2012,1.7
01490020,92.9,11.6,45.9,24.2,2012,1.2
01380010,95.8,7.5,25.2,5.1,2012,0.0
02480050,96.0,6.9,25.2,9.1,2012,0.6
00350182,94.7,9.2,35.5,15.2,2012,5.6
00350655,89.9,17.0,48.8,30.5,2012,2.5
02810015,92.7,12.4,45.6,25.9,2012,0.0
00350001,94.0,10.2,36.6,18.8,2012,11.7
02660015,96.7,5.7,15.7,4.9,2012,0.0
03480175,96.5,6.0,19.7,4.1,2012,2.9
00350010,93.4,11.1,42.9,17.9,2012,0.0
02360090,96.5,6.2,21.2,4.8,2012,0.5
01630011,97.1,5.2,14.1,3.2,2012,4.7
02480057,95.5,7.4,24.6,12.7,2012,1.7
02950025,97.0,5.3,14.5,2.7,2012,0.3
06600505,92.9,12.3,49.4,20.2,2012,3.3
01140005,92.3,12.3,43.1,23.3,2012,0.0
03480140,95.4,8.2,29.9,8.9,2012,1.1
02810560,79.5,24.5,70.5,65.9,2012,14.7
02580070,96.4,6.3,20.9,5.8,2012,0.8
00350370,93.4,11.3,46.4,21.1,2012,4.2
01390010,97.0,5.4,15.2,1.1,2012,0.2
06900510,96.4,6.4,21.4,5.1,2012,0.1
03470020,96.7,6.0,19.5,3.6,2012,0.0
02010010,96.2,6.6,21.8,5.1,2012,4.8
01220305,96.6,6.2,19.5,4.0,2012,0.0
07100015,96.1,6.9,23.7,6.7,2012,0.0
04800405,92.9,11.8,36.3,22.3,2012,3.6
08550605,95.7,7.5,24.0,10.2,2012,0.0
01670014,96.9,5.5,16.1,3.1,2012,0.0
00570030,96.9,5.3,15.9,5.9,2012,2.4
00350262,94.2,10.2,38.8,15.5,2012,0.2
01490537,85.4,24.3,58.4,43.6,2012,7.7
02430060,95.7,7.5,31.3,7.2,2012,0.7
06350025,96.5,6.1,19.9,3.6,2012,0.3
00010015,95.3,8.3,29.0,11.2,2012,0.0
00710015,96.4,6.1,19.2,6.2,2012,0.0
02310505,87.6,21.8,97.9,56.1,2012,0.1
00960405,94.8,9.0,35.6,15.6,2012,0.2
03360085,95.8,7.4,26.6,7.6,2012,2.5
03480260,95.2,8.4,24.9,9.3,2012,0.4
02720005,94.9,8.8,36.1,11.4,2012,0.0
01530003,93.0,6.3,20.1,24.7,2012,0.0
03250305,95.8,7.5,28.5,8.3,2012,0.3
02730015,96.7,5.7,16.5,4.9,2012,1.1
02510305,95.0,8.7,34.0,14.8,2012,0.4
04820050,95.8,7.1,27.6,5.9,2012,0.0
01600080,94.4,9.4,35.6,19.1,2012,1.2
00350346,94.3,9.8,35.5,19.9,2012,2.1
01890505,94.2,10.1,31.3,15.3,2012,3.0
01750003,96.3,6.2,19.3,2.2,2012,0.6
06220505,92.7,12.4,47.6,23.0,2012,4.1
00480015,95.6,7.4,25.3,10.7,2012,0.6
01870020,96.5,6.2,18.4,3.2,2012,0.5
01760315,96.0,7.0,27.5,6.4,2012,1.1
02210005,94.5,9.6,37.5,13.5,2012,0.3
07660505,94.4,9.7,40.0,13.6,2012,1.5
01490075,95.6,7.4,28.7,8.4,2012,1.0
01480005,96.3,6.5,22.4,4.7,2012,0.0
01580305,96.5,6.2,20.4,4.2,2012,0.0
01330025,96.0,7.0,25.3,6.4,2012,1.1
02360305,94.4,9.4,36.7,17.6,2012,0.0
03210010,96.7,5.9,19.0,2.0,2012,0.5
01310019,97.0,5.4,15.2,1.3,2012,0.3
02810180,94.0,10.0,44.3,19.4,2012,5.2
03250505,92.6,12.8,47.1,21.7,2012,2.0
02810025,91.8,13.7,57.5,29.8,2012,1.8
01680505,94.1,10.4,38.1,14.2,2012,1.1
01770505,94.9,9.1,35.6,6.8,2012,0.4
00880030,97.0,5.3,15.6,2.7,2012,0.2
03440505,94.7,9.3,32.5,12.1,2012,0.9
02850025,96.3,6.5,21.9,4.0,2012,0.0
01690005,96.4,6.3,16.0,2.7,2012,1.3
00650505,95.9,7.0,23.3,6.4,2012,0.3
02810325,90.6,14.7,54.4,38.6,2012,2.1
00350231,91.8,13.5,48.4,28.0,2012,2.8
01250005,96.0,7.1,26.3,5.2,2012,0.0
00950065,93.8,10.6,43.9,19.8,2012,0.3
00310030,95.7,7.7,30.6,7.1,2012,0.9
04610405,98.0,3.5,8.5,1.7,2012,0.0
00350138,94.9,8.7,35.8,14.8,2012,4.3
00350166,94.6,9.0,37.5,13.9,2012,1.5
00260035,96.4,6.3,20.3,4.7,2012,0.0
06100025,95.6,7.7,29.3,6.8,2012,0.3
02810023,91.8,13.6,51.5,32.2,2012,6.9
00510025,96.2,6.7,23.4,4.4,2012,0.0
00350268,93.1,11.5,47.5,24.8,2012,1.4
01680025,96.4,6.1,18.2,2.3,2012,0.0
07550525,94.8,6.1,5.2,5.2,2012,47.5
03480280,95.4,7.6,30.4,11.3,2012,1.2
02010085,96.2,6.4,21.1,8.8,2012,1.1
03480605,94.5,9.8,39.4,12.4,2012,1.0
02200005,95.9,7.0,27.0,8.9,2012,0.8
02810550,80.9,25.3,71.6,68.5,2012,11.4
04680505,98.9,2.0,2.2,0.0,2012,0.0
02100410,95.2,8.4,31.8,12.2,2012,0.5
06800050,96.6,6.0,19.7,3.2,2012,0.6
03100310,84.6,23.4,83.3,66.7,2012,0.0
01410505,95.1,8.4,25.1,12.3,2012,2.7
01590005,96.5,6.2,17.9,3.8,2012,1.4
02810340,92.4,13.0,48.2,25.7,2012,3.4
07650018,94.9,9.1,31.3,8.8,2012,1.8
07650015,93.6,11.7,40.0,20.0,2012,0.0
02240005,95.5,7.6,27.1,10.1,2012,0.0
02880010,96.8,5.8,16.3,1.9,2012,0.6
03480026,95.2,8.2,38.8,14.3,2012,0.8
02810175,95.7,7.5,30.1,7.0,2012,4.6
00310505,94.9,8.8,33.2,10.8,2012,3.0
00460035,95.8,7.3,26.1,7.9,2012,0.2
01630035,95.2,8.1,32.6,13.8,2012,3.8
01490525,95.0,8.6,36.9,13.6,2012,0.0
01490535,89.0,18.7,49.7,31.7,2012,13.0
04120530,96.3,6.9,24.2,6.7,2012,6.2
02810185,94.6,9.1,37.2,14.5,2012,5.5
00610510,93.2,11.6,43.4,20.4,2012,1.5
00610505,91.9,13.6,49.9,26.1,2012,1.3
02200015,96.8,5.5,16.5,4.3,2012,0.9
00170015,97.3,4.8,13.5,0.7,2012,0.0
01620505,95.5,7.9,26.8,7.5,2012,1.2
00610040,94.3,9.9,39.9,14.9,2012,0.0
00000000,94.9,8.7,30.3,12.5,2012,1.9
01010040,96.3,6.7,22.9,7.5,2012,0.0
01620015,96.7,5.7,18.3,4.4,2012,0.8
03420505,95.4,7.9,22.8,10.8,2012,0.7
00070005,96.2,6.3,22.3,5.4,2012,0.3
03350050,95.1,6.4,20.8,15.1,2012,0.0
00140005,97.7,3.9,6.6,0.8,2012,0.0
07450005,97.0,5.3,14.0,1.7,2012,0.0
00310305,96.1,6.9,22.0,8.3,2012,0.5
07660010,95.4,7.6,24.5,7.5,2012,0.4
06450005,94.6,8.4,31.0,15.4,2012,0.0
01980005,96.2,6.4,21.0,5.5,2012,0.0
02660305,96.4,6.5,21.4,5.4,2012,0.0
00240005,94.4,9.2,35.1,14.1,2012,0.0
02810500,91.1,14.9,53.2,32.5,2012,9.3
02130305,96.1,6.9,23.9,7.1,2012,0.2
04370505,94.2,9.8,31.0,17.5,2012,13.7
06720405,94.9,9.0,32.4,9.2,2012,0.6
02930057,95.7,7.2,26.6,9.7,2012,1.7
02070080,96.4,6.4,18.4,2.7,2012,0.0
02650505,95.3,8.2,26.0,9.4,2012,1.8
00090020,96.6,6.0,19.7,3.3,2012,0.0
03480110,94.9,8.9,30.0,13.6,2012,3.2
00160320,96.0,7.0,24.4,8.4,2012,0.0
02710035,96.7,5.8,19.4,3.3,2012,0.3
01420015,94.7,9.0,36.3,10.3,2012,0.0
01680300,96.0,7.1,24.8,6.3,2012,0.0
07050505,97.7,4.1,8.3,3.1,2012,0.2
02900305,97.1,5.2,13.8,3.4,2012,0.0
03470410,95.5,8.0,32.1,9.1,2012,0.0
00350141,95.5,7.8,30.6,12.8,2012,6.2
07350505,93.2,11.9,41.8,17.1,2012,3.2
06980010,97.3,4.9,14.8,0.7,2012,1.1
06220010,95.4,8.0,29.0,9.3,2012,0.0
02460002,96.6,6.1,17.6,3.3,2012,0.0
01990505,94.8,9.3,30.7,12.1,2012,0.0
00460015,95.7,7.6,27.5,7.2,2012,0.5
00940010,96.7,5.7,18.0,2.9,2012,1.3
03440005,96.7,5.6,15.1,2.7,2012,0.3
01980310,96.3,6.6,21.7,5.2,2012,0.0
00670020,96.3,6.4,22.2,2.0,2012,0.0
02010095,95.5,7.7,30.1,11.6,2012,3.6
01530030,95.4,7.7,28.3,10.7,2012,0.0
00260005,96.8,5.7,16.2,2.7,2012,0.0
01140305,94.1,10.0,37.7,16.8,2012,0.4
03470043,95.6,7.3,25.9,10.0,2012,1.4
06730001,95.2,7.6,29.2,9.7,2012,0.0
00870305,95.3,8.4,27.7,7.6,2012,0.6
02010410,95.0,8.7,33.3,12.3,2012,1.0
01630405,93.2,11.7,43.0,22.4,2012,3.8
07730405,95.6,7.9,27.9,8.8,2012,1.4
02310003,96.0,7.2,25.6,5.3,2012,0.0
00380005,97.1,5.2,10.6,1.7,2012,1.4
00260010,95.9,7.3,26.5,4.6,2012,0.8
01630100,96.0,6.9,26.7,7.9,2012,2.3
01780025,96.3,6.5,23.0,3.7,2012,0.9
08850605,96.4,6.2,18.9,3.7,2012,0.2
03140025,95.6,7.6,29.3,9.4,2012,0.0
00350360,94.7,9.0,34.5,18.1,2012,1.5
01750305,96.9,5.5,14.6,4.8,2012,0.0
03480002,99.9,0.2,0.8,0.6,2012,0.0
07750315,96.0,7.0,23.3,5.6,2012,0.0
02290510,93.5,11.1,42.0,18.9,2012,2.1
02910305,96.0,7.3,31.0,5.9,2012,0.1
00350116,95.5,7.9,28.4,10.4,2012,3.2
03350012,97.0,5.3,14.3,1.4,2012,0.0
06030020,95.7,7.2,25.4,7.7,2012,0.8
00240006,95.7,7.7,30.7,9.0,2012,0.0
02440040,95.6,7.6,30.6,10.3,2012,0.7
06500310,96.2,6.8,20.1,5.1,2012,0.2
01810050,96.0,7.0,26.6,6.8,2012,0.4
00980005,95.9,7.2,25.2,7.5,2012,2.7
00200004,-,-,0.0,0.0,2012,0.0
02270305,95.3,8.1,26.7,12.1,2012,2.1
02810530,87.7,19.7,56.2,39.8,2012,21.0
00990015,95.7,6.7,24.7,8.8,2012,0.0
03250025,95.7,7.3,26.1,6.2,2012,0.3
03480185,96.6,6.0,18.8,4.2,2012,1.0
02520305,95.7,7.5,29.0,8.8,2012,1.7
02070125,97.0,5.2,14.8,3.2,2012,0.0
06740310,94.8,8.9,32.0,13.8,2012,0.0
02810110,94.6,9.1,36.4,16.4,2012,6.5
04380505,97.9,4.1,10.5,3.3,2012,3.4
02810165,96.2,6.7,22.7,4.8,2012,2.5
01990040,97.1,5.2,13.3,2.1,2012,0.0
02430055,95.7,7.1,26.7,12.3,2012,0.2
07250020,96.4,6.4,22.5,3.4,2012,0.0
01390505,96.2,6.6,23.4,4.6,2012,0.1
01600345,95.8,7.3,29.4,8.2,2012,0.9
06980030,97.0,5.3,14.8,2.2,2012,0.0
01510505,94.4,9.5,36.7,16.0,2012,4.9
01860017,96.0,6.7,22.8,5.6,2012,0.0
00350581,87.3,18.6,49.7,43.0,2012,21.7
00020030,96.8,5.8,20.5,3.1,2012,0.2
01330018,95.5,7.9,26.2,10.8,2012,0.7
06220008,95.3,8.2,29.3,10.2,2012,1.3
01700006,94.9,7.9,30.4,14.0,2012,0.0
01490008,95.6,7.6,27.6,9.0,2012,0.7
01000035,95.9,7.2,26.0,8.0,2012,0.0
03430505,92.8,12.0,41.6,22.8,2012,2.9
03470065,96.1,6.6,20.2,5.4,2012,0.6
01820011,94.2,9.6,38.9,15.7,2012,0.0
02380010,96.3,6.0,22.0,5.3,2012,1.7
00140505,95.7,7.6,22.6,8.5,2012,0.3
01180005,96.7,5.8,17.0,3.6,2012,0.0
02440410,95.5,7.7,28.1,13.0,2012,1.0
02740510,65.1,51.4,85.1,82.4,2012,23.2
00440078,95.7,7.4,29.8,10.4,2012,0.6
02010505,86.4,21.5,64.0,47.9,2012,15.3
03100025,94.2,8.4,32.1,16.1,2012,0.0
07530005,95.1,8.2,33.7,12.9,2012,0.5
00770003,93.5,5.7,16.1,14.9,2012,0.0
03210505,96.4,6.4,19.1,5.6,2012,0.4
08250605,96.3,6.4,20.0,7.4,2012,1.4
00820006,95.2,8.3,27.0,4.8,2012,1.0
00350153,93.8,10.4,44.3,18.2,2012,3.7
03480050,94.6,8.9,35.9,16.7,2012,1.5
03480052,94.6,9.0,37.4,13.8,2012,4.0
02010405,92.7,12.6,44.3,24.0,2012,2.2
07350515,-,-,0.0,0.0,2012,0.0
08710605,96.9,5.6,18.2,3.8,2012,0.1
06450015,95.7,7.4,27.3,7.9,2012,0.3
02070320,96.6,6.0,20.0,4.7,2012,0.0
03480503,91.3,14.3,49.9,28.5,2012,9.1
02200010,96.4,6.1,19.4,6.3,2012,0.4
01640020,96.7,5.8,15.9,2.2,2012,0.3
00490035,95.7,7.5,25.6,7.7,2012,1.0
01000006,94.7,9.0,38.4,15.1,2012,0.3
06650001,95.8,7.2,25.8,8.6,2012,1.5
07670010,95.4,7.8,27.2,12.4,2012,1.5
00710032,96.7,5.8,18.7,2.1,2012,0.0
02190005,96.2,6.6,18.3,4.5,2012,0.5
03480285,95.6,7.8,29.3,7.7,2012,2.5
00090505,95.7,7.7,25.8,9.5,2012,1.0
02640505,94.4,9.3,27.5,12.5,2012,2.8
06650015,96.6,6.0,17.8,5.3,2012,0.0
00850005,95.3,8.0,31.0,9.7,2012,0.0
00100005,96.7,5.9,19.5,4.9,2012,0.6
01600020,94.2,9.6,39.1,18.4,2012,0.0
02130014,96.0,7.0,23.8,4.4,2012,0.0
01770305,96.4,6.5,20.6,4.1,2012,0.0
04500105,95.8,7.4,24.0,6.6,2012,0.0
03080065,95.5,7.1,26.6,9.1,2012,0.3
06750015,96.9,5.4,16.1,2.3,2012,0.0
01490053,94.6,9.2,39.0,12.8,2012,1.6
00730005,95.8,6.8,23.4,7.4,2012,0.0
07730015,95.2,8.0,29.6,9.3,2012,0.0
07780010,96.0,7.0,25.0,5.3,2012,0.4
01450005,96.1,6.9,22.6,5.9,2012,0.3
00080020,95.6,7.4,25.7,11.0,2012,0.0
00080050,95.6,7.7,28.7,10.6,2012,0.0
02100025,96.2,6.8,22.2,7.0,2012,0.3
00790410,96.0,6.9,23.4,10.5,2012,0.0
00350096,98.0,3.3,7.0,2.3,2012,1.2
01780020,96.7,5.6,17.1,5.8,2012,1.0
02390305,95.5,7.8,28.4,9.5,2012,0.4
07350030,95.2,8.6,32.7,10.5,2012,0.0
02850015,97.2,5.0,11.8,1.5,2012,0.5
01310410,96.4,6.4,21.2,3.0,2012,0.1
00960020,95.1,8.5,37.6,8.6,2012,0.5
02660505,96.0,7.2,21.9,7.2,2012,0.6
03210025,95.7,7.2,27.0,8.1,2012,0.0
02810125,95.4,8.0,33.2,8.2,2012,3.8
07170020,95.1,8.6,24.0,6.2,2012,1.8
02810080,93.4,10.8,39.6,21.6,2012,4.8
00350304,95.6,7.8,33.2,8.9,2012,2.4
00100505,93.7,10.9,35.2,16.4,2012,0.7
02110010,96.2,6.8,23.7,4.6,2012,0.4
06580005,96.7,5.7,18.6,2.4,2012,0.5
01490080,94.9,8.8,33.4,14.0,2012,1.5
00790025,96.7,5.5,21.2,6.8,2012,9.8
04530005,94.7,8.6,34.5,15.2,2012,5.0
02100005,94.9,8.7,31.4,12.6,2012,0.0
02290010,95.9,7.0,26.4,7.7,2012,2.1
00350062,95.7,7.3,26.8,8.1,2012,1.7
03320005,93.9,9.7,37.5,19.5,2012,0.0
00860305,95.7,7.5,29.7,8.4,2012,1.2
02930007,95.7,7.6,28.1,6.8,2012,1.4
02110020,96.0,7.1,26.2,6.7,2012,0.0
00010002,95.9,7.0,24.2,6.7,2012,0.0
00350430,93.7,10.7,43.4,18.8,2012,4.5
02620040,96.3,6.6,20.1,6.8,2012,0.8
02850505,94.2,10.1,29.9,14.2,2012,5.4
01370025,91.6,13.1,55.0,33.6,2012,1.2
02070120,96.2,6.9,23.8,4.6,2012,0.0
00440505,93.1,11.6,40.9,22.5,2012,7.5
07650035,94.9,9.0,38.9,10.1,2012,0.7
00200010,94.8,8.7,30.4,13.1,2012,0.5
01980505,94.7,9.2,29.0,11.6,2012,0.5
02480035,96.0,6.8,27.3,10.0,2012,0.5
04690505,95.6,7.9,26.8,11.6,2012,10.8
07350310,95.2,8.5,30.9,10.9,2012,0.0
00350156,95.1,8.5,32.1,11.8,2012,3.5
00440110,94.0,10.0,43.7,21.5,2012,0.8
04930505,70.0,34.7,74.1,82.6,2012,20.4
03070305,96.2,6.8,23.9,7.7,2012,0.2
01490017,96.0,6.9,24.0,8.1,2012,0.0
03080005,96.5,5.3,16.8,7.2,2012,2.2
00350180,93.8,10.7,42.7,20.8,2012,1.7
03310305,96.3,6.5,20.1,5.8,2012,0.7
01490003,94.4,8.1,30.9,15.7,2012,0.0
03320040,97.1,5.0,12.7,3.1,2012,0.0
03170005,96.7,5.9,18.1,1.5,2012,0.0
07750027,96.3,6.3,18.7,3.4,2012,0.0
03300010,96.4,6.3,22.4,3.3,2012,0.4
06400505,95.6,7.9,26.3,9.3,2012,0.5
02070070,96.3,6.5,25.6,5.7,2012,0.0
02650015,96.7,5.8,16.9,3.3,2012,0.0
07670008,96.2,6.7,24.3,6.1,2012,1.6
01820305,94.9,9.0,32.0,13.5,2012,0.8
02480520,71.6,39.6,84.0,76.6,2012,44.7
02420020,94.6,9.0,43.5,11.3,2012,0.0
08100605,96.1,6.9,22.1,5.2,2012,0.0
00940020,96.1,6.9,23.6,5.6,2012,0.5
06800305,95.7,7.6,29.2,6.1,2012,0.0
01600036,95.8,7.1,28.8,8.9,2012,0.8
02130020,96.8,5.2,12.0,4.6,2012,0.4
03080060,95.9,6.2,19.8,10.1,2012,0.0
00480303,95.6,7.7,27.7,7.9,2012,0.1
02900005,97.1,5.0,14.2,2.2,2012,0.0
08520605,95.7,7.2,23.8,9.8,2012,0.6
01670003,85.1,16.5,37.7,34.6,2012,0.0
01970005,95.3,8.0,32.3,9.7,2012,0.6
01710020,96.3,6.6,22.6,4.6,2012,0.3
01220004,96.4,6.3,20.2,2.6,2012,0.6
02740111,96.4,6.4,21.1,6.3,2012,0.2
00880025,96.8,5.6,17.1,2.0,2012,0.0
04840505,95.5,7.8,28.7,12.7,2012,6.1
07750001,95.1,6.3,18.7,11.7,2012,0.0
00350382,97.0,4.9,16.5,4.9,2012,2.0
02070055,96.4,6.4,23.4,3.4,2012,0.3
03420060,97.1,5.2,14.9,2.9,2012,0.0
01490002,92.6,12.2,51.0,26.2,2012,0.0
01590025,96.3,6.5,20.5,7.0,2012,0.0
01000055,95.8,7.1,27.8,9.0,2012,1.2
02100505,94.7,9.3,32.7,14.1,2012,5.7
03480423,94.1,10.1,39.2,16.8,2012,0.5
04470205,96.4,6.3,19.4,4.6,2012,0.3
01850090,96.8,5.6,17.3,5.9,2012,0.0
02810570,75.2,33.3,75.2,72.5,2012,26.8
00350226,92.8,12.0,42.0,23.9,2012,3.0
03160505,90.4,16.1,57.6,36.4,2012,6.4
01740010,95.7,7.4,27.4,7.1,2012,0.3
00350122,93.9,10.6,41.5,17.9,2012,2.0
02520510,93.9,10.6,36.8,15.4,2012,0.7
02480025,95.3,7.9,28.2,13.1,2012,1.5
00250315,95.5,7.9,28.7,9.7,2012,0.3
01490534,92.1,12.3,39.2,24.6,2012,6.6
02270008,95.7,7.2,23.3,8.3,2012,0.4
00400505,95.1,8.5,32.9,13.0,2012,0.5
00730505,93.0,12.3,43.3,20.6,2012,1.9
02810100,93.1,11.3,46.5,20.4,2012,4.3
00160001,96.7,5.7,18.9,4.1,2012,0.3
07800035,96.1,7.0,25.5,5.9,2012,0.0
01280100,93.5,11.1,45.3,21.7,2012,0.2
04750505,95.9,7.1,25.0,11.2,2012,4.5
03480053,94.4,9.2,41.4,15.4,2012,2.9
03480145,96.2,6.3,24.1,7.5,2012,0.4
02390030,96.1,6.7,24.3,4.6,2012,0.4
00520405,95.4,8.0,29.5,9.7,2012,2.9
00560001,93.7,10.7,33.6,15.8,2012,0.0
03470060,95.9,7.2,26.1,5.3,2012,0.0
00440415,95.8,7.3,26.1,10.8,2012,2.1
00350183,95.5,7.8,31.4,8.1,2012,4.9
00560005,96.2,6.7,22.0,6.0,2012,0.3
00950320,93.6,11.0,44.6,23.9,2012,4.2
02120007,96.1,6.8,17.6,5.3,2012,0.6
02430065,97.2,4.8,14.1,4.2,2012,1.0
02810155,94.0,10.4,36.8,18.9,2012,3.4
00570003,94.4,8.5,33.9,15.1,2012,0.0
00970315,93.8,10.2,40.3,24.0,2012,1.7
02390012,96.6,6.0,19.8,3.4,2012,0.2
06150005,83.6,26.6,81.3,59.4,2012,18.5
02480014,94.9,8.7,33.5,12.8,2012,1.7
02040305,96.2,6.7,25.4,5.6,2012,0.2
03230505,95.6,7.7,28.7,9.1,2012,0.5
06850005,91.2,14.6,36.3,15.9,2012,1.4
01140035,94.1,9.9,42.0,19.5,2012,2.0
00570025,95.2,8.0,31.1,13.7,2012,1.8
01850310,95.5,7.8,25.3,8.2,2012,0.6
02920020,96.8,5.7,18.8,2.7,2012,0.5
03360110,95.8,7.3,27.1,7.0,2012,1.0
01370605,85.2,23.5,71.8,48.8,2012,19.7
01600085,84.9,27.1,77.3,68.2,2012,0.0
00020020,97.0,5.4,15.8,1.6,2012,0.2
00560505,96.2,6.7,21.7,7.5,2012,1.8
01110010,96.7,5.8,19.6,4.8,2012,0.0
01490531,89.4,17.9,51.4,34.8,2012,16.1
00200315,95.5,7.8,27.9,10.6,2012,0.1
06450505,90.3,16.1,54.1,33.2,2012,3.4
03480220,95.5,7.8,25.7,8.3,2012,1.1
01070010,93.8,10.8,45.6,17.1,2012,0.4
01700045,96.0,6.9,25.8,7.1,2012,0.1
01070042,95.8,7.3,28.4,6.0,2012,1.1
07670505,94.2,9.7,36.3,19.1,2012,8.3
01650505,93.4,11.2,35.9,20.4,2012,6.7
06580010,96.4,6.1,19.6,5.3,2012,4.0
00140010,96.1,6.7,24.6,4.2,2012,0.5
04560050,96.2,6.9,26.3,8.0,2012,3.3
00350543,65.2,54.9,83.2,81.9,2012,29.3
00570505,90.6,14.9,47.3,33.7,2012,9.4
08540605,94.4,9.7,37.6,15.0,2012,0.9
07350005,95.2,8.5,36.9,9.3,2012,0.3
01620020,95.9,7.0,23.3,7.8,2012,0.0
02760008,96.2,6.3,20.2,6.3,2012,2.5
01680010,96.7,5.9,19.5,1.7,2012,0.6
