Org Code,% Emergency Removal,% Expulsion,% In-School Suspension,% Out-of-School Suspension,% Permanent Expulsion,% Removed to Alternate Setting,SCHOOL,Source,Students,Students Disciplined,Year
06980020,,,,,,,Manchester Essex Regional - Essex Elementary,student_suspensions_2013,273,0,2013
06980510,,,,,,,Manchester Essex Regional - Manchester Essex Regional High School,student_suspensions_2013,499,3,2013
06980030,,,,,,,Manchester Essex Regional - Manchester Essex Regional Middle School,student_suspensions_2013,350,0,2013
06980010,,,,,,,Manchester Essex Regional - Manchester Memorial Elementary,student_suspensions_2013,468,1,2013
01670007,,,,,,,Mansfield - Everett W Robinson,student_suspensions_2013,857,0,2013
01670035,,,0.0,0.7,0.0,0.0,Mansfield - Harold L Qualters Middle,student_suspensions_2013,1133,8,2013
01670014,,,,,,,Mansfield - Jordan/Jackson Elementary,student_suspensions_2013,1076,1,2013
01670505,,,0.0,2.0,0.0,0.0,Mansfield - Mansfield High,student_suspensions_2013,1421,29,2013
01670003,,,,,,,Mansfield - Roland Green School,student_suspensions_2013,114,0,2013
01680025,,,,,,,Marblehead - Dr Samuel C Eveleth,student_suspensions_2013,81,0,2013
01680015,,,,,,,Marblehead - Elbridge Gerry,student_suspensions_2013,167,0,2013
01680020,,,,,,,Marblehead - Glover,student_suspensions_2013,258,0,2013
01680010,,,,,,,Marblehead - L H Coffin,student_suspensions_2013,176,0,2013
01680005,,,,,,,Marblehead - Malcolm L Bell,student_suspensions_2013,379,0,2013
01680505,,,3.5,2.6,0.0,0.0,Marblehead - Marblehead High,student_suspensions_2013,1007,52,2013
01680300,,,,,,,Marblehead - Marblehead Veterans Middle School,student_suspensions_2013,514,0,2013
01680016,,,0.1,0.8,0.0,0.0,Marblehead - Village School,student_suspensions_2013,742,7,2013
04640305,,,,,,,Marblehead Community Charter Public (District) - Marblehead Community Charter Public School,student_suspensions_2013,235,5,2013
01690005,,,,,,,Marion - Sippican,student_suspensions_2013,483,0,2013
01700045,,,4.5,5.2,0.0,0.0,Marlborough - 1 LT Charles W. Whitcomb School,student_suspensions_2013,1457,110,2013
01700030,,,,,,,Marlborough - Charles Jaworek School,student_suspensions_2013,746,0,2013
01700006,,,,,,,Marlborough - Early Childhood Center,student_suspensions_2013,201,0,2013
01700008,,,,,,,Marlborough - Francis J Kane,student_suspensions_2013,701,0,2013
01700505,,,2.7,10.6,0.0,0.0,Marlborough - Marlborough High,student_suspensions_2013,1206,142,2013
01700025,,,,,,,Marlborough - Richer,student_suspensions_2013,587,0,2013
01710015,,,,,,,Marshfield - Daniel Webster,student_suspensions_2013,454,0,2013
01710005,,,,,,,Marshfield - Eames Way School,student_suspensions_2013,349,0,2013
01710310,,,3.0,3.5,0.0,0.0,Marshfield - Furnace Brook Middle,student_suspensions_2013,1079,52,2013
01710020,,,,,,,Marshfield - Gov Edward Winslow,student_suspensions_2013,459,0,2013
01710505,,,0.0,6.6,0.0,0.0,Marshfield - Marshfield High,student_suspensions_2013,1389,91,2013
01710025,,,,,,,Marshfield - Martinson Elementary,student_suspensions_2013,432,0,2013
01710010,,,,,,,Marshfield - South River,student_suspensions_2013,476,0,2013
04660550,,,,,,,Martha's Vineyard Charter (District) - Martha's Vineyard Charter School,student_suspensions_2013,184,0,2013
07000505,,,3.4,6.4,0.0,0.0,Marthas Vineyard - Marthas Vineyard Regional High,student_suspensions_2013,707,57,2013
04920005,,,1.3,11.7,0.0,0.0,Martin Luther King Jr. Charter School of Excellence (District) - Martin Luther King Jr. Charter School of Excellence,student_suspensions_2013,377,47,2013
07050505,,,2.4,1.1,0.0,0.0,Masconomet - Masconomet Regional High School,student_suspensions_2013,1366,44,2013
07050405,,,1.8,2.1,0.0,0.0,Masconomet - Masconomet Regional Middle School,student_suspensions_2013,709,23,2013
01720005,,,,,,,Mashpee - Kenneth Coombs School,student_suspensions_2013,484,0,2013
01720505,,,0.0,6.2,0.0,0.0,Mashpee - Mashpee High,student_suspensions_2013,467,29,2013
01720020,,,,,,,Mashpee - Mashpee Middle School,student_suspensions_2013,276,1,2013
01720035,,,2.4,2.2,0.0,0.0,Mashpee - Quashnet School,student_suspensions_2013,582,23,2013
01730005,,,,,,,Mattapoisett - Center,student_suspensions_2013,305,0,2013
01730010,,,2.8,0.0,0.0,0.0,Mattapoisett - Old Hammondtown,student_suspensions_2013,217,6,2013
01740305,,,1.6,1.8,0.0,0.0,Maynard - Fowler School,student_suspensions_2013,549,16,2013
01740010,,,,,,,Maynard - Green Meadow,student_suspensions_2013,549,0,2013
01740505,,,0.0,2.0,0.0,0.0,Maynard - Maynard High,student_suspensions_2013,306,6,2013
01750005,,,,,,,Medfield - Dale Street,student_suspensions_2013,422,0,2013
01750505,,,0.0,1.1,0.0,0.0,Medfield - Medfield Senior High,student_suspensions_2013,906,10,2013
01750003,,,,,,,Medfield - Memorial School,student_suspensions_2013,383,0,2013
01750007,,,,,,,Medfield - Ralph Wheelock School,student_suspensions_2013,394,0,2013
01750305,,,1.6,0.1,0.0,0.0,Medfield - Thomas Blake Middle,student_suspensions_2013,699,12,2013
01760130,,,,,,,Medford - Brooks School,student_suspensions_2013,588,2,2013
01760140,,,0.8,1.6,0.0,0.0,Medford - Christopher Columbus,student_suspensions_2013,501,11,2013
01760510,,,0.0,34.6,0.0,0.0,Medford - Curtis-Tufts,student_suspensions_2013,26,9,2013
01760068,,,0.0,1.0,0.0,0.0,Medford - John J McGlynn Elementary School,student_suspensions_2013,575,6,2013
01760320,,,1.2,3.6,0.0,0.0,Medford - John J. McGlynn Middle School,student_suspensions_2013,585,24,2013
01760315,,,0.0,5.4,0.0,0.0,Medford - Madeleine Dugger Andrews,student_suspensions_2013,540,29,2013
01760505,,,0.0,6.0,0.0,0.0,Medford - Medford High,student_suspensions_2013,1271,76,2013
01760605,,,0.0,11.9,0.0,0.0,Medford - Medford Vocational Technical High,student_suspensions_2013,218,26,2013
01760150,,,,,,,Medford - Milton Fuller Roberts,student_suspensions_2013,578,0,2013
01770010,,,,,,,Medway - Francis J Burke Elementary,student_suspensions_2013,182,0,2013
01770013,,,,,,,Medway - John D Mc Govern Elementary,student_suspensions_2013,320,0,2013
01770505,,,0.5,2.2,0.0,0.0,Medway - Medway High,student_suspensions_2013,812,18,2013
01770305,,,,,,,Medway - Medway Middle,student_suspensions_2013,848,5,2013
01770015,,,,,,,Medway - Memorial Elementary,student_suspensions_2013,357,0,2013
01780003,,,,,,,Melrose - Early Childhood Center,student_suspensions_2013,286,0,2013
01780017,,,,,,,Melrose - Herbert Clark Hoover,student_suspensions_2013,265,0,2013
01780025,,,,,,,Melrose - Horace Mann,student_suspensions_2013,270,0,2013
01780020,,,,,,,Melrose - Lincoln,student_suspensions_2013,351,5,2013
01780505,,,0.6,2.6,0.0,0.0,Melrose - Melrose High,student_suspensions_2013,958,28,2013
01780305,,,0.1,2.5,0.0,0.0,Melrose - Melrose Middle,student_suspensions_2013,872,22,2013
01780035,,,,,,,Melrose - Roosevelt,student_suspensions_2013,401,0,2013
01780050,,,,,,,Melrose - Winthrop,student_suspensions_2013,348,2,2013
07100179,,,,,,,Mendon-Upton - Henry P Clough,student_suspensions_2013,504,1,2013
07100001,,,,,,,Mendon-Upton - Memorial School,student_suspensions_2013,507,0,2013
07100015,,,1.2,0.5,0.0,0.0,Mendon-Upton - Miscoe Hill School,student_suspensions_2013,845,13,2013
07100510,,,4.6,8.2,0.0,0.0,Mendon-Upton - Nipmuc Regional High,student_suspensions_2013,741,80,2013
01810050,,,0.8,2.3,0.0,0.0,Methuen - Comprehensive Grammar School,student_suspensions_2013,1239,31,2013
01810060,,,2.6,3.1,0.0,0.0,Methuen - Donald P Timony Grammar,student_suspensions_2013,1485,73,2013
01810030,,,0.6,1.4,0.0,0.0,Methuen - Marsh Grammar School,student_suspensions_2013,1328,24,2013
01810505,,,0.0,3.6,0.0,0.0,Methuen - Methuen High,student_suspensions_2013,1877,68,2013
01810004,,,,,,,Methuen - Pleasant Valley School,student_suspensions_2013,35,0,2013
01810055,,,0.0,2.4,0.0,0.0,Methuen - Tenney Grammar School,student_suspensions_2013,1433,34,2013
01820008,,,0.4,1.3,0.0,0.0,Middleborough - Henry B. Burkland Elementary School,student_suspensions_2013,696,11,2013
01820305,,,0.0,6.9,0.0,0.0,Middleborough - John T. Nichols Middle,student_suspensions_2013,831,57,2013
01820010,,,0.3,1.3,0.0,0.0,Middleborough - Mary K. Goode Elementary School,student_suspensions_2013,681,10,2013
01820011,,,,,,,Middleborough - Memorial Early Childhood Center,student_suspensions_2013,319,2,2013
01820505,,,19.4,9.7,0.0,0.0,Middleborough - Middleborough High,student_suspensions_2013,876,199,2013
01840003,,,,,,,Middleton - Fuller Meadow,student_suspensions_2013,282,1,2013
01840005,,,,,,,Middleton - Howe-Manning,student_suspensions_2013,550,2,2013
01850065,,,,,,,Milford - Brookside,student_suspensions_2013,593,3,2013
01850010,,,,,,,Milford - Memorial,student_suspensions_2013,503,1,2013
01850505,,,9.6,6.7,0.0,0.0,Milford - Milford High,student_suspensions_2013,1175,145,2013
01850310,,,0.0,3.7,0.0,0.0,Milford - Milford Middle East,student_suspensions_2013,323,12,2013
01850075,,,,,,,Milford - Shining Star Early Childhood Center,student_suspensions_2013,177,0,2013
01850305,,,0.0,4.2,0.0,0.0,Milford - Stacy Middle,student_suspensions_2013,984,41,2013
01850090,,,,,,,Milford - Woodland,student_suspensions_2013,652,4,2013
01860017,,,,,,,Millbury - Elmwood Street,student_suspensions_2013,682,2,2013
01860505,,,14.7,10.8,0.0,0.0,Millbury - Millbury Junior/Senior High,student_suspensions_2013,777,138,2013
01860025,,,3.9,2.7,0.0,0.0,Millbury - Raymond E. Shaw Elementary,student_suspensions_2013,414,21,2013
01870005,,,,,,,Millis - Clyde F Brown,student_suspensions_2013,627,1,2013
01870505,,,0.0,1.5,0.0,0.0,Millis - Millis High School,student_suspensions_2013,399,6,2013
01870020,,,,,,,Millis - Millis Middle,student_suspensions_2013,445,3,2013
01890410,,,0.1,4.3,0.0,0.0,Milton - Charles S Pierce Middle,student_suspensions_2013,904,40,2013
01890005,,,,,,,Milton - Collicot,student_suspensions_2013,667,1,2013
01890007,,,,,,,Milton - Cunningham School,student_suspensions_2013,470,0,2013
01890010,,,,,,,Milton - Glover,student_suspensions_2013,558,0,2013
01890505,,,4.7,3.0,0.0,0.0,Milton - Milton High,student_suspensions_2013,1025,68,2013
01890020,,,,,,,Milton - Tucker,student_suspensions_2013,399,0,2013
08300605,,,3.0,8.5,0.0,0.0,Minuteman Regional Vocational Technical - Minuteman Regional High,student_suspensions_2013,672,71,2013
07170005,,,,,,,Mohawk Trail - Buckland-Shelburne Regional,student_suspensions_2013,227,1,2013
07170010,,,,,,,Mohawk Trail - Colrain Central,student_suspensions_2013,120,0,2013
07170015,,,,,,,Mohawk Trail - Heath Elementary,student_suspensions_2013,73,2,2013
07170505,,,5.0,5.8,0.0,0.0,Mohawk Trail - Mohawk Trail Regional High,student_suspensions_2013,521,41,2013
07170020,,,,,,,Mohawk Trail - Sanderson Academy,student_suspensions_2013,119,2,2013
07120001,,,,,,,Monomoy Regional School District - Chatham Elementary School,student_suspensions_2013,289,0,2013
07120505,,,0.0,3.9,0.0,0.0,Monomoy Regional School District - Chatham High School,student_suspensions_2013,154,6,2013
07120305,,,2.6,6.2,0.0,0.5,Monomoy Regional School District - Chatham Middle School,student_suspensions_2013,193,13,2013
07120002,,,,,,,Monomoy Regional School District - Harwich Elementary School,student_suspensions_2013,617,2,2013
07120510,,,0.0,10.2,0.0,0.0,Monomoy Regional School District - Harwich High School,student_suspensions_2013,342,35,2013
07120310,,,0.0,6.7,0.0,0.0,Monomoy Regional School District - Harwich Middle School,student_suspensions_2013,403,27,2013
01910310,,,0.2,2.0,0.0,0.0,Monson - Granite Valley Middle,student_suspensions_2013,445,10,2013
01910505,,,0.0,3.7,0.0,0.0,Monson - Monson Innovation High School,student_suspensions_2013,374,14,2013
01910025,,,1.4,1.0,0.0,0.0,Monson - Quarry Hill Community School,student_suspensions_2013,490,11,2013
08320605,,,18.2,4.2,0.0,0.0,Montachusett Regional Vocational Technical - Montachusett Regional Vocational Technical,student_suspensions_2013,1445,293,2013
07150505,,,1.9,1.9,0.0,0.0,Mount Greylock - Mt Greylock Regional High,student_suspensions_2013,577,18,2013
04700105,,,2.7,1.9,0.0,0.0,Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,student_suspensions_2013,1503,61,2013
01960010,,,,,,,Nahant - Johnson,student_suspensions_2013,195,0,2013
01970010,,,5.1,2.5,0.0,0.0,Nantucket - Cyrus Peirce,student_suspensions_2013,314,19,2013
01970005,,,0.0,1.7,0.0,0.0,Nantucket - Nantucket Elementary,student_suspensions_2013,698,12,2013
01970505,,,2.7,4.1,0.2,0.2,Nantucket - Nantucket High,student_suspensions_2013,443,27,2013
07200005,,,,,,,Narragansett - Baldwinville Elementary,student_suspensions_2013,218,0,2013
07200305,,,0.8,2.2,0.0,0.0,Narragansett - Narragansett Middle,student_suspensions_2013,506,14,2013
07200505,,,1.1,2.7,0.0,0.0,Narragansett - Narragansett Regional High,student_suspensions_2013,445,14,2013
07200003,,,,,,,Narragansett - Phillipston Memorial,student_suspensions_2013,171,0,2013
07200020,,,,,,,Narragansett - Templeton Center,student_suspensions_2013,138,0,2013
07250020,,,,,,,Nashoba - Center School,student_suspensions_2013,584,0,2013
07250025,,,,,,,Nashoba - Florence Sawyer School,student_suspensions_2013,858,0,2013
07250310,,,,,,,Nashoba - Hale,student_suspensions_2013,303,0,2013
07250305,,,,,,,Nashoba - Luther Burbank Middle School,student_suspensions_2013,253,0,2013
07250010,,,,,,,Nashoba - Mary Rowlandson Elementary,student_suspensions_2013,514,0,2013
07250505,,,6.0,4.3,0.0,0.3,Nashoba - Nashoba Regional,student_suspensions_2013,1036,84,2013
08520605,,,0.0,5.6,0.0,0.0,Nashoba Valley Regional Vocational Technical - Nashoba Valley Technical High School,student_suspensions_2013,695,39,2013
01980005,,,,,,,Natick - Bennett-Hemenway,student_suspensions_2013,576,0,2013
01980010,,,,,,,Natick - Brown,student_suspensions_2013,479,0,2013
01980305,,,,,,,Natick - J F Kennedy Middle School,student_suspensions_2013,652,3,2013
01980031,,,,,,,Natick - Johnson,student_suspensions_2013,217,0,2013
01980035,,,,,,,Natick - Lilja Elementary,student_suspensions_2013,388,0,2013
01980043,,,,,,,Natick - Memorial,student_suspensions_2013,438,0,2013
01980505,,,0.0,1.3,0.0,0.0,Natick - Natick High,student_suspensions_2013,1534,20,2013
01980310,,,0.3,0.7,0.0,0.0,Natick - Wilson Middle,student_suspensions_2013,922,9,2013
06600505,,,0.0,1.4,0.0,0.0,Nauset - Nauset Regional High,student_suspensions_2013,990,14,2013
06600305,,,6.6,0.9,0.0,0.0,Nauset - Nauset Regional Middle,student_suspensions_2013,588,43,2013
01990005,,,,,,,Needham - Broadmeadow,student_suspensions_2013,597,1,2013
01990410,,,,,,,Needham - High Rock School,student_suspensions_2013,485,3,2013
01990035,,,,,,,Needham - Hillside Elementary,student_suspensions_2013,424,3,2013
01990020,,,,,,,Needham - John Eliot,student_suspensions_2013,392,4,2013
01990505,,,0.8,1.9,0.0,0.0,Needham - Needham High,student_suspensions_2013,1569,37,2013
01990050,,,,,,,Needham - Newman Elementary,student_suspensions_2013,734,2,2013
01990405,,,2.4,2.0,0.0,0.1,Needham - Pollard Middle,student_suspensions_2013,836,34,2013
01990040,,,,,,,Needham - William Mitchell,student_suspensions_2013,502,0,2013
04440205,,,2.7,3.9,0.0,0.0,Neighborhood House Charter (District) - Neighborhood House Charter School,student_suspensions_2013,407,26,2013
02010095,,,0.1,0.9,0.0,0.0,New Bedford - Abraham Lincoln,student_suspensions_2013,819,8,2013
02010063,,,,,,,New Bedford - Alfred J Gomes,student_suspensions_2013,984,1,2013
02010140,,,,,,,New Bedford - Betsey B Winslow,student_suspensions_2013,302,0,2013
02010105,,,,,,,New Bedford - Carlos Pacheco,student_suspensions_2013,402,0,2013
02010123,,,0.0,1.5,0.0,0.0,New Bedford - Casimir Pulaski,student_suspensions_2013,736,11,2013
02010010,,,,,,,New Bedford - Charles S Ashley,student_suspensions_2013,353,2,2013
02010015,,,,,,,New Bedford - Elizabeth Carter Brooks,student_suspensions_2013,323,1,2013
02010075,,,,,,,New Bedford - Ellen R Hathaway,student_suspensions_2013,247,0,2013
02010020,,,,,,,New Bedford - Elwyn G Campbell,student_suspensions_2013,279,0,2013
02010078,,,,,,,New Bedford - Hayden/McFadden,student_suspensions_2013,808,4,2013
02010085,,,,,,,New Bedford - Horatio A Kempton,student_suspensions_2013,115,0,2013
02010040,,,,,,,New Bedford - James B Congdon,student_suspensions_2013,326,0,2013
02010130,,,,,,,New Bedford - Jireh Swift,student_suspensions_2013,232,3,2013
02010115,,,0.8,1.8,0.0,0.0,New Bedford - John Avery Parker,student_suspensions_2013,394,9,2013
02010050,,,,,,,New Bedford - John B Devalles,student_suspensions_2013,500,1,2013
02010070,,,,,,,New Bedford - John Hannigan,student_suspensions_2013,252,2,2013
02010405,,,7.4,5.1,0.0,0.0,New Bedford - Keith Middle School,student_suspensions_2013,895,75,2013
02010505,,,37.7,17.6,0.0,0.1,New Bedford - New Bedford High,student_suspensions_2013,2641,1094,2013
02010410,,,0.4,13.9,0.0,0.0,New Bedford - Normandin Middle School,student_suspensions_2013,1119,155,2013
02010415,,,0.3,13.9,0.0,0.1,New Bedford - Roosevelt Middle School,student_suspensions_2013,866,120,2013
02010045,,,,,,,New Bedford - Sgt Wm H Carney Academy,student_suspensions_2013,789,5,2013
02010125,,,,,,,New Bedford - Thomas R Rodman,student_suspensions_2013,146,0,2013
02010510,,,38.8,20.0,0.0,0.0,New Bedford - Trinity Day Academy,student_suspensions_2013,80,32,2013
02010515,,,1.3,7.9,0.0,0.0,New Bedford - Whaling City Junior/Senior High School,student_suspensions_2013,152,14,2013
02010135,,,,,,,New Bedford - William H Taylor,student_suspensions_2013,250,4,2013
04710405,,,0.0,6.8,0.0,0.0,New Leadership Charter (District) - New Leadership Charter School,student_suspensions_2013,517,35,2013
07280015,,,,,,,New Salem-Wendell - Swift River,student_suspensions_2013,142,0,2013
02040030,,,,,,,Newburyport - Edward G. Molin Elementary School,student_suspensions_2013,352,0,2013
02040005,,,,,,,Newburyport - Francis T Bresnahan Elementary,student_suspensions_2013,511,1,2013
02040010,,,,,,,Newburyport - George W Brown,student_suspensions_2013,228,0,2013
02040505,,,0.0,1.5,0.0,0.0,Newburyport - Newburyport High,student_suspensions_2013,750,11,2013
02040305,,,,,,,Newburyport - Rupert A Nock Middle,student_suspensions_2013,564,3,2013
02070005,,,,,,,Newton - A E Angier,student_suspensions_2013,417,0,2013
02070305,,,1.9,0.7,0.0,0.0,Newton - Bigelow Middle,student_suspensions_2013,540,12,2013
02070015,,,,,,,Newton - Bowen,student_suspensions_2013,499,0,2013
02070020,,,,,,,Newton - C C Burr,student_suspensions_2013,426,5,2013
02070025,,,,,,,Newton - Cabot,student_suspensions_2013,425,1,2013
02070310,,,1.3,0.1,0.0,0.0,Newton - Charles E Brown Middle,student_suspensions_2013,713,9,2013
02070040,,,,,,,Newton - Countryside,student_suspensions_2013,498,0,2013
02070315,,,1.8,2.1,0.0,0.0,Newton - F A Day Middle,student_suspensions_2013,885,28,2013
02070055,,,,,,,Newton - Franklin,student_suspensions_2013,402,0,2013
02070075,,,,,,,Newton - Horace Mann,student_suspensions_2013,415,0,2013
02070120,,,,,,,Newton - John Ward,student_suspensions_2013,307,0,2013
02070070,,,,,,,Newton - Lincoln-Eliot,student_suspensions_2013,341,0,2013
02070080,,,,,,,Newton - Mason-Rice,student_suspensions_2013,443,1,2013
02070105,,,,,,,Newton - Memorial Spaulding,student_suspensions_2013,472,0,2013
02070108,,,,,,,Newton - Newton Early Childhood Center,student_suspensions_2013,290,0,2013
02070505,,,2.3,4.1,0.0,0.0,Newton - Newton North High,student_suspensions_2013,1942,109,2013
02070510,,,1.8,2.7,0.0,0.0,Newton - Newton South High,student_suspensions_2013,1753,68,2013
02070320,,,3.0,1.0,0.0,0.0,Newton - Oak Hill Middle,student_suspensions_2013,624,23,2013
02070100,,,,,,,Newton - Peirce,student_suspensions_2013,343,4,2013
02070115,,,,,,,Newton - Underwood,student_suspensions_2013,316,0,2013
02070125,,,,,,,Newton - Williams,student_suspensions_2013,312,1,2013
02070130,,,,,,,Newton - Zervas,student_suspensions_2013,327,0,2013
02080005,,,,,,,Norfolk - Freeman-Kennedy School,student_suspensions_2013,555,2,2013
02080015,,,,,,,Norfolk - H Olive Day,student_suspensions_2013,394,0,2013
09150705,,,1.9,2.7,0.0,0.0,Norfolk County Agricultural - Norfolk County Agricultural,student_suspensions_2013,486,18,2013
02090035,,,3.3,1.2,0.0,0.0,North Adams - Brayton,student_suspensions_2013,571,21,2013
02090505,,,25.1,13.2,0.0,0.0,North Adams - Drury High,student_suspensions_2013,561,154,2013
02090015,,,2.0,2.4,0.0,0.0,North Adams - Greylock,student_suspensions_2013,248,10,2013
02090008,,,2.1,4.5,0.0,0.0,North Adams - J S Sullivan,student_suspensions_2013,289,18,2013
02110018,,,,,,,North Andover - Annie L Sargent School,student_suspensions_2013,573,0,2013
02110001,,,,,,,North Andover - Atkinson,student_suspensions_2013,554,0,2013
02110010,,,,,,,North Andover - Franklin,student_suspensions_2013,547,0,2013
02110015,,,,,,,North Andover - Kittredge,student_suspensions_2013,306,0,2013
02110505,,,0.1,1.9,0.0,0.0,North Andover - North Andover High,student_suspensions_2013,1388,27,2013
02110305,,,0.0,0.8,0.0,0.1,North Andover - North Andover Middle,student_suspensions_2013,1193,10,2013
02110020,,,,,,,North Andover - Thomson,student_suspensions_2013,309,0,2013
02120005,,,,,,,North Attleborough - Allen Avenue,student_suspensions_2013,215,0,2013
02120007,,,,,,,North Attleborough - Amvet Boulevard,student_suspensions_2013,393,0,2013
02120030,,,,,,,North Attleborough - Community,student_suspensions_2013,372,0,2013
02120010,,,,,,,North Attleborough - Falls,student_suspensions_2013,275,0,2013
02120013,,,,,,,North Attleborough - Joseph W Martin Jr Elementary,student_suspensions_2013,683,2,2013
02120505,,,0.1,5.3,0.0,0.0,North Attleborough - North Attleboro High,student_suspensions_2013,1261,67,2013
02120020,,,,,,,North Attleborough - North Attleborough Early Learning Center,student_suspensions_2013,177,0,2013
02120305,,,1.6,1.9,0.0,0.2,North Attleborough - North Attleborough Middle,student_suspensions_2013,1237,38,2013
02120015,,,,,,,North Attleborough - Roosevelt Avenue,student_suspensions_2013,292,0,2013
02150015,,,,,,,North Brookfield - North Brookfield Elementary,student_suspensions_2013,377,2,2013
02150505,,,1.7,4.6,0.0,0.0,North Brookfield - North Brookfield High,student_suspensions_2013,237,14,2013
04740505,,,1.1,12.4,0.0,0.0,North Central Charter Essential (District) - North Central Charter Essential School,student_suspensions_2013,380,47,2013
07350010,,,,,,,North Middlesex - Ashby Elementary,student_suspensions_2013,214,0,2013
07350030,,,,,,,North Middlesex - Hawthorne Brook,student_suspensions_2013,591,4,2013
07350310,,,,,,,North Middlesex - Nissitissit Middle School,student_suspensions_2013,629,3,2013
07350505,,,0.0,3.8,0.0,0.0,North Middlesex - North Middlesex Regional,student_suspensions_2013,1022,39,2013
07350515,,,,,,,North Middlesex - Peter Fitzpatrick School,student_suspensions_2013,1,,2013
07350005,,,,,,,North Middlesex - Spaulding Memorial,student_suspensions_2013,494,3,2013
07350002,,,,,,,North Middlesex - Squannacook Early Childhood Center,student_suspensions_2013,83,0,2013
07350035,,,0.0,1.6,0.0,0.0,North Middlesex - Varnum Brook,student_suspensions_2013,703,11,2013
02170003,,,,,,,North Reading - E Ethel Little School,student_suspensions_2013,376,2,2013
02170010,,,,,,,North Reading - J Turner Hood,student_suspensions_2013,361,5,2013
02170005,,,,,,,North Reading - L D Batchelder,student_suspensions_2013,495,0,2013
02170505,,,3.0,3.3,0.0,0.0,North Reading - North Reading High,student_suspensions_2013,737,36,2013
02170305,,,0.0,2.2,0.0,0.0,North Reading - North Reading Middle,student_suspensions_2013,676,15,2013
08540605,,,0.0,10.0,0.0,0.0,North Shore Regional Vocational Technical - North Shore Regional Vocational,student_suspensions_2013,481,48,2013
02100005,,,,,,,Northampton - Bridge Street,student_suspensions_2013,317,4,2013
02100020,,,0.0,1.8,0.0,0.0,Northampton - Jackson Street,student_suspensions_2013,328,6,2013
02100410,,,5.7,2.8,0.0,0.0,Northampton - John F Kennedy Middle School,student_suspensions_2013,670,47,2013
02100025,,,,,,,Northampton - Leeds,student_suspensions_2013,370,0,2013
02100505,,,2.5,2.5,0.0,0.0,Northampton - Northampton High,student_suspensions_2013,925,43,2013
02100029,,,,,,,Northampton - R. K. Finn Ryan Road,student_suspensions_2013,249,1,2013
04060705,,,3.8,8.1,0.2,0.0,Northampton-Smith Vocational Agricultural - Smith Vocational and Agricultural High,student_suspensions_2013,422,49,2013
07300505,,,0.0,3.0,0.0,0.0,Northboro-Southboro - Algonquin Regional High,student_suspensions_2013,1502,45,2013
02130015,,,,,,,Northborough - Fannie E Proctor,student_suspensions_2013,305,0,2013
02130003,,,,,,,Northborough - Lincoln Street,student_suspensions_2013,312,1,2013
02130014,,,,,,,Northborough - Marguerite E Peaslee,student_suspensions_2013,313,0,2013
02130020,,,,,,,Northborough - Marion E Zeh,student_suspensions_2013,359,0,2013
02130305,,,0.2,0.9,0.0,0.0,Northborough - Robert E. Melican Middle School,student_suspensions_2013,654,7,2013
02140005,,,,,,,Northbridge - Northbridge Elementary,student_suspensions_2013,520,3,2013
02140505,,,0.4,1.8,0.0,0.0,Northbridge - Northbridge High,student_suspensions_2013,719,15,2013
02140305,,,,,,,Northbridge - Northbridge Middle,student_suspensions_2013,809,4,2013
02140001,,,0.0,1.1,0.0,0.0,Northbridge - W Edward Balmer,student_suspensions_2013,652,7,2013
08530605,,,17.3,5.1,0.0,0.0,Northeast Metropolitan Regional Vocational Technical - Northeast Metro Regional Vocational,student_suspensions_2013,1280,250,2013
08510605,,,0.0,9.8,0.0,0.0,Northern Berkshire Regional Vocational Technical - Charles McCann Vocational Technical,student_suspensions_2013,501,49,2013
02180060,,,,,,,Norton - Henri A. Yelle,student_suspensions_2013,419,0,2013
02180015,,,,,,,Norton - J C Solmonese,student_suspensions_2013,507,3,2013
02180010,,,,,,,Norton - L G Nourse Elementary,student_suspensions_2013,368,0,2013
02180505,,,0.0,7.6,0.0,0.1,Norton - Norton High,student_suspensions_2013,719,55,2013
02180305,,,1.0,1.2,0.0,0.0,Norton - Norton Middle,student_suspensions_2013,667,14,2013
02190005,,,,,,,Norwell - Grace Farrar Cole,student_suspensions_2013,501,0,2013
02190505,,,0.0,1.7,0.0,0.0,Norwell - Norwell High,student_suspensions_2013,694,12,2013
02190405,,,,,,,Norwell - Norwell Middle School,student_suspensions_2013,605,1,2013
02190020,,,,,,,Norwell - William G Vinal,student_suspensions_2013,571,0,2013
02200005,,,,,,,Norwood - Balch,student_suspensions_2013,275,4,2013
02200025,,,,,,,Norwood - Charles J Prescott,student_suspensions_2013,252,0,2013
02200010,,,,,,,Norwood - Cornelius M Callahan,student_suspensions_2013,251,1,2013
02200305,,,0.0,6.0,0.0,0.0,Norwood - Dr. Philip O. Coakley Middle School,student_suspensions_2013,736,44,2013
02200015,,,,,,,Norwood - F A Cleveland,student_suspensions_2013,373,2,2013
02200075,,,,,,,Norwood - George F. Willett,student_suspensions_2013,407,0,2013
02200020,,,,,,,Norwood - John P Oldham,student_suspensions_2013,254,3,2013
02200505,,,0.0,4.4,0.0,0.0,Norwood - Norwood High,student_suspensions_2013,1150,51,2013
02210005,,,,,,,Oak Bluffs - Oak Bluffs Elementary,student_suspensions_2013,428,5,2013
