Org Code,Job Group,Year,SCHOOL,African American (# ),Asian (# ),Hispanic (# ),White (# ),FTE Count,Other (# )
00090025,11,2015,Andover - West Elementary,0.9,0.0,0.7,101.5,103.1,0.0
00090305,11,2015,Andover - Doherty Middle,0.0,2.0,1.0,67.2,71.2,1.0
00090310,11,2015,Andover - Andover West Middle,0.0,0.0,2.0,67.2,69.2,0.0
00090350,11,2015,Andover - Wood Hill Middle School,0.0,0.0,1.0,60.9,61.9,0.0
00090505,11,2015,Andover - Andover High,1.0,2.5,9.3,173.8,189.5,2.8
00100005,11,2015,Arlington - John A Bishop,3.0,0.0,0.0,38.2,41.2,0.0
00100010,11,2015,Arlington - Brackett,2.5,0.0,1.0,45.3,49.8,1.0
00100025,11,2015,Arlington - Cyrus E Dallin,1.0,1.0,1.0,49.4,54.4,2.0
00100030,11,2015,Arlington - Hardy,0.0,1.0,0.0,38.0,39.0,0.0
00100038,11,2015,Arlington - Menotomy Preschool,1.0,0.0,0.0,21.9,23.9,1.0
00100045,11,2015,Arlington - Peirce,1.0,1.0,0.0,34.3,36.3,0.0
00100050,11,2015,Arlington - Thompson,1.0,0.5,0.0,34.2,37.7,2.0
00100055,11,2015,Arlington - M Norcross Stratton,1.0,1.0,0.0,50.7,52.7,0.0
00100410,11,2015,Arlington - Ottoson Middle,0.0,2.6,1.0,115.6,123.3,4.0
00100505,11,2015,Arlington - Arlington High,1.0,2.6,5.0,125.2,134.7,1.0
00140005,11,2015,Ashland - William Pittaway Elementary,0.0,0.0,0.0,23.8,23.8,0.0
00140010,11,2015,Ashland - Henry E Warren Elementary,0.0,0.0,0.0,72.4,72.4,0.0
00140015,11,2015,Ashland - David Mindess,0.0,0.0,0.0,63.0,64.0,1.0
00140405,11,2015,Ashland - Ashland Middle,0.0,1.0,1.0,64.3,66.3,0.0
00140505,11,2015,Ashland - Ashland High,0.0,0.0,0.0,78.6,78.6,0.0
00160001,11,2015,Attleboro - A. Irvin Studley Elementary School,0.0,0.0,0.0,50.4,50.4,0.0
00160008,11,2015,Attleboro - Early Learning Center,0.0,0.0,1.0,30.0,32.3,1.3
00160035,11,2015,Attleboro - Thomas Willett Elementary School,0.0,0.0,1.0,42.3,43.3,0.0
00160040,11,2015,Attleboro - Hyman Fine Elementary School,1.0,0.0,0.0,41.5,42.5,0.0
00160045,11,2015,Attleboro - Hill-Roberts Elementary School,0.0,0.0,0.0,40.8,40.8,0.0
00160050,11,2015,Attleboro - Peter Thacher Elementary School,0.0,1.0,0.0,60.7,65.4,3.7
00160305,11,2015,Attleboro - Robert J. Coelho Middle School,2.0,0.0,1.0,62.4,65.4,0.0
00160315,11,2015,Attleboro - Cyril K. Brennan Middle School,0.0,0.0,0.0,57.4,57.4,0.0
00160320,11,2015,Attleboro - Wamsutta Middle School,0.0,1.0,0.0,48.5,51.5,2.0
00160505,11,2015,Attleboro - Attleboro High,1.0,0.0,5.0,180.1,186.1,0.0
00160515,11,2015,Attleboro - Attleboro Community Academy,0.0,0.0,1.0,3.8,4.8,0.0
00170005,11,2015,Auburn - Julia Bancroft,0.0,0.0,0.0,34.4,34.4,0.0
00170010,11,2015,Auburn - Bryn Mawr,0.0,0.0,0.0,42.5,42.5,0.0
00170015,11,2015,Auburn - Pakachoag,0.0,0.0,0.0,38.8,38.8,0.0
00170025,11,2015,Auburn - Mary D Stone,0.0,0.0,0.0,35.4,35.4,0.0
00170305,11,2015,Auburn - Auburn Middle,0.0,1.0,1.0,70.6,72.6,0.0
00170505,11,2015,Auburn - Auburn Senior High,1.1,1.0,2.0,88.0,92.1,0.0
00180010,11,2015,Avon - Ralph D Butler,1.0,0.0,0.0,45.9,46.9,0.0
00180510,11,2015,Avon - Avon Middle High School,1.0,1.0,1.0,41.0,44.0,0.0
00200005,11,2015,Barnstable - West Barnstable Elementary,0.0,0.0,0.0,35.0,35.0,0.0
00200010,11,2015,Barnstable - Centerville Elementary,0.0,0.0,1.0,70.1,71.1,0.0
00200025,11,2015,Barnstable - Hyannis West Elementary,1.0,1.0,0.0,54.7,56.7,0.0
00200045,11,2015,Barnstable - West Villages Elementary School,0.0,1.0,0.0,64.5,66.1,0.6
00200050,11,2015,Barnstable - Barnstable United Elementary School,1.0,0.0,0.0,105.5,106.5,0.0
00200315,11,2015,Barnstable - Barnstable Intermediate School,0.0,2.0,2.0,96.3,100.3,0.0
00200505,11,2015,Barnstable - Barnstable High,4.7,2.0,4.5,222.8,235.0,1.0
00230010,11,2015,Bedford - Lt Elezer Davis,4.7,1.0,1.8,66.2,74.7,1.0
00230012,11,2015,Bedford - Lt Job Lane School,0.8,0.0,0.8,68.0,70.6,1.0
00230305,11,2015,Bedford - John Glenn Middle,2.0,0.0,3.2,76.4,81.6,0.0
00230505,11,2015,Bedford - Bedford High,2.9,1.7,2.0,110.2,117.8,1.0
00240005,11,2015,Belchertown - Cold Spring,0.0,0.0,0.2,35.9,36.1,0.0
00240006,11,2015,Belchertown - Chestnut Hill Community School,0.0,0.0,0.2,57.5,57.7,0.0
00240018,11,2015,Belchertown - Swift River Elementary,0.0,0.0,1.6,56.9,58.6,0.0
00240025,11,2015,Belchertown - Jabish Middle School,0.0,0.0,1.0,51.0,52.0,0.0
00240505,11,2015,Belchertown - Belchertown High,0.0,0.0,1.0,74.3,75.3,0.0
00250003,11,2015,Bellingham - Bellingham Early Childhood Center,0.0,0.0,0.0,16.0,16.0,0.0
00250009,11,2015,Bellingham - Clara Macy Elementary,0.0,0.0,0.0,29.1,29.1,0.0
00250020,11,2015,Bellingham - South Elementary,0.0,0.0,0.0,43.0,43.0,0.0
00250025,11,2015,Bellingham - Stall Brook,0.0,0.0,0.0,41.4,41.4,0.0
00250315,11,2015,Bellingham - Bellingham Memorial Middle School,0.7,0.0,0.0,79.9,80.6,0.0
00250505,11,2015,Bellingham - Bellingham High School,0.0,2.0,0.0,62.0,64.0,0.0
00250510,11,2015,Bellingham - Primavera Junior/Senior High School,0.0,0.0,0.0,11.3,11.3,0.0
00260005,11,2015,Belmont - Winn Brook,0.0,0.0,0.9,51.8,53.7,1.0
00260010,11,2015,Belmont - Mary Lee Burbank,0.9,0.0,2.0,36.7,40.6,1.0
00260015,11,2015,Belmont - Daniel Butler,0.9,1.0,0.0,35.2,39.0,1.9
00260035,11,2015,Belmont - Roger E Wellington,0.0,1.0,0.0,72.1,73.1,0.0
00260305,11,2015,Belmont - Winthrop L Chenery Middle,7.0,6.1,1.0,101.1,117.2,2.0
00260505,11,2015,Belmont - Belmont High,0.0,2.1,2.0,96.7,101.8,1.0
00270010,11,2015,Berkley - Berkley Community School,0.0,0.0,1.0,64.6,65.6,0.0
00270305,11,2015,Berkley - Berkley Middle School,0.0,0.0,1.0,43.0,44.0,0.0
00280005,11,2015,Berlin - Berlin Memorial,0.0,0.0,0.0,34.0,34.0,0.0
00300010,11,2015,Beverly - Centerville Elementary,0.0,1.0,0.0,44.2,45.2,0.0
00300015,11,2015,Beverly - Cove Elementary,0.0,1.0,0.0,81.5,82.5,0.0
00300033,11,2015,Beverly - Hannah Elementary,0.0,0.0,0.0,49.7,49.7,0.0
00300040,11,2015,Beverly - North Beverly Elementary,0.0,0.0,0.0,54.7,54.7,0.0
00300055,11,2015,Beverly - Ayers/Ryal Side School,0.0,0.0,0.0,57.3,57.3,0.0
00300305,11,2015,Beverly - Briscoe Middle,0.0,1.0,1.0,107.3,109.3,0.0
00300505,11,2015,Beverly - Beverly High,1.0,0.0,2.0,135.0,138.0,0.0
00310005,11,2015,Billerica - Thomas Ditson,0.0,0.0,1.0,67.9,68.9,0.0
00310007,11,2015,Billerica - Frederick J Dutile,0.0,0.0,1.0,35.7,36.7,0.0
00310012,11,2015,Billerica - John F Kennedy,0.0,0.0,0.0,34.9,34.9,0.0
00310015,11,2015,Billerica - Parker,1.0,0.0,0.0,71.5,72.5,0.0
00310026,11,2015,Billerica - Hajjar Elementary,0.0,1.0,0.0,57.4,58.4,0.0
00310030,11,2015,Billerica - Eugene C Vining,0.0,0.0,0.0,31.8,31.8,0.0
00310305,11,2015,Billerica - Marshall Middle School,0.0,0.0,0.0,83.3,83.3,0.0
00310310,11,2015,Billerica - Locke Middle,0.0,0.0,2.0,73.7,75.7,0.0
00310505,11,2015,Billerica - Billerica Memorial High School,3.0,0.0,0.0,166.6,169.6,0.0
00350001,11,2015,Boston - Lee Academy,15.0,2.0,4.0,15.0,36.0,0.0
00350003,11,2015,Boston - Baldwin Early Learning Center,12.0,5.0,6.0,10.0,37.0,4.0
00350004,11,2015,Boston - Lyon K-8,7.0,3.0,0.0,20.3,30.3,0.0
00350006,11,2015,Boston - ELC - West Zone,7.0,0.0,3.0,15.5,27.5,2.0
00350008,11,2015,Boston - Dr. Catherine Ellison-Rosa Parks Early Ed School,24.1,2.0,7.0,17.1,50.1,0.0
00350009,11,2015,Boston - East Boston Early Childhood Center,3.0,1.0,17.0,21.0,43.1,1.0
00350010,11,2015,Boston - Haynes Early Education Center,24.0,0.0,7.0,12.7,43.7,0.0
00350012,11,2015,Boston - Boston Teachers Union School,9.1,2.0,5.1,17.4,34.5,1.0
00350013,11,2015,Boston - Jackson Mann,31.0,7.2,5.0,52.2,96.3,1.0
00350014,11,2015,Boston - Pauline Agassiz Shaw Elementary School,3.0,0.0,0.0,6.0,9.0,0.0
00350015,11,2015,Boston - Higginson,15.0,2.0,1.0,13.1,31.1,0.0
00350020,11,2015,Boston - Curley K-8 School,20.5,1.0,26.0,48.1,97.6,2.0
00350021,11,2015,Boston - Beethoven,5.0,1.0,5.0,27.1,38.1,0.0
00350036,11,2015,Boston - Carter Developmental Center,7.0,0.0,2.0,12.0,21.0,0.0
00350052,11,2015,Boston - Charles Sumner,11.9,0.0,13.0,32.4,57.2,0.0
00350054,11,2015,Boston - Charles H Taylor,33.1,1.3,3.0,15.5,52.9,0.0
00350062,11,2015,Boston - Curtis Guild,4.0,1.0,2.0,31.2,38.2,0.0
00350066,11,2015,Boston - Dante Alighieri Montessori School,1.0,0.0,0.0,3.2,5.2,1.0
00350072,11,2015,Boston - David A Ellis,24.1,1.9,11.0,9.8,48.8,2.0
00350074,11,2015,Boston - Dearborn,22.0,0.0,1.0,12.0,36.0,1.0
00350077,11,2015,Boston - Dennis C Haley,11.0,4.0,2.0,35.0,51.9,0.0
00350080,11,2015,Boston - Donald Mckay,4.9,2.0,8.9,42.4,59.2,0.9
00350088,11,2015,Boston - Edward Everett,6.0,1.0,1.0,16.0,24.0,0.0
00350094,11,2015,Boston - Elihu Greenwood Leadership Academy,14.7,0.0,2.0,19.1,36.8,1.0
00350096,11,2015,Boston - Eliot Elementary,11.1,5.0,5.8,26.7,49.5,1.0
00350100,11,2015,Boston - Ellis Mendell,1.0,1.0,6.0,19.6,27.6,0.0
00350116,11,2015,Boston - Franklin D Roosevelt,12.2,2.0,4.0,32.4,50.6,0.0
00350122,11,2015,Boston - George H Conley,7.6,1.0,3.0,20.6,32.2,0.0
00350135,11,2015,Boston - Henry Grew,9.5,0.0,0.0,12.0,21.4,0.0
00350138,11,2015,Boston - O W Holmes,20.2,0.0,4.0,15.0,39.2,0.0
00350141,11,2015,Boston - Hugh Roe ODonnell,2.0,2.0,5.0,15.0,25.0,1.0
00350146,11,2015,Boston - James Condon Elementary,18.1,3.0,8.3,61.5,91.9,1.0
00350153,11,2015,Boston - James W Hennigan,20.1,2.3,16.0,28.2,66.6,0.0
00350154,11,2015,Boston - James J Chittick,14.0,1.0,3.0,20.5,39.5,1.0
00350156,11,2015,Boston - James Otis,2.0,1.0,6.0,31.7,40.7,0.0
00350166,11,2015,Boston - John F Kennedy,4.1,0.0,17.1,16.0,37.2,0.0
00350167,11,2015,Boston - UP Academy Holland,29.0,4.0,10.0,46.0,90.0,1.0
00350172,11,2015,Boston - John D Philbrick,5.2,0.0,1.5,10.0,16.7,0.0
00350179,11,2015,Boston - John W McCormack,19.1,5.2,8.0,41.0,74.4,1.0
00350180,11,2015,Boston - John Winthrop,11.0,1.0,4.4,15.5,33.9,2.0
00350181,11,2015,Boston - Joseph P Tynan,11.1,0.0,5.0,41.3,58.4,1.0
00350182,11,2015,Boston - Joseph J Hurley,3.0,0.0,20.1,12.3,35.4,0.0
00350183,11,2015,Boston - Joseph Lee,39.3,0.0,7.3,58.2,104.9,0.0
00350184,11,2015,Boston - Joseph P Manning,8.0,0.0,1.0,19.4,28.4,0.0
00350190,11,2015,Boston - Joyce Kilmer,5.0,0.0,5.0,38.0,49.0,1.0
00350200,11,2015,Boston - Harvard-Kent,4.0,15.1,5.0,42.3,68.4,2.0
00350215,11,2015,Boston - Manassah E Bradley,1.0,1.0,2.0,26.1,30.0,0.0
00350226,11,2015,Boston - Mattahunt,45.9,1.9,5.1,23.1,78.0,2.0
00350227,11,2015,Boston - Mather,22.0,10.0,2.0,24.5,59.5,1.0
00350229,11,2015,Boston - Maurice J Tobin,6.7,1.0,11.9,19.4,39.0,0.0
00350231,11,2015,Boston - Michael J Perkins,9.0,0.0,0.0,11.9,20.9,0.0
00350237,11,2015,Boston - Mozart,5.4,1.0,5.0,16.0,27.4,0.0
00350240,11,2015,Boston - Richard J Murphy,14.1,7.5,6.0,62.6,92.2,2.0
00350243,11,2015,Boston - Nathan Hale,4.2,0.0,3.0,8.5,15.7,0.0
00350255,11,2015,Boston - Oliver Hazard Perry,4.4,2.0,1.0,21.1,28.4,0.0
00350257,11,2015,Boston - Orchard Gardens,25.1,4.0,15.0,52.9,97.9,1.0
00350258,11,2015,Boston - William H Ohrenberger,10.0,0.0,4.3,48.4,62.6,0.0
00350262,11,2015,Boston - Lyndon,9.1,0.0,4.0,41.3,55.4,1.0
00350264,11,2015,Boston - Patrick J Kennedy,5.0,1.0,6.0,22.5,34.5,0.0
00350266,11,2015,Boston - Dr. William Henderson Lower,8.0,0.0,0.0,35.2,43.2,0.0
00350268,11,2015,Boston - Paul A Dever,12.0,3.0,10.1,38.1,68.3,5.1
00350278,11,2015,Boston - Phineas Bates,4.5,0.0,2.2,24.3,31.0,0.0
00350286,11,2015,Boston - Josiah Quincy,12.0,41.4,5.0,31.0,90.5,1.0
00350298,11,2015,Boston - Roger Clap,6.0,1.0,3.0,12.0,21.9,0.0
00350302,11,2015,Boston - Samuel Adams,4.0,1.0,9.9,21.8,36.8,0.0
00350304,11,2015,Boston - Samuel W Mason,15.0,1.0,5.0,13.6,35.5,1.0
00350308,11,2015,Boston - Sarah Greenwood,11.7,2.0,18.0,22.2,57.0,3.0
00350326,11,2015,Boston - Gardner Pilot Academy,9.0,3.0,6.0,25.2,43.2,0.0
00350328,11,2015,Boston - Thomas J Kenny,10.0,3.0,1.0,22.3,36.3,0.0
00350346,11,2015,Boston - Warren-Prescott,3.0,0.0,3.0,45.1,51.2,0.0
00350360,11,2015,Boston - William Ellery Channing,13.3,2.0,1.0,16.9,34.2,1.0
00350363,11,2015,Boston - William McKinley,70.9,4.0,8.0,87.5,172.5,2.0
00350366,11,2015,Boston - William E Russell,6.0,1.0,9.0,20.0,35.9,0.0
00350370,11,2015,Boston - William Monroe Trotter,21.0,0.0,1.0,23.4,45.4,0.0
00350374,11,2015,Boston - Winship Elementary,6.6,0.0,5.0,19.1,30.7,0.0
00350375,11,2015,Boston - Edison K-8,19.1,4.9,10.0,53.5,87.5,0.0
00350376,11,2015,Boston - King K-8,28.1,0.0,3.0,24.9,56.0,0.0
00350377,11,2015,Boston - Higginson/Lewis K-8,22.7,4.0,3.0,16.0,45.6,0.0
00350378,11,2015,Boston - Mildred Avenue K-8,28.1,0.1,6.0,15.7,50.9,1.0
00350380,11,2015,Boston - Young Achievers,23.9,3.0,10.0,19.9,56.9,0.0
00350382,11,2015,Boston - Mission Hill School,14.0,0.0,3.0,14.0,30.9,0.0
00350383,11,2015,Boston - Lilla G. Frederick Middle School,27.1,2.0,16.9,21.1,67.1,0.0
00350390,11,2015,Boston - Blackstone,14.0,1.0,16.0,39.2,70.2,0.0
00350413,11,2015,Boston - Boston Middle School Academy,6.7,0.0,1.0,6.0,13.7,0.0
00350426,11,2015,Boston - Dr. William Henderson Upper,11.3,3.0,4.0,23.8,44.1,2.0
00350430,11,2015,Boston - Clarence R Edwards Middle,10.0,5.0,3.0,30.1,50.2,2.0
00350445,11,2015,Boston - Washington Irving Middle,15.1,1.0,9.1,24.2,49.3,0.0
00350470,11,2015,Boston - Wm B Rogers Middle,15.0,1.1,2.0,31.1,49.2,0.0
00350485,11,2015,Boston - James P Timilty Middle,15.0,1.2,8.0,25.0,49.1,0.0
00350505,11,2015,Boston - Brighton High,20.0,3.0,10.0,59.3,94.3,2.0
00350507,11,2015,Boston - Boston International High School,14.7,3.0,13.0,24.9,55.7,0.0
00350515,11,2015,Boston - Charlestown High,23.1,18.0,8.0,62.7,112.8,1.0
00350518,11,2015,Boston - Community Academy,7.1,0.0,1.0,4.2,12.3,0.0
00350522,11,2015,Boston - Excel High School,17.0,6.0,6.0,35.0,67.0,3.0
00350525,11,2015,Boston - Jeremiah E Burke High,28.0,2.0,1.0,25.0,59.0,3.0
00350530,11,2015,Boston - East Boston High,15.0,2.0,23.0,92.4,132.5,0.0
00350535,11,2015,Boston - The English High,22.0,5.0,18.0,43.0,91.0,3.0
00350537,11,2015,Boston - Madison Park High,57.0,6.0,13.0,75.8,155.6,3.9
00350540,11,2015,Boston - Fenway High School,12.0,1.0,3.0,14.0,33.0,3.0
00350541,11,2015,Boston - Another Course To College,5.0,4.0,3.0,15.0,28.1,1.0
00350542,11,2015,Boston - New Mission High School,14.5,5.0,3.0,10.2,32.6,0.0
00350543,11,2015,Boston - Greater Egleston Community High School,10.0,1.0,1.0,4.0,16.1,0.0
00350545,11,2015,Boston - Boston Latin Academy,19.1,12.1,11.2,65.3,108.6,1.0
00350546,11,2015,Boston - Boston Arts Academy,17.0,2.0,8.9,31.4,60.3,1.0
00350548,11,2015,Boston - Boston Adult Academy,10.0,3.0,3.0,6.0,23.0,1.0
00350549,11,2015,Boston - Margarita Muniz Academy,0.0,1.0,16.0,8.6,25.7,0.0
00350558,11,2015,Boston - Boston Community Leadership Academy,18.1,4.0,12.1,35.0,69.2,0.0
00350560,11,2015,Boston - Boston Latin,20.1,9.0,8.0,107.9,146.0,1.0
00350565,11,2015,Boston - Quincy Upper School,13.0,15.0,3.1,21.0,52.1,0.0
00350575,11,2015,Boston - OBryant School Math/Science,42.1,7.0,13.5,37.4,100.9,1.0
00350579,11,2015,Boston - Urban Science Academy,16.1,2.0,7.0,28.0,53.1,0.0
00350581,11,2015,Boston - Community Academy of Science and Health,22.0,0.0,4.0,18.0,44.0,0.0
00350651,11,2015,Boston - Dorchester Academy,11.0,1.0,7.0,29.0,49.0,1.0
00350655,11,2015,Boston - Lyon Upper 9-12,5.0,1.0,2.0,21.0,29.0,0.0
00350656,11,2015,Boston - Mario Umana Academy,5.0,3.1,20.2,47.8,76.0,0.0
00350657,11,2015,Boston - TechBoston Academy,33.7,4.0,3.0,74.1,115.8,1.0
00350658,11,2015,Boston - West Roxbury Academy,24.0,3.0,4.0,35.1,66.1,0.0
00350690,11,2015,Boston - Snowden International School at Copley,8.0,2.0,3.0,26.8,39.8,0.0
00350691,11,2015,Boston - Rafael Hernandez,3.0,0.0,26.7,12.0,42.7,1.0
00350750,11,2015,Boston - Horace Mann School for the Deaf,7.1,3.0,9.0,64.5,83.6,0.0
00360005,11,2015,Bourne - Bournedale Elementary School,0.0,0.0,0.0,54.2,54.2,0.0
00360010,11,2015,Bourne - Peebles Elementary School,0.0,0.0,0.0,47.6,47.6,0.0
00360325,11,2015,Bourne - Bourne Middle School,0.0,0.0,0.0,76.5,76.5,0.0
00360505,11,2015,Bourne - Bourne High School,0.0,0.0,0.0,54.3,54.3,0.0
00380005,11,2015,Boxford - Harry Lee Cole,0.0,0.6,0.0,47.5,48.1,0.0
00380013,11,2015,Boxford - Spofford Pond,0.0,0.0,0.0,70.1,70.1,0.0
00390005,11,2015,Boylston - Boylston Elementary,0.0,0.0,0.0,40.5,41.5,1.0
00400005,11,2015,Braintree - Hollis,0.0,0.0,0.0,59.3,59.3,0.0
00400009,11,2015,Braintree - Monatiquot Kindergarten Center,0.0,0.0,0.0,28.7,28.7,0.0
00400015,11,2015,Braintree - Highlands,0.0,0.0,0.0,45.2,45.2,0.0
00400020,11,2015,Braintree - Mary E Flaherty School,0.0,0.0,0.3,58.9,59.2,0.0
00400025,11,2015,Braintree - Liberty,0.0,0.0,0.0,39.5,39.5,0.0
00400033,11,2015,Braintree - Archie T Morrison,0.0,0.0,0.5,53.1,53.6,0.0
00400050,11,2015,Braintree - Donald Ross,0.0,0.0,0.0,34.3,34.3,0.0
00400305,11,2015,Braintree - East Middle School,1.0,0.0,1.0,78.1,80.1,0.0
00400310,11,2015,Braintree - South Middle School,0.0,0.0,0.0,70.3,70.3,0.0
00400505,11,2015,Braintree - Braintree High,1.0,3.0,0.0,177.9,182.9,1.0
00410005,11,2015,Brewster - Stony Brook Elementary,0.0,0.0,0.0,47.9,47.9,0.0
00410010,11,2015,Brewster - Eddy Elementary,0.0,0.0,1.0,37.9,38.9,0.0
00430005,11,2015,Brimfield - Brimfield Elementary,0.0,0.0,0.0,47.3,47.3,0.0
00440001,11,2015,Brockton - Dr W Arnone Community School,9.2,0.0,2.0,82.1,93.3,0.0
00440002,11,2015,Brockton - Mary E. Baker School,12.9,2.0,1.0,69.0,84.9,0.0
00440003,11,2015,Brockton - Manthala George Jr. School,5.0,0.0,15.3,71.5,93.8,2.0
00440007,11,2015,Brockton - Barrett Russell School,2.0,0.0,2.0,30.7,34.7,0.0
00440010,11,2015,Brockton - Brookfield,10.6,0.0,0.5,65.8,76.9,0.0
00440017,11,2015,Brockton - John F Kennedy,5.5,1.3,1.0,55.6,63.7,0.3
00440023,11,2015,Brockton - Edgar B Davis,8.0,0.0,3.0,75.7,89.7,3.0
00440045,11,2015,Brockton - Hancock,1.0,0.0,2.5,51.7,57.1,1.8
00440050,11,2015,Brockton - Gilmore School Early Childhood Center,3.1,1.0,1.2,74.1,79.4,0.0
00440055,11,2015,Brockton - Huntington,7.0,0.0,0.0,42.9,50.4,0.5
00440065,11,2015,Brockton - Louis F Angelo Elementary,7.4,1.3,3.5,88.6,101.8,1.0
00440078,11,2015,Brockton - Oscar F Raymond,11.8,0.0,3.0,83.8,100.6,2.0
00440080,11,2015,Brockton - B B Russell Alternative School,2.0,0.0,0.0,30.1,32.9,0.8
00440110,11,2015,Brockton - Downey,8.1,0.0,2.0,88.0,100.1,2.0
00440400,11,2015,Brockton - Goddard Alternative School,5.3,0.0,2.0,30.2,37.6,0.0
00440405,11,2015,Brockton - East Middle School,14.3,1.0,4.8,54.5,75.8,1.2
00440410,11,2015,Brockton - North Middle School,8.0,0.0,0.0,58.8,69.0,2.2
00440415,11,2015,Brockton - South Middle School,6.9,0.0,1.0,63.4,71.6,0.3
00440420,11,2015,Brockton - West Middle School,9.0,1.0,0.0,61.2,72.4,1.2
00440421,11,2015,Brockton - Ashfield Middle School,3.3,0.0,0.0,57.8,62.1,1.0
00440422,11,2015,Brockton - Joseph F. Plouffe Academy,8.7,4.0,4.0,55.6,73.3,1.0
00440505,11,2015,Brockton - Brockton High,49.2,7.1,13.6,321.0,397.9,7.0
00440515,11,2015,Brockton - Brockton Champion High School,3.5,0.0,2.9,22.1,28.5,0.0
00440520,11,2015,Brockton - Edison Academy,2.5,0.1,0.5,6.8,10.1,0.2
00450005,11,2015,Brookfield - Brookfield Elementary,0.0,0.0,0.0,42.4,42.4,0.0
00460001,11,2015,Brookline - Brookline Early Education Program at Beacon,1.9,0.0,0.0,10.3,12.2,0.0
00460002,11,2015,Brookline - Brookline Early Education Program at Putterham,1.0,0.0,0.0,13.5,14.5,0.0
00460005,11,2015,Brookline - Edith C Baker,4.8,5.8,2.8,85.4,98.9,0.0
00460015,11,2015,Brookline - Edward Devotion,5.3,1.7,0.8,116.6,125.0,0.6
00460020,11,2015,Brookline - Michael Driscoll,2.0,3.8,2.3,73.8,81.9,0.0
00460025,11,2015,Brookline - Heath,3.5,1.0,4.2,61.1,69.8,0.0
00460030,11,2015,Brookline - Lawrence,3.6,6.2,0.8,73.7,85.4,1.0
00460035,11,2015,Brookline - William H Lincoln,4.1,2.0,1.6,84.5,92.2,0.0
00460040,11,2015,Brookline - Pierce,7.7,5.2,1.0,73.5,87.4,0.0
00460045,11,2015,Brookline - John D Runkle,4.7,5.0,1.8,74.9,87.4,1.0
00460060,11,2015,Brookline - The Lynch Center,1.5,1.8,0.0,26.9,30.2,0.0
00460505,11,2015,Brookline - Brookline High,17.4,7.0,7.6,240.6,273.5,1.0
00480007,11,2015,Burlington - Fox Hill,0.0,0.0,0.0,51.8,51.8,0.0
00480015,11,2015,Burlington - Memorial,0.0,1.5,0.0,57.2,58.7,0.0
00480020,11,2015,Burlington - Pine Glen Elementary,0.0,0.0,0.0,51.4,52.4,1.0
00480035,11,2015,Burlington - Francis Wyman Elementary,0.0,1.0,0.0,75.4,76.4,0.0
00480303,11,2015,Burlington - Marshall Simonds Middle,1.0,1.0,0.0,91.6,93.6,0.0
